EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"53,500",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",07 (BGR)/ 2025-26,2026_CEMIB_125276_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,02-Feb-2026 10:00 AM,12-Feb-2026 10:00 AM,02-Feb-2026 10:00 AM,11-Feb-2026 05:00 PM,NA ,NA ,02-Feb-2026 10:00 AM,11-Feb-2026 05:00 PM,16-Feb-2026 10:00 AM,"SE, M.I. Division,Balangir","O/o the SE, M.I. Division,Balangir",1.0,ICICI BANK,Construction of Junajore Check Dam in Titilagarh Block Of Balangir District Under The scheme MATY 3.0 for the year 2025-26,Construction of Junajore Check Dam in Titilagarh Block Of Balangir District Under The scheme MATY 3.0 for the year 2025-26,Please refer tender documents ,NA ,"53,27,818",Civil Works - Water Works,NA ,Tender,90.0,90.0,Titilagarh,767033.0,NA ,NA ,NA ,"O/o the SE, M.I. Division,Balangir",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Valid RC,valid GST,Valid PAN,Affidavit,NRC,Tender Cost,EMD,any other docs as per DTCN","10,000",0.0,Nil,Nil,No,AOC,RN SETHI,Internal,,Rabindranath Sethi,31-Mar-2026 11:13 AM,finsummary_578604.pdf (172.44 KB),Technical,RN SETHI,Rabindranath Sethi,14-Feb-2026 01:14 PM,technical_578604.pdf,RN SETHI,Internal,,Rabindranath Sethi,14-Feb-2026 02:25 PM,16-Feb-2026 10:00 AM,techsummary_578604.pdf (483.65 KB),Finance,RN SETHI,Rabindranath Sethi,31-Mar-2026 11:03 AM,finance_578604.pdf,BOQ Comparative Chart,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",2026_CEMIB_125276_11,07 (BGR)/ 2025-26,Construction of Junajore Check Dam in Titilagarh Block Of Balangir District Under The scheme MATY 3.0 for the year 2025-26,1.0,3390220.0,AMITAV MOHANTY,INR,"6,280,538",1,3391093,ABHIJIT PANIGRAHI,10-Feb-2026 04:49 PM,Rejected-Finance,Rejected,31-Mar-2026 11:13 AM,31-Mar-2026,"INR 6,280,538",90.0,Rabindranath Sethi,31-Mar-2026 11:16 AM,junajore.pdf (172.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3391752,ABHISHEK SAHOO,11-Feb-2026 07:02 AM,Rejected-Finance,Rejected,31-Mar-2026 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3390220,AMITAV MOHANTY,10-Feb-2026 03:55 PM,Accepted-AOC,Accepted,31-Mar-2026 11:16 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3392021,AMIT KUMAR AGRAWAL,11-Feb-2026 01:26 PM,Rejected-Finance,Rejected,31-Mar-2026 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3377577,ANNAPURNA SUPPLIERS,10-Feb-2026 01:41 PM,Rejected-Finance,Rejected,31-Mar-2026 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3391388,BIBEKA NANDA MISHRA,10-Feb-2026 06:05 PM,Rejected-Finance,Rejected,31-Mar-2026 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3390600,BIKASH KUMAR JAIN,10-Feb-2026 08:00 PM,Rejected-Finance,Rejected,31-Mar-2026 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3392712,BINOD AGRAWAL,11-Feb-2026 04:37 PM,Rejected-Finance,Rejected,31-Mar-2026 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3387512,BISHNUDUTTA MISHRA,10-Feb-2026 12:29 PM,Rejected-Finance,Rejected,31-Mar-2026 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3388735,BYASADEBA SAHU,11-Feb-2026 10:18 AM,Rejected-Finance,Rejected,31-Mar-2026 11:13 AM,,,,,,,AOC
