S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3237284.0,KAPILASH INFRASOL PROJECTS PRIVATE LIMITED,INR,"84,522,253",CCE Rayagada,Internal,DAO PA to CCE Estimator,Ambikeya Mishra,30-Mar-2026 06:21 PM,finsummary_561765.pdf (327.30 KB),Technical,Tender opened,Pratap Chandra Mishra,29-Nov-2025 01:39 PM,technical_561765.pdf,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,2025_EICCL_120736_4,CCE R and B RGDA- 08/2025-26,Improvement such as Widening and Strengthening of PWD Road (NH-326A) to Baghasala to Agarkhandi Road from 0/0 km to 6/045 Km in the District of Gajapati under State Plan for the year 2025-26,Finance,Tender opened,Ambikeya Mishra,30-Mar-2026 06:17 PM,finance_561765.pdf,BOQ Comparative Chart,CCE Rayagada,Internal,SE DAO PA to CCE Estimator,Ambikeya Mishra,05-Jan-2026 07:00 PM,07-Jan-2026 05:00 PM,techsummary_561765.pdf (160.89 KB),1,3232593,ALLAPA AKHIL KUMAR,20-Nov-2025 04:31 PM,Rejected-AOC,First lowest,30-Mar-2026 06:25 PM,30-Mar-2026,"INR 84,522,253",330.0,Ambikeya Mishra,30-Mar-2026 06:25 PM,WO_BA.pdf (2221.00 KB),WO issued to Kapilash infrasol Projects Pvt Ltd. vide letter Dt. 25.03.2026 of SE PKD,AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"cost of tender paper,EMD,PAN,GSTIN,GSTRC,Affidavit,Regd. Certificate,labour license",Improvement such as Widening and Strengthening of PWD Road (NH-326A) to Baghasala to Agarkhandi Road from 0/0 km to 6/045 Km in the District of Gajapati under State Plan for the year 2025-26,Road Works,Please refer Tender documents. ,NA ,"9,94,26,248",Civil Works - Roads,NA ,Tender,90.0,330.0,Paralakhemundi,761200.0,NA ,NA ,NA ,CCE R and B Circle Rayagada,No ,No,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,CCE R and B RGDA- 08/2025-26,2025_EICCL_120736_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Chief Construction Engineer,CCE R and B Circle Rayagada 765001,"10,000",0.0,Nil,Nil,No,04-Nov-2025 04:00 PM,21-Nov-2025 11:00 AM,04-Nov-2025 04:00 PM,20-Nov-2025 05:00 PM,04-Nov-2025 04:00 PM ,15-Nov-2025 05:00 PM ,04-Nov-2025 04:00 PM,20-Nov-2025 05:00 PM,07-Jan-2026 05:00 PM,"9,95,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3241288,B LAXMI NARYANA,20-Nov-2025 02:05 PM,Rejected-AOC,First lowest,30-Mar-2026 06:25 PM,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3242162,JAY PRAKASH SHARMA,20-Nov-2025 04:44 PM,Rejected-AOC,First lowest,30-Mar-2026 06:25 PM,,,,,,,,AOC,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3237284,KAPILASH INFRASOL PROJECTS PRIVATE LIMITED,20-Nov-2025 03:13 PM,Accepted-AOC,First lowest selected through transparewnt lottery system,30-Mar-2026 06:25 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3235354,M/S S. KARUNAKAR RAO,19-Nov-2025 10:56 PM,Rejected-AOC,First lowest,30-Mar-2026 06:25 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3241092,PRASANTA KUMAR SAHU,20-Nov-2025 12:54 PM,Rejected-AOC,First lowest,30-Mar-2026 06:25 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3241449,SPAN INFRA BUILDERS PVT. LTD,20-Nov-2025 01:59 PM,Rejected-AOC,First lowest,30-Mar-2026 06:25 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3239276,SURESH KUMAR PANDA,19-Nov-2025 06:54 PM,Rejected-AOC,First lowest,30-Mar-2026 06:25 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
