Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BBSR",Internal,"DIVISIONAL ACCOUNTANT, ESTIMATOR",Jyoti Ranjan Pradhan,20-Dec-2025 05:24 PM,techsummary_564612.pdf (1105.88 KB),1,3262585,ABHISHEK CHEJARA,01-Dec-2025 10:31 AM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 01:01 PM,05-Jan-2026,"INR 602,684.46",45.0,Jyoti Ranjan Pradhan,27-Mar-2026 05:06 PM,12B.pdf (455.00 KB),1.0,3247683.0,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,INR,"602,684.46",Finance,ALL BID DOCUMENTS ARE DOWNLOADED.,Jyoti Ranjan Pradhan,04-Dec-2025 12:03 PM,,BOQ Comparative Chart,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BHUBANESWAR",Internal,"DIVISIONAL ACCOUNTANT, ESTIMATOR",Jyoti Ranjan Pradhan,23-Dec-2025 01:01 PM,finsummary_564612.pdf (208.23 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2025_CEMWR_121361_1,SE/MDB-12(B)/W/2025-26,"Replacement and Renovation of Gates and hoists at Tandahar Singiripal S/E at RD 1.980 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26.",AOC,"Replacement and Renovation of Gates and hoists at Tandahar Singiripal S/E at RD 1.980 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26.","Replacement and Renovation of Gates and hoists at Tandahar Singiripal S/E at RD 1.980 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26.",Please refer Tender documents. ,NA ,"7,08,957",Mechanical Works,NA ,Tender,90.0,45.0,TANDAHAR SINGHARPAL,752111.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,"7,100",No,fixed,,Nil,Nil,19-Nov-2025 10:00 AM,02-Dec-2025 12:00 PM,19-Nov-2025 10:00 AM,01-Dec-2025 05:30 PM,19-Nov-2025 10:00 AM ,01-Dec-2025 05:30 PM ,19-Nov-2025 10:00 AM,01-Dec-2025 05:30 PM,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BBSR","O/O THE SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BBSR",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, Affidavits and all other documents as per DTCN","4,000",0.0,Nil,Nil,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,SE/MDB-12(B)/W/2025-26,2025_CEMWR_121361_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3247752,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",23-Nov-2025 02:56 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3257621,BANASHREE BHUYAN,01-Dec-2025 12:53 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3264031,DASH ENGINEERING AND WORKS,01-Dec-2025 08:23 AM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3269485,MAA ENTERPRISE,01-Dec-2025 01:26 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3264407,Manashi Dash (Prop - M/s. Babby Engg. & Works),01-Dec-2025 08:19 AM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3247683,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,01-Dec-2025 07:48 AM,Accepted-AOC,SUCCESSFUL BIDDER AND LOTTERY WINNER,27-Mar-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3247647,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,01-Dec-2025 07:37 AM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3269220,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,01-Dec-2025 01:54 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3265271,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",28-Nov-2025 10:44 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
