Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
S/R to Police station Dharambandha for the year 2025-26,S/R to Police station Dharambandha for the year 2025-26,As per DTCN ,NA ,"3,19,159",Civil Works - Buildings,NA ,Tender,90.0,30.0,NUAPADA,766105.0,NA ,NA ,NA ,"O/o the S.E.R.W.Division,Nuapada",No ,No,"2,000",0.0,Nil,Nil,No,Executive Engineer,"O/o the S.E.R.W.Division,Nuapada",1.0,ICICI BANK,"3,200",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,RWNPD-05/2025-26,2025_CERWI_122974_23,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,12-Dec-2025 09:00 AM,22-Dec-2025 11:00 AM,12-Dec-2025 09:00 AM,20-Dec-2025 05:00 PM,12-Dec-2025 09:00 AM ,19-Dec-2025 05:00 PM ,12-Dec-2025 09:00 AM,20-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,AFFIDAVIT,EMD,NRC AND OTHER DOCUMENTS AS PER DTCN",AOC,Technical,Internal,EE DAO ESTIMATER,Raj Kumar Meher,31-Mar-2026 12:34 PM,techsummary_571473.pdf (1307.42 KB),Financial,Internal,EE DAO ESTIMATER,Raj Kumar Meher,31-Mar-2026 12:40 PM,finsummary_571473.pdf (1307.42 KB),Finance,Tender open,Raj Kumar Meher,31-Mar-2026 12:31 PM,,BOQ Comparative Chart,1.0,3309974.0,DHIBAR DHARUA,INR,"271,318",CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,2025_CERWI_122974_23,RWNPD-05/2025-26,S/R to Police station Dharambandha for the year 2025-26,1,3312141,Achutanand Mund,17-Dec-2025 07:03 PM,Rejected-AOC,Reject,31-Mar-2026 12:45 PM,31-Mar-2026,"INR 271,318",30.0,Raj Kumar Meher,31-Mar-2026 12:45 PM,AOC.pdf (1033.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3313091,ANITH KUMAR THANAPATI,19-Dec-2025 10:40 PM,Rejected-AOC,Reject,31-Mar-2026 12:45 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3309974,DHIBAR DHARUA,17-Dec-2025 11:19 AM,Accepted-AOC,Accepted,31-Mar-2026 12:45 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3319281,MAHENDRA KUMAR SAHU,20-Dec-2025 02:07 PM,Rejected-AOC,Reject,31-Mar-2026 12:45 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3313186,PRITAM KUMAR SAHU,20-Dec-2025 12:02 AM,Rejected-AOC,Reject,31-Mar-2026 12:45 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3317112,RAJENDRA TANDI,19-Dec-2025 06:50 PM,Rejected-AOC,Reject,31-Mar-2026 12:45 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3309361,SALIK RAM SAHU,20-Dec-2025 02:02 PM,Rejected-AOC,Reject,31-Mar-2026 12:45 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3305392,SAURABH SAHU,16-Dec-2025 11:32 PM,Rejected-AOC,Reject,31-Mar-2026 12:45 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3315580,SUCHARITA PANDA,20-Dec-2025 03:18 PM,Rejected-AOC,Reject,31-Mar-2026 12:45 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3318457,UGRESAN TANDI (S.C),20-Dec-2025 01:34 AM,Rejected-AOC,Reject,31-Mar-2026 12:45 PM,,,,,,,,AOC
