Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
19-Mar-2026,"INR 6,092,874",180.0,Gobinda Chandra Tudu,19-Mar-2026 01:24 PM,agmnt.pdf (377.00 KB),agmnt value,1,3335229,AJAY MALLICK,29-Dec-2025 12:32 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 01:24 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_123491_15,Online Tender/14/ RWD-UKT /2025-26,Construction of R.I. Office cum Residence Building at Dhodra in Jharigam Block of Nabarangpur District for the year 2025-26,1.0,3332842.0,NITYANANDA BISWAS,INR,"6,092,874",Finance,13 nos bidders are participated above work,Gobinda Chandra Tudu,19-Mar-2026 01:11 PM,finance_572369.pdf,BOQ Comparative Chart,Excutive Engineer,Internal,"Estimator, DAO-I, Executive Engineer",Rupabanya Naik,16-Jan-2026 07:49 PM,19-Jan-2026 04:00 PM,techsummary_572369.pdf (287.58 KB),Technical,All bidders admitted for technical evaluation,Gobinda Chandra Tudu,15-Jan-2026 02:07 PM,,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,19-Mar-2026 01:16 PM,finsummary_572369.pdf (98.65 KB),AOC,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender/14/ RWD-UKT /2025-26,2025_CERWI_123491_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of R.I. Office cum Residence Building at Dhodra in Jharigam Block of Nabarangpur District for the year 2025-26,Construction of R.I. Office cum Residence Building at Dhodra in Jharigam Block of Nabarangpur District for the year 2025-26,Please refer Tender documents. ,NA ,"71,67,244",Civil Works - Buildings,NA ,Tender,90.0,180.0,Umerkote,764073.0,NA ,NA ,NA ,"O/o the Executive Engineer, R W D-II, Umerkote",No ,No,"71,672",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"Executive Engineer, RW Division-II, Umerkote","O/o the Executive Engineer, Rural Works Division-II, Nabarangpur, Umerkote",19-Dec-2025 02:00 PM,30-Dec-2025 11:00 AM,19-Dec-2025 02:00 PM,29-Dec-2025 05:00 PM,19-Dec-2025 02:00 PM ,26-Dec-2025 01:00 PM ,19-Dec-2025 02:00 PM,29-Dec-2025 05:00 PM,19-Jan-2026 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Valid RC, PAN, Valid GST, Caste, Affidavits,Machinery, Joint Venture and Other Documents as per DTCN",AOC
,,,,,,,2,3337796,GOBINDA GOUDA,29-Dec-2025 04:32 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,3,3337677,ISWAR PANKA,29-Dec-2025 04:52 PM,Rejected-Technical,Technically Disqualified,16-Jan-2026 07:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3336606,J. Raja,29-Dec-2025 04:14 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3328202,LITUNA SAHU,27-Dec-2025 09:31 AM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3335797,MAHESDAS PANAKA,29-Dec-2025 12:34 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3336947,NIROJ KUMAR SAMAL,29-Dec-2025 02:16 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3332842,NITYANANDA BISWAS,28-Dec-2025 01:18 AM,Accepted-AOC,Qualified in transparent lottery,19-Mar-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3333313,SANJAYA KUMAR SWAIN,28-Dec-2025 12:41 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3335207,SANKAR NARAYAN MOHANTY,29-Dec-2025 01:22 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
