Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,ok,SUDHANSU MOHAN,23-Dec-2025 12:20 PM,finance_571249.pdf,BOQ Comparative Chart,Municipal Bodies||Basudevpur Municipality,2025_ORULB_122920_46,BSP_2025-26_12,Construction of Guard wall with paver road from Guagaon UGME school house towards Nityananda Nayak house ward no.18,1.0,3316119.0,Pravati Jena,INR,"597,620",1,3318974,AKSHAYA KUMAR MOHANTY,20-Dec-2025 03:28 PM,Rejected-AOC,not selected,07-Mar-2026 04:18 PM,07-Mar-2026,"INR 597,620",45.0,SUDHANSU MOHAN,07-Mar-2026 04:18 PM,46.pdf (129.00 KB),ok,Nibedita Behera,Internal,"E.O,M.E,J.E,Accountant",SUDHANSU MOHAN,07-Mar-2026 04:12 PM,techsummary_571249.pdf (6235.45 KB),Nibedita Behera,Internal,"E.O,M.E,J.E,Accountant",SUDHANSU MOHAN,07-Mar-2026 04:15 PM,finsummary_571249.pdf (6235.45 KB),AOC,1.0,ICICI BANK,1.0,NIT Document,Other,,14-Dec-2025 10:00 AM,22-Dec-2025 11:00 AM,14-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,NA ,NA ,14-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,EO,Basudevpur Municipality,Municipal Bodies||Basudevpur Municipality,BSP_2025-26_12,2025_ORULB_122920_46,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Guard wall with paver road from Guagaon UGME school house towards Nityananda Nayak house ward no.18,Construction of Guard wall with paver road from Guagaon UGME school house towards Nityananda Nayak house ward no.18,Please refer Tender documents. ,NA ,"5,95,763",Civil Works - Roads,NA ,Tender,90.0,45.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"4,000",0.0,Nil,Nil,No,"5,958",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,3315147,BIJAYA KUMAR GHADEI,19-Dec-2025 05:21 PM,Rejected-AOC,not selected,07-Mar-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3317377,BIKRAM KESHARI MOHANTY,19-Dec-2025 03:16 PM,Rejected-AOC,not selected,07-Mar-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3317865,Duryodhan Mohakud,19-Dec-2025 05:18 PM,Rejected-AOC,not selected,07-Mar-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3318859,GANGADHAR SAMAL,20-Dec-2025 11:43 AM,Rejected-AOC,not selected,07-Mar-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3316665,Kailash Chandra Muduli,19-Dec-2025 01:24 PM,Rejected-AOC,not selected,07-Mar-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3315702,PRAKASH CHANDRA SETHI,19-Dec-2025 01:42 PM,Rejected-AOC,not selected,07-Mar-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,3316119,Pravati Jena,19-Dec-2025 10:18 AM,Accepted-AOC,selected,07-Mar-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,3317721,RANJAN KUMAR SETHI,19-Dec-2025 04:29 PM,Rejected-AOC,not selected,07-Mar-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
