Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Er Saroj Sha,Internal,"Nikhil Patel, DAO, Aswini Kumar Sethi, JE (Estr.) are the committee member",SAROJ SHA,30-Jan-2026 08:37 PM,techsummary_572156.pdf (425.24 KB),09-Feb-2026,"INR 567,891.4",30.0,SAROJ SHA,08-Mar-2026 01:21 PM,5Dhujabhata2Priyasao.pdf (391.00 KB),Priya Sao is the lottery winner,1,3329873,Achutanand Mund,26-Dec-2025 02:58 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:21 PM,Finance,all open in time,SAROJ SHA,30-Jan-2026 08:34 PM,finance_572156.pdf,BOQ Comparative Chart,1.0,3332670.0,PRIYA SAO,INR,"567,891.4","CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2025_CEMIB_123377_5,04/ SE MIDKHR/2025-26,Sl5 Improvement to DhujabhataNalla-II Check Dam in Dhujabhata Village of Motanuapada GP in Nuapada Block of Nuapada Districtunder Improvement to Check Dam Scheme for the year 2025-26.,Er Saroj Sha,Internal,"Nikhil Patel, DAO, Aswini Kumar Sethi, JE (Estr.) are the committee member",SAROJ SHA,30-Jan-2026 08:39 PM,finsummary_572156.pdf (425.24 KB),AOC,"6,700",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",04/ SE MIDKHR/2025-26,2025_CEMIB_123377_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE, M.I. Division, Khariar","O/o the SE, M.I. Division, Khariar",Sl5 Improvement to DhujabhataNalla-II Check Dam in Dhujabhata Village of Motanuapada GP in Nuapada Block of Nuapada Districtunder Improvement to Check Dam Scheme for the year 2025-26.,Improvement to Hernamunda Nalla-II Check Dam in Hernamunda Village of Sarabong GP in Nuapada Block of Nuapada District under Improvement to Check Dam Scheme for the year 2025-26,Please refer Tender documents. ,NA ,"6,68,029",Civil Works - Others,Improvement work ,Tender,90.0,30.0,Khariar,766107.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Khariar",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN",1.0,ICICI BANK,18-Dec-2025 10:00 AM,31-Dec-2025 11:00 AM,18-Dec-2025 10:00 AM,30-Dec-2025 05:30 PM,18-Dec-2025 10:00 AM ,26-Dec-2025 05:00 PM ,18-Dec-2025 10:00 AM,30-Dec-2025 05:30 PM,"4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3323496,DEBRAJ BAG (ST),28-Dec-2025 12:05 AM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3327154,DHIBAR DHARUA,25-Dec-2025 07:19 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3325452,KRISHNA SAHU,25-Dec-2025 11:00 AM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3330971,PRITAM KUMAR SAHU,27-Dec-2025 10:33 AM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3332670,PRIYA SAO,27-Dec-2025 08:45 PM,Accepted-AOC,AOC issued to Smt Sao,08-Mar-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3336632,RAJENDRA KUMAR SAHOO,29-Dec-2025 01:30 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3328912,SALIK RAM SAHU,27-Dec-2025 11:32 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3331105,SANKALP RANJAN NAYAK,27-Dec-2025 06:46 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3330961,SAURABH SAHU,27-Dec-2025 04:17 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
