Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
Finance,ok,SUDHANSU MOHAN,23-Dec-2025 12:07 PM,finance_571246.pdf,BOQ Comparative Chart,07-Mar-2026,"INR 411,023",45.0,SUDHANSU MOHAN,07-Mar-2026 03:51 PM,45.pdf (130.00 KB),ok,Municipal Bodies||Basudevpur Municipality,2025_ORULB_122920_45,BSP_2025-26_12,Construction of paver road from Budhiram Sahoo house towards Barunei temple Jafarpur ward no.17,1.0,3318777.0,Maheswar Sethi,INR,"411,023",1,3318958,AKSHAYA KUMAR MOHANTY,20-Dec-2025 03:24 PM,Rejected-AOC,not selected,07-Mar-2026 03:54 PM,Nibedita Behera,Internal,"E.O,M.E,J.E,Accountant",SUDHANSU MOHAN,07-Mar-2026 03:43 PM,techsummary_571246.pdf (6235.45 KB),Nibedita Behera,Internal,"E.O,M.E,J.E,Accountant",SUDHANSU MOHAN,07-Mar-2026 03:46 PM,finsummary_571246.pdf (6235.45 KB),AOC,"2,000",0.0,Nil,Nil,No,"4,097",Yes,fixed,,Nil,Nil,Construction of paver road from Budhiram Sahoo house towards Barunei temple Jafarpur ward no.17,Construction of paver road from Budhiram Sahoo house towards Barunei temple Jafarpur ward no.17,Please refer Tender documents. ,NA ,"4,09,746",Civil Works - Roads,NA ,Tender,90.0,45.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,14-Dec-2025 10:00 AM,22-Dec-2025 11:00 AM,14-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,NA ,NA ,14-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,Municipal Bodies||Basudevpur Municipality,BSP_2025-26_12,2025_ORULB_122920_45,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,NIT Document,Other,,EO,Basudevpur Municipality,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3318949,BIJAY KUMAR PATI,20-Dec-2025 12:47 PM,Rejected-AOC,not selected,07-Mar-2026 03:54 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3318932,KAUSHALYA SAMAL(S.C),20-Dec-2025 12:36 PM,Rejected-AOC,not selected,07-Mar-2026 03:54 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3318777,Maheswar Sethi,20-Dec-2025 11:09 AM,Accepted-AOC,selected,07-Mar-2026 03:54 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3317840,Sarojini Rout,19-Dec-2025 05:56 PM,Rejected-AOC,not selected,07-Mar-2026 03:54 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3315242,Susmita Sethi,18-Dec-2025 07:38 PM,Rejected-AOC,not selected,07-Mar-2026 03:54 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
