Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
"S.E, R.W.Division, Cuttack",Internal,,Priyadarshini Balsamanta,20-Jan-2026 11:52 PM,21-Jan-2026 09:00 AM,techsummary_574063.pdf (1003.21 KB),Finance,Tender open by technical committee,Priyadarshini Balsamanta,16-Mar-2026 07:51 AM,finance_574063.pdf,BOQ Comparative Chart,1,3346622,BANDITA BHUYAN,06-Jan-2026 01:39 PM,Rejected-AOC,Not selected in lottery,16-Mar-2026 08:14 AM,16-Mar-2026,"INR 7,734,920",270.0,Priyadarshini Balsamanta,16-Mar-2026 08:37 AM,WO.pdf (1479.00 KB),1.0,3346779.0,KABINDRA DHAL,INR,"7,734,920",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2026_CERWI_124090_1,RWD Ctc-14/2025-26,"Renovation and Interior furnishing of conference hall building and installation of 8 passenger Lift for R.W.Circle, Cuttack for the year 2025-26",Technical,Tender will be open by Technical committee,Priyadarshini Balsamanta,20-Jan-2026 11:47 PM,technical_574063.pdf,"S.E, R.W.Division, Cuttack",Internal,"DAO-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,16-Mar-2026 08:08 AM,finsummary_574063.pdf (1701.00 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"PAN, GST , Affidavit regarding , Correctness, No relation certificate, litigation, Abandoned etc.",01-Jan-2026 06:00 PM,07-Jan-2026 11:00 AM,01-Jan-2026 06:00 PM,06-Jan-2026 06:00 PM,01-Jan-2026 06:00 PM ,05-Jan-2026 05:00 PM ,01-Jan-2026 06:00 PM,06-Jan-2026 06:00 PM,21-Jan-2026 09:00 AM,"10,000",0.0,Nil,Nil,No,"Renovation and Interior furnishing of conference hall building and installation of 8 passenger Lift for R.W.Circle, Cuttack for the year 2025-26","Renovation and Interior furnishing of conference hall building and installation of 8 passenger Lift for R.W.Circle, Cuttack for the year 2025-26",Refer tender documents ,NA ,"90,98,835",Civil Works - Buildings,NA ,Tender,90.0,270.0,Cuttack,753004.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, CUTTACK",No ,No,Divisional Officer,"RURAL WORKS DIVISION, CUTTACK",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD Ctc-14/2025-26,2026_CERWI_124090_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"90,988",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,3346779,KABINDRA DHAL,06-Jan-2026 03:17 PM,Accepted-AOC,Selected through lottery,16-Mar-2026 08:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other details as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,3346902,R.S ENTERPRISERS PROP ASHOK KUMAR SHARMA,06-Jan-2026 04:54 PM,Rejected-AOC,Not selected in lottery,16-Mar-2026 08:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3346660,STAR X POWER & INFRA,06-Jan-2026 02:22 PM,Rejected-AOC,Not selected in lottery,16-Mar-2026 08:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3346535,SUBHAKANTA SWAIN,06-Jan-2026 01:11 PM,Rejected-AOC,Not selected in lottery,16-Mar-2026 08:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3346936,SUSHREE SWAGATIKA PRIYADARSHINEE,06-Jan-2026 05:08 PM,Rejected-AOC,Not selected in lottery,16-Mar-2026 08:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
