EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,200",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,ESI,EPF AND ALL OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,SE/MDA-04(3)/2025-26,2025_CEMWR_122883_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE,MECHANICAL DVISION,AMBAGUDA","O/o SE,MECHANICAL DIVISION,AMBAGUDA","4,000",0.0,Nil,Nil,No,11-Dec-2025 03:00 PM,26-Dec-2025 12:00 PM,11-Dec-2025 03:00 PM,24-Dec-2025 05:30 PM,11-Dec-2025 03:00 PM ,24-Dec-2025 05:30 PM ,11-Dec-2025 03:00 PM,24-Dec-2025 05:30 PM,"Repair, Maintenance and Renovation of Gate and Hoist of Dasmanthpur MIP Reservoir of Dasmanthpur Block Under Minor Irrigation Division, Jeypore","Repair, Maintenance and Renovation of Gate and Hoist of Dasmanthpur MIP Reservoir of Dasmanthpur Block Under Minor Irrigation Division, Jeypore",PLEASE REFER TENDER DOCUMENTS ,NA ,,Mechanical Works,NA ,Tender,90.0,30.0,JEYPORE,764028.0,NA ,NA ,NA ,"O/o SE,MECHANICAL DIVISION,AMBAGUDA",No ,No,AOC,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_122883_1,SE/MDA-04(3)/2025-26,"Repair, Maintenance and Renovation of Gate and Hoist of Dasmanthpur MIP Reservoir of Dasmanthpur Block Under Minor Irrigation Division, Jeypore",Sanjay Ku Nayak,Internal,,SANJAYA KUMAR NAYAK,05-Mar-2026 01:30 PM,finsummary_570772.pdf (664.37 KB),Finance,BOS,SONIYA MAJUMDAR,12-Feb-2026 01:41 PM,,BOQ Comparative Chart,1.0,3300793.0,SPS INDUSTRY,INR,"525,477.24",1,3309807,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",17-Dec-2025 12:15 PM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,05-Mar-2026,"INR 525,477.24",30.0,SANJAYA KUMAR NAYAK,05-Mar-2026 04:35 PM,70.pdf (1408.00 KB),Sanjay Ku Nayak,Internal,,SANJAYA KUMAR NAYAK,05-Mar-2026 01:10 PM,techsummary_570772.pdf (664.37 KB),AOC
,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3322417,BANASHREE BHUYAN,24-Dec-2025 01:37 PM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3302378,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,24-Dec-2025 11:09 AM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3302367,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,24-Dec-2025 11:02 AM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3325905,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,24-Dec-2025 01:31 PM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3325156,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,24-Dec-2025 10:16 AM,Rejected-Finance,Loser Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3325140,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",24-Dec-2025 09:58 AM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3306046,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),22-Dec-2025 04:35 PM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3313272,M/S SHREE INDUSTRIES,19-Dec-2025 01:14 PM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3324923,NEELAMADHAB ENGINEERING WORKS,23-Dec-2025 05:10 PM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3326357,Sarkar Engineering Works,24-Dec-2025 03:38 PM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3323131,SATYANANDA PANIGRAHI,22-Dec-2025 04:26 PM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3321244,"Shree Jagannath Steel Industries, Prop. KRUSHNA CHANDRA SASMAL",21-Dec-2025 10:01 PM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3300793,SPS INDUSTRY,23-Dec-2025 06:16 PM,Accepted-AOC,Winner In Transparent Lottery process,05-Mar-2026 04:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3300818,SUSHIL KUMAR DAS,23-Dec-2025 06:27 PM,Rejected-Finance,Loser in transparent lottery process.,05-Mar-2026 01:30 PM,,,,,,,,,,,,,AOC
