Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Stage
"SE, RWD, BBSR",Internal,"Sr.DAO,AEE and Estimator",Nirmal Chandra Jena,06-Jan-2026 05:42 PM,techsummary_563970.pdf (592.05 KB),28-Mar-2026,"INR 713,715",60.0,Nirmal Chandra Jena,28-Mar-2026 03:38 PM,addlroombolagarhaoc.pdf (273.00 KB),AoC,1,3241550,ABDUL ABID KHAN,20-Nov-2025 02:08 PM,Rejected-Finance,Not success in lottery,06-Jan-2026 05:46 PM,Finance,10 nos bidder are participated,Nirmal Chandra Jena,22-Nov-2025 02:25 PM,,BOQ Comparative Chart,1.0,3237446.0,BASANT KUMAR SAMANTARAY,INR,"713,715",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_121205_1,Tender Online Divn. BBSR - 23/2025-26,"Constn. of Addl. Room of R.W. Section, Bolagarh","SE, RWD, BBSR",Internal,"Sr.DAO,AEE and Estimator",Nirmal Chandra Jena,06-Jan-2026 05:46 PM,finsummary_563970.pdf (592.05 KB),AOC,13-Nov-2025 05:55 PM,21-Nov-2025 11:00 AM,13-Nov-2025 05:55 PM,20-Nov-2025 05:00 PM,NA ,NA ,13-Nov-2025 05:55 PM,20-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 23/2025-26,2025_CERWI_121205_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Paper Cost EMD GSTIN PAN Registration Certificate,"Constn. of Addl. Room of R.W. Section, Bolagarh","Constn. of Addl. Room of R.W. Section, Bolagarh.",Please refer tender documents ,NA ,"8,41,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,SE R.W. Div. BBSR,751013.0,NA ,NA ,NA ,SE RWD BBSR,No ,No,"8,410",Yes,percentage,1.0%,Nil,Nil,O/o the SE RWD BBSR,O/o the SE RWD BBSR,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,3239818,AMRUT CONSTRUCTION & ENGINEERING SERVICES PRIVATE LIMITED,19-Nov-2025 11:21 PM,Rejected-Technical,Technically Disqualified,06-Jan-2026 05:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate, undertaking for obtaining labour license",,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,3239731,AYEZA SUPPLIERS,20-Nov-2025 05:27 AM,Rejected-Finance,Not success in lottery,06-Jan-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,No relationship certificate and required documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3237446,BASANT KUMAR SAMANTARAY,19-Nov-2025 01:41 PM,Accepted-AOC,L1 Bidder,28-Mar-2026 03:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3231758,BIJAY KUMAR PRADHAN,17-Nov-2025 01:12 PM,Rejected-Finance,Not success in lottery,06-Jan-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3240279,PRADEEP MOHANTY,20-Nov-2025 09:26 AM,Rejected-Finance,Not success in lottery,06-Jan-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3240681,PRADYUMNA KUMAR SAHU,20-Nov-2025 12:53 PM,Rejected-Technical,Technically Disqualified,06-Jan-2026 05:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3240665,PRAMOD KUMAR RANSINGH,20-Nov-2025 11:24 AM,Rejected-Finance,Not success in lottery,06-Jan-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3242254,PURNIMA PARIDA,20-Nov-2025 04:24 PM,Rejected-Finance,Not success in lottery,06-Jan-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3237315,SHAIKH AMUSUDIN MAHAMMAD,19-Nov-2025 11:12 AM,Rejected-Finance,Not success in lottery,06-Jan-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
