Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||ORMAS,2310-18/07/2025,2025_ORMAS_115730_1,Yes,Open Tender,EOI,Services,2.0,No,No,Online,No,No,No,Selection of a Media Consulting Agency for implementation of IEC activities under ORMAS,Selection of a Media Consulting Agency for implementation of IEC activities under ORMAS,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,NA ,ORMAS SIRD and PR Campus Unit 8 Bhubaneswar,751012.0,Conference Hall of ORMAS SIRD and PR Campus  ,Conference Hall of ORMAS SIRD and PR Campus  ,25-Jul-2025 11:30 AM ,Conference Hall of ORMAS SIRD and PR Campus,No ,No,"5,900",Nil,Nil,No,"2,00,000",No,fixed,,Nil,Nil,18-Jul-2025 06:50 PM,26-Aug-2025 11:30 AM,18-Jul-2025 06:50 PM,25-Aug-2025 05:00 PM,18-Jul-2025 06:50 PM ,24-Jul-2025 05:00 PM ,18-Jul-2025 06:50 PM,25-Aug-2025 05:00 PM,28-Oct-2025 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Document as per DTCN,Chief Executive Officer ORMAS,ORMAS SIRD and PR Campus Unit 8 Bhubaneswar,1.0,Extension Notice,Date,,1.0,ICICI BANK,AOC,1,3045561,Big Trunk Communications Pvt Ltd,25-Aug-2025 04:50 PM,Rejected-Technical,Technically disqualified,27-Oct-2025 07:25 PM,25-Feb-2026,"INR 15,970,655",730.0,Banita Das,02-Mar-2026 02:46 PM,AgreementConceptCommunication.pdf (6468.00 KB),Agreement Concept Communication,Finance,Proceedings,Banita Das,27-Jan-2026 01:39 PM,finance_546466.pdf,"CEO, ORMAS",Mixed,"CEO ORMAS, Addl. CEO Finance, Jt. Secy. PR and DW Deptt., SPM Communication PR and DW Deptt., Joint CEO ORMAS, Deputy CEO Ormas, Auditor ORMAS, Procurement and Finance Expert",Banita Das,27-Oct-2025 07:25 PM,28-Oct-2025 04:00 PM,techsummary_546466.pdf (15877.52 KB),CEO ORMAS,Mixed,Additional CEO Finance ORMAS Joint Secretary PR and DW Deptt Accounts Officer PR and DW Deptt Joint CEO ORMAS Deputy CEO ORMAS SPM Communications Deptt Auditor ORMAS Procurement and Finance Expert,Banita Das,27-Jan-2026 01:58 PM,finsummary_546466.pdf (1630.88 KB),Panchayati Raj and Drinking Water Department Odisha||ORMAS,2025_ORMAS_115730_1,2310-18/07/2025,Selection of a Media Consulting Agency for implementation of IEC activities under ORMAS,Technical,IEC PQ Committee Meeting Proceedings,Banita Das,27-Oct-2025 07:13 PM,technical_546466.pdf,1.0,3016798.0,Concept Communication Ltd,INR,"15,970,655",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Financial Bid,,,2.0,2465/08.08.2025 Corrigendum Notice,Other,,2.0,ICICI NEFT/RTGS,AOC,2,3016798,Concept Communication Ltd,25-Aug-2025 11:55 AM,Accepted-AOC,H1 Bidder,02-Mar-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3044856,DESIGNINDYA ADVERSTISING LIMITED,25-Aug-2025 02:08 PM,Rejected-Technical,Technically disqualified,27-Oct-2025 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3044220,Genesis Advertising Pvt. Ltd,23-Aug-2025 04:58 PM,Rejected-Technical,Technically disqualified,27-Oct-2025 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3044665,India News Communications Limited,25-Aug-2025 12:14 PM,Rejected-Finance,2nd Highest bidder,27-Jan-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3047541,Insight Brandcom Pvt Ltd,25-Aug-2025 04:50 PM,Rejected-Technical,Technically disqualified,27-Oct-2025 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3039982,OMMCOM MEDIA PVT. LTD.,23-Aug-2025 08:43 PM,Rejected-Technical,Technically disqualified,27-Oct-2025 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3025823,SANKET COMMUNICATIONS PRIVATE LIMITED,25-Aug-2025 12:37 PM,Rejected-Finance,4th Highest bidder,27-Jan-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3047595,Seventhavenue Eventz Pvt Ltd,25-Aug-2025 04:25 PM,Rejected-Technical,Technically disqualified,27-Oct-2025 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3044886,"Sharad Advertising Pvt. Ltd.,",25-Aug-2025 02:24 PM,Rejected-Finance,3rd Highest bidder,27-Jan-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3048328,XPOSE ADVERTISING,25-Aug-2025 04:09 PM,Rejected-Technical,Technically disqualified,27-Oct-2025 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
