Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid license, PAN, GSTIN, Affidavit and other documents as per DTCN",EIC-CIVIL||SE PH (RnB) Circle BBSR||GPH DIVN.II Sambalpur,IFB-01/ SE GPH SBP of 2025-26,2025_EICCL_122701_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,09-Dec-2025 10:00 AM,22-Dec-2025 11:00 AM,09-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,09-Dec-2025 10:00 AM ,19-Dec-2025 05:00 PM ,09-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,Improvement of Internal and External P.H work to CHC Building at Dunguripali in the District of Sonepur,External and internal PH work,Please refer Tender documents. ,NA ,"27,00,129",Civil Works - Buildings,NA ,Tender,90.0,90.0,Dunguripali,767023.0,NA ,NA ,NA ,"O/O the SE GPH Division No.II, Sambalpur",No ,No,"SE GPH Division No.II, Sambalpur","O/O the SE GPH Division No.II, Sambalpur","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"27,002",Yes,fixed,,Nil,Nil,AOC,Urbashee Tandi,Internal,SriShailendraKumarPanditDivisionalAccountsOfficerISmtMeemanshaSahuJuniorEngineer(Estimator),Urbashee Tandi,13-Feb-2026 05:35 PM,finsummary_569889.pdf (1312.51 KB),EIC-CIVIL||SE PH (RnB) Circle BBSR||GPH DIVN.II Sambalpur,2025_EICCL_122701_2,IFB-01/ SE GPH SBP of 2025-26,Improvement of Internal and External P.H work to CHC Building at Dunguripali in the District of Sonepur,1.0,3313800.0,ANANDA KUMAR PANDA,INR,"2,295,380",Finance,All Tenders are opened today,Urbashee Tandi,22-Dec-2025 01:22 PM,finance_569889.pdf,BOQ Comparative Chart,1,3313800,ANANDA KUMAR PANDA,19-Dec-2025 07:43 PM,Accepted-AOC,L1,09-Mar-2026 03:56 PM,06-Mar-2026,"INR 2,295,380",90.0,Urbashee Tandi,09-Mar-2026 03:55 PM,4204.pdf (567.00 KB),Urbashee Tandi,Internal,SriShailendraKumarPanditDivisional Accounts Officer-ISmtMeemansha SahuJunior Engineer(Estimator),Urbashee Tandi,13-Feb-2026 05:11 PM,techsummary_569889.pdf (1312.51 KB),AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3310357,ANKIT KUMAR SINGAL,19-Dec-2025 01:42 PM,Rejected-AOC,.,09-Mar-2026 03:56 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3315517,ASHOK PRADHAN,18-Dec-2025 09:03 PM,Rejected-AOC,.,09-Mar-2026 03:56 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3309076,BHAMAR JAL,18-Dec-2025 12:10 PM,Rejected-AOC,.,09-Mar-2026 03:56 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3318863,BISHNUDUTTA MISHRA,20-Dec-2025 12:28 PM,Rejected-AOC,.,09-Mar-2026 03:56 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3302991,CHINMAYA BISWAL,15-Dec-2025 12:31 PM,Rejected-AOC,.,09-Mar-2026 03:56 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3306100,CHINMAYA PRADHAN,18-Dec-2025 06:51 AM,Rejected-AOC,.,09-Mar-2026 03:56 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3310530,DEEPIKA NEPAK,20-Dec-2025 02:33 PM,Rejected-AOC,.,09-Mar-2026 03:56 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3318438,DIBYA KUMAR MAJHI,19-Dec-2025 10:20 PM,Rejected-AOC,.,09-Mar-2026 03:56 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3319292,JADUMANI MEHER,20-Dec-2025 02:22 PM,Rejected-AOC,.,09-Mar-2026 03:56 PM,,,,,,,,,,,,,AOC
