Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
S K Behera,Internal,"S K JENA, A S SWAIN, D MALIK",Subrat Kumar Jena,29-Jan-2026 08:33 PM,30-Jan-2026 12:00 PM,techsummary_570654.pdf (1893.05 KB),Odisha Tourism Devl. Corp.,2025_OTDC_122857_1,BP I/22/2025-26 dt. 27.11.2025,Repair and Renovation of Market Complex of Rajadhani Puja Samittee at Unit II Bhubaneswar,1.0,3306606.0,ANIRUDHA MOHAPATRA,INR,"6,480,057.585",1,3311574,ABHIMANYUPATI,17-Dec-2025 04:29 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,05-Mar-2026 03:53 PM,Technical,BIDDERS LIST,Subrat Kumar Jena,18-Jan-2026 03:16 PM,technical_570654.pdf,Finance,FINANCIAL PROCEEDING,Sunil Kumar Behera,05-Mar-2026 03:47 PM,finance_570654.pdf,BOQ Comparative Chart,S.K. Behera,Internal,"S.K JENA, A.S SWAIN",Sunil Kumar Behera,05-Mar-2026 03:53 PM,finsummary_570654.pdf (223.17 KB),05-Mar-2026,"INR 6,480,057.585",180.0,Sunil Kumar Behera,05-Mar-2026 05:36 PM,workorder.pdf (1159.00 KB),WORK ORDER,AOC,Odisha Tourism Devl. Corp.,BP I/22/2025-26 dt. 27.11.2025,2025_OTDC_122857_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Superintending Engineer, OTDC Ltd. BBSR","O/o The Superintending Engineer, OTDC Ltd. BBSR",1.0,ICICI BANK,"10,000","1,800",Nil,Nil,No,"76,227",Yes,fixed,,Nil,Nil,09-Dec-2025 02:30 PM,18-Dec-2025 11:30 AM,09-Dec-2025 02:30 PM,17-Dec-2025 05:00 PM,09-Dec-2025 02:30 PM ,16-Dec-2025 05:00 PM ,09-Dec-2025 02:30 PM,17-Dec-2025 05:00 PM,30-Jan-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,DTCN,Repair and Renovation of Market Complex of Rajadhani Puja Samittee at Unit II Bhubaneswar,Repair and Renovation of Market Complex of Rajadhani Puja Samittee at Unit II Bhubaneswar,As per DTCN ,NA ,"76,22,700",Civil Works - Buildings,NA ,Tender,180.0,180.0,Bhubaneswar,751009.0,NA ,NA ,NA ,"O/o The Superintending Engineer, OTDC Ltd. BBSR",No ,No,AOC
,,,,,,,,,,,,,,,,2,3306606,ANIRUDHA MOHAPATRA,16-Dec-2025 11:49 AM,Accepted-AOC,SUCCESSFUL BIDDER,05-Mar-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,3306195,KUNI ROUTRAY,16-Dec-2025 10:58 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,05-Mar-2026 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3310644,Noor_Amin_Al_azmi,17-Dec-2025 12:38 PM,Rejected-Technical,Not Fulfilled all eligibility criteria,29-Jan-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3311210,RAJESH KUMAR PARIDA,17-Dec-2025 02:28 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,05-Mar-2026 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3310773,RAMESH CHANDRA SAHOO,17-Dec-2025 12:52 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,05-Mar-2026 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,3304771,Sandip Kumar Panda,15-Dec-2025 06:04 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,05-Mar-2026 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,3299964,SS TRADERS AND CONSTRUCTION,16-Dec-2025 06:11 PM,Rejected-AOC,UNSUCCESSFUL BIDDER,05-Mar-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,3310855,SUDARSAN MOHARANA,17-Dec-2025 01:10 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,05-Mar-2026 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
