Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of 28 units of transit shed having 1 nos. bed room-cum-kitchens at village Kapilbahal (Block-B) for DFs of Lower Suktel Irrigation Project.,Construction of 28 units of transit shed having 1 nos. bed room-cum-kitchens at village Kapilbahal (Block-B) for DFs of Lower Suktel Irrigation Project.,"VALID RC, VALID GSTIN, PAN, AFFIDAVIT, TENDER COST, EMD, NO RELATION CERTIFICATE ANY OTHER DOC AS PER DTCN ",NA ,"48,69,551",Civil Works - Buildings,NA ,Rate Contract,90.0,60.0,"KUMIAPALI, BALANGIR",767002.0,"OFFICE OF SE, LSRRC AND B DIVISION, BALANGIR ","OFFICE OF SE, LSRRC AND B DIVISION, BALANGIR ",07-Feb-2026 11:00 AM ,BALANGIR,No ,No,1.0,ICICI BANK,"48,696",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,TECHNICAL COVER,SUPERINTENDING ENGINEER,"OFFICE OF SE, LSRRC AND B DIVISION, BALANGIR","6,000",0.0,Nil,Nil,No,02-Feb-2026 10:00 AM,17-Feb-2026 10:30 AM,02-Feb-2026 10:30 AM,16-Feb-2026 05:30 PM,02-Feb-2026 10:30 AM ,07-Feb-2026 05:30 PM ,02-Feb-2026 10:30 AM,16-Feb-2026 05:30 PM,"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir||EE, RR C and B Divn",LSRRC AND BD BGR 08/2025-26,2026_CEEBO_125350_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir||EE, RR C and B Divn",2026_CEEBO_125350_1,LSRRC AND BD BGR 08/2025-26,Construction of 28 units of transit shed having 1 nos. bed room-cum-kitchens at village Kapilbahal (Block-B) for DFs of Lower Suktel Irrigation Project.,"Sri Ajaya Kumar Behera, SE",Internal,"Sri Chetak Kumar Nayak, Estimator,Sri Sanjoy Saha, DAO, Smt Lakhani Lakra, AE",CHETAK KUMAR NAYAK,17-Mar-2026 12:54 PM,finsummary_578711.pdf (2859.97 KB),Finance,Tender opened on dt.17.02.2026. Total 23 nos. of bidders have been participated. Their bid documents were downloaded for further technical and financial evaluation.,CHETAK KUMAR NAYAK,17-Feb-2026 01:44 PM,,BOQ Comparative Chart,1.0,3398938.0,BISWA RANJAN PUJARI,INR,"4,864,682",17-Mar-2026,"INR 4,864,682",60.0,CHETAK KUMAR NAYAK,17-Mar-2026 04:30 PM,AOCblockB.pdf (553.00 KB),"Award of contract issued to Sri Biswaranjan Pujari, B Class Contractor.",1,3399083,ABHISEK PANIGRAHI,16-Feb-2026 03:47 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 04:31 PM,"Sri Ajaya Kumar Behera, SE",Internal,"Sri Chetak Kumar Nayak, AEE, Sri Sanjoy Saha, DAO, Smt Lakhani Lakra, AE",CHETAK KUMAR NAYAK,17-Mar-2026 11:49 AM,techsummary_578711.pdf (2859.97 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,FINANACIAL COVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3399205,ABHISHEK SAHOO,16-Feb-2026 04:10 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 04:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3397455,AKARSHAN JHA,15-Feb-2026 10:15 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 04:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3397038,AMITAV MOHANTY,15-Feb-2026 05:44 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 04:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3399500,Ankit Agrawal,16-Feb-2026 05:12 PM,Rejected-AOC,not appeared in the transparent lottery system.,17-Mar-2026 04:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3396111,ARUN KUMAR BEHERA,14-Feb-2026 07:08 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 04:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3396239,BHAGIRATHA AGRAWALA,16-Feb-2026 01:42 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 04:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3397866,BIBEKA NANDA MISHRA,16-Feb-2026 11:57 AM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 04:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3398938,BISWA RANJAN PUJARI,16-Feb-2026 03:23 PM,Accepted-AOC,won in the transparent lottery system.,17-Mar-2026 04:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3399551,BRAMHANANDA PANDIA,16-Feb-2026 05:26 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 04:31 PM,,,,,,,AOC
