S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,05-Dec-2025 01:00 PM,20-Dec-2025 11:00 AM,05-Dec-2025 01:00 PM,19-Dec-2025 05:00 PM,NA ,NA ,05-Dec-2025 01:00 PM,19-Dec-2025 05:00 PM,08-Jan-2026 11:00 AM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||NIMAPADA Block,PSN-1/2025-26,2025_ZPNIM_122587_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,BDO NIMAPADA,PANCHAYAT SAMITI NIMAPADA,"69,184",Yes,percentage,1.0%,Nil,Nil,CONSTRUCTION OF KALYAN MANDAP CUM_MULTI_ PURPOSE HALL AT MOUZA _TORABANGA OF BADASIRIBILA GP OVER KHATA NO_155 PLOT NO _255 NIMAPADA DIST_ PURI ODISHA,CONSTRUCTION OF KALYAN MANDAP CUM_MULTI_ PURPOSE HALL AT MOUZA _TORABANGA OF BADASIRIBILA GP OVER KHATA NO_155 PLOT NO _255 NIMAPADA DIST_ PURI ODISHA,PLEASE REFER DTCN ,NA ,"69,18,388",Civil Works - Buildings,NA ,Tender,180.0,180.0,PANCHAYAT SAMITI NIMAPADA,752106.0,NA ,NA ,NA ,PANCHAYAT SAMITI NIMAPADA,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, PAN, GST, Registration Certificate, Experience Certificate etc","10,000",Nil,Nil,No,AOC,11-Mar-2026,"INR 6,918,388.57",180.0,ABHIJEET SARANGI,13-Mar-2026 07:17 AM,2.pdf (1469.00 KB),B,1,3313859,ABHIJIT SWAIN,18-Dec-2025 08:12 PM,Rejected-AOC,Rijected,13-Mar-2026 07:18 AM,BDO,Internal,Block_Development_Officer_Nimapada_Chairman_Block_Finance_Officer_Member_Convener_Assistant_Executive_Engineer_Member_SO_CUM_Accountant_Member_Computer_Programmer_Member_Junior_Engineer_Member_Junior_,ABHIJEET SARANGI,07-Jan-2026 10:46 PM,08-Jan-2026 11:00 AM,techsummary_569493.pdf (1179.96 KB),Finance,Tender Admitted,ABHIJEET SARANGI,08-Jan-2026 11:14 PM,finance_569493.pdf,BOQ Comparative Chart,Technical,Tender_Admitted,ABHIJEET SARANGI,20-Dec-2025 11:38 PM,technical_569493.pdf,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||NIMAPADA Block,2025_ZPNIM_122587_2,PSN-1/2025-26,CONSTRUCTION OF KALYAN MANDAP CUM_MULTI_ PURPOSE HALL AT MOUZA _TORABANGA OF BADASIRIBILA GP OVER KHATA NO_155 PLOT NO _255 NIMAPADA DIST_ PURI ODISHA,BDO,Internal,ADDL_BDO_AEE_NIMAPADA1_AEE_NIMAPADA2_BFO_SRA_AE_SKD_CP,ABHIJEET SARANGI,08-Mar-2026 06:51 PM,finsummary_569493.pdf (936.71 KB),1.0,3316776.0,Chinmaya Khuntia,INR,"6,918,388.57",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Notic,,,,,AOC,,,,,,,,2,3316772,Amiya Ranjan Barik,19-Dec-2025 02:44 PM,Rejected-AOC,Rijected,13-Mar-2026 07:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,AOC,,,,,,,,3,3317407,BHAJAMAN SAHOO,19-Dec-2025 03:21 PM,Rejected-AOC,Rijected,13-Mar-2026 07:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,4,3317827,CHANDRAKANTA BARAL,19-Dec-2025 04:57 PM,Rejected-AOC,Rijected,13-Mar-2026 07:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3316776,Chinmaya Khuntia,19-Dec-2025 01:02 PM,Accepted-AOC,Finalized as L1 through transparent Lottery system,13-Mar-2026 07:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3317554,DIPTIREKHA BEHERA,19-Dec-2025 04:19 PM,Rejected-AOC,Rijected,13-Mar-2026 07:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3317219,JITENDRA PRASAD BEHERA,19-Dec-2025 02:42 PM,Rejected-AOC,Rijected,13-Mar-2026 07:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3314631,LAXMIDHAR SETHY,18-Dec-2025 04:25 PM,Rejected-AOC,Rijected,13-Mar-2026 07:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3317453,RAMA CHANDRA NAYAK,19-Dec-2025 04:34 PM,Rejected-AOC,Rijected,13-Mar-2026 07:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3315311,SANJEEV KUMAR NAYAK,19-Dec-2025 03:49 PM,Rejected-AOC,Rijected,13-Mar-2026 07:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3315625,SUBASH CHANDRA SAHOO,19-Dec-2025 11:46 AM,Rejected-AOC,Rijected,13-Mar-2026 07:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
