S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3412938.0,TEXTEL TECHNOLOGIES PRIVATE LIMITED,INR,"545,100.87",Finance,Bid Opening Summary,Sukanta Gardia,07-Mar-2026 05:25 PM,finance_581888.pdf,BOQ Comparative Chart,"Er.SasankaSekharSukla,SE",Internal,"DilipkumarShawDAO,Er.SukantaGardia,EE,Estimator,Er.PuspanjaliNag,JuniorEngineer,Estimatori",Sukanta Gardia,07-Mar-2026 05:42 PM,finsummary_581888.pdf (240.41 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVISION-KHARIAR,2026_EICCL_126270_8,SERNBKHR - 21 /2025-26,Provision of Aerosel base fire Extinguisher in the panels and DB of CHC Komna in the district of Nuapada.,"Er.SasankaSekharSukla,SE",Internal,"DilipkumarShawDAO,Er.SukantaGardia,EE,Estimator,Er.PuspanjaliNag,JuniorEngineer,Estimatori",Sukanta Gardia,07-Mar-2026 05:30 PM,techsummary_581888.pdf (197.79 KB),20-Mar-2026,"INR 545,100.87",30.0,Sasanka Sekhar Sukla,30-Mar-2026 07:12 PM,Aoc21_8.pdf (310.00 KB),AWARD OF CONTRACT,1,3414082,M/S FIRESTOP SALES AND SERVICES,27-Feb-2026 03:52 PM,Rejected-Finance,Being quoted 27 point 00 percent Less,07-Mar-2026 05:42 PM,AOC,1.0,ICICI BANK,"SE,Khariar RandB Division,Khariar","O/O SE,Khariar RandB Division,Khariar",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost,RC,PAN,VAT,GSTIN,EMD,Affidavit,Undertaking and any other document as per DTCN.",19-Feb-2026 10:00 AM,02-Mar-2026 11:00 AM,19-Feb-2026 10:00 AM,27-Feb-2026 05:00 PM,19-Feb-2026 10:00 AM ,27-Feb-2026 05:00 PM ,19-Feb-2026 10:00 AM,27-Feb-2026 05:00 PM,"4,000",0.0,Nil,Nil,No,Provision of Aerosel base fire Extinguisher in the panels and DB of CHC Komna in the district of Nuapada.,Provision of Aerosel base fire Extinguisher in the panels and DB of CHC Komna in the district of Nuapada.,Please refer Tender documents. ,NA ,"8,08,755",Electrical Works,Provision of Aerosel base fire Extinguisher ,Tender,90.0,30.0,Komna,766106.0,NA ,NA ,NA ,"O/O SE,Khariar RandB Division,Khariar",No ,No,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVISION-KHARIAR,SERNBKHR - 21 /2025-26,2026_EICCL_126270_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"8,500",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3413888,M/S SB INFRA PROPRIETOR BHABENDRA BAGARTY,27-Feb-2026 02:10 PM,Rejected-Finance,Being quoted 5 point 00 percent Excess,07-Mar-2026 05:42 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3413572,PRABIN KUMAR AGRAWAL,27-Feb-2026 12:25 PM,Rejected-Finance,Being quoted 0 point 10 percent Less,07-Mar-2026 05:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3413774,RAJIB KUMAR HOTA,27-Feb-2026 11:58 AM,Rejected-Finance,Being quoted 0 point 10 percent Less,07-Mar-2026 05:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3412938,TEXTEL TECHNOLOGIES PRIVATE LIMITED,27-Feb-2026 01:10 PM,Accepted-AOC,Awarded the work being quoted 32point60 percent less the lowest L1 bidder.,30-Mar-2026 07:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3411660,VACRON TECHNOLOGY PRIVATE LIMITED,25-Feb-2026 06:09 PM,Rejected-Finance,Being quoted 29 point 00 percent Less,07-Mar-2026 05:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
