S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1,3205203,BISWANATH KHUNTIA,10-Nov-2025 11:41 AM,Rejected-Technical,not selected through lottery,06-Dec-2025 11:42 AM,1.0,3207086.0,PADMALOCHAN PRADHAN,INR,"2,121,005","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2025_CELBB_120253_24,SEPRD-14/2025-26,Construction of guard wall on Tadhana Minor from RD 2.750 Km. to 2.950 Km.,23-Mar-2026,"INR 2,121,005",120.0,Raghunath Swain,23-Mar-2026 05:36 PM,24.PDF (139.00 KB),Finance,OPNED,Swosti Elora Pattnaik,14-Nov-2025 11:53 AM,,BOQ Comparative Chart,"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,06-Dec-2025 11:46 AM,finsummary_559604.pdf (125.02 KB),"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,06-Dec-2025 11:42 AM,techsummary_559604.pdf (125.02 KB),AOC,1.0,ICICI BANK,Construction of guard wall on Tadhana Minor from RD 2.750 Km. to 2.950 Km.,CANAL WORK,Please refer Tender documents. ,NA ,"24,95,007",Civil Works - Canal,NA ,Tender,90.0,NA ,N,754004.0,NA ,NA ,NA ,SE PRACHI DIVISION,No ,No,01-Nov-2025 10:00 AM,12-Nov-2025 10:30 AM,01-Nov-2025 10:00 AM,11-Nov-2025 05:30 PM,NA ,NA ,01-Nov-2025 10:00 AM,11-Nov-2025 05:30 PM,"6,000",0.0,Nil,Nil,No,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",SEPRD-14/2025-26,2025_CELBB_120253_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"25,000",Yes,fixed,,Nil,Nil,Superintending Engineer prachi division,office of the superintending Engineer prachi divn BBSR,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC
2,3184606,BISWANATH TRIPATHY,05-Nov-2025 03:34 PM,Rejected-Technical,not selected through lottery,06-Dec-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
3,3183435,GITANJALI PADHIARY,05-Nov-2025 08:04 PM,Rejected-Technical,not selected through lottery,06-Dec-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3195580,Gyanendra Dhar,07-Nov-2025 09:32 PM,Rejected-Technical,not selected through lottery,06-Dec-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3210520,HEMANTA DALEI,11-Nov-2025 11:13 AM,Rejected-Technical,not selected through lottery,06-Dec-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3183832,KARUNAKAR BEHERA,05-Nov-2025 07:26 PM,Rejected-Technical,not selected through lottery,06-Dec-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3213905,MANMATH PANDA,11-Nov-2025 04:16 PM,Rejected-Technical,not selected through lottery,06-Dec-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3211284,NIHAR RANJAN SAHOO,11-Nov-2025 10:44 AM,Rejected-Technical,not selected through lottery,06-Dec-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3180789,NIRUPAMA SWAIN,11-Nov-2025 03:11 PM,Rejected-Technical,not selected through lottery,06-Dec-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3207086,PADMALOCHAN PRADHAN,10-Nov-2025 04:16 PM,Accepted-AOC,Selected through Lottery,23-Mar-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
