Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,"14,62,000",Yes,fixed,,Nil,Nil,"Chief Engineer (Buildings-I), Odisha, Bhubaneswar.","O/o. the E.I.C. (Civil), Odisha, Unit-V, Nirman Soudha, Bhubaneswar.",1.0,ICICI BANK,EIC-CIVIL,C.E. (B) - 12 / 2025-26,2025_EICCL_114705_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost and EMD Online, PAN, GSTIN, Affidavit, Regd. Certificate and other Documents as per DTCN.",23-Jun-2025 10:00 AM,07-Jul-2025 11:30 AM,23-Jun-2025 10:00 AM,05-Jul-2025 05:00 PM,NA ,NA ,23-Jun-2025 10:00 AM,05-Jul-2025 05:00 PM,06-Sep-2025 11:30 AM,Construction of 30 Bedded Community Health Centre Building at Narla in the district of Kalahandi.,Construction of 30 Bedded Community Health Centre Building at Narla in the district of Kalahandi.,Please refer Tender documents. ,NA ,"14,61,92,062",Civil Works - Buildings,NA ,Tender,90.0,547.0,KALAHANDI DIST.,766100.0,NA ,NA ,NA ,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar.",No ,No,AOC,24-Mar-2026,"INR 124,277,872",547.0,Priyabrata Samantara,24-Mar-2026 01:00 PM,AOC_Narla.pdf (282.00 KB),AOC,1,2989047,BIJAY KUMAR AGRAWAL,04-Jul-2025 09:04 PM,Rejected-Finance,L1,20-Nov-2025 01:44 PM,"Er Satyabrata Behera EIC (Civil-cum-Roads), Odisha",Internal,Er Managobinda Biswal CE Buildings II Odisha Er Jamuna Behera Addl CE Buildings II Odisha Smt Poonam Singh Financial Advisor,Priyabrata Samantara,02-Sep-2025 06:21 PM,06-Sep-2025 11:30 AM,techsummary_543855.pdf (314.16 KB),Finance,Opening,Priyabrata Samantara,06-Sep-2025 12:25 PM,,BOQ Comparative Chart,Technical,5 Nos. Bidders Received,Priyabrata Samantara,07-Jul-2025 12:45 PM,,EIC-CIVIL,2025_EICCL_114705_4,C.E. (B) - 12 / 2025-26,Construction of 30 Bedded Community Health Centre Building at Narla in the district of Kalahandi.,Principal Secretary to Govt. Works Dept Odisha,Internal,EIC Civil cum Roads Odisha CE Buildings II Odisha FA cum Special Secy to Govt Works Dept Odisha,Ashok Kumar Lenka,20-Nov-2025 01:44 PM,finsummary_543855.pdf (400.50 KB),1.0,2989992.0,M/S BRILLIANT DEVELOPERS,INR,"124,277,872",AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2986852,JAI BAJRANGBALI INFRA,05-Jul-2025 04:52 PM,Rejected-Finance,L2,20-Nov-2025 01:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2978881,MDSG CONSTRUCTION PRIVATE LIMITED,02-Jul-2025 11:17 PM,Rejected-Finance,L3,20-Nov-2025 01:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2989992,M/S BRILLIANT DEVELOPERS,05-Jul-2025 03:43 PM,Accepted-AOC,L1 (Selected through Transparent Lottery),24-Mar-2026 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2984654,MS JAYARAM PRADHAN,05-Jul-2025 01:49 PM,Rejected-Technical,Disqualified,02-Sep-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
