Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
15-Dec-2025 10:00 AM,02-Jan-2026 11:00 AM,15-Dec-2025 10:00 AM,01-Jan-2026 05:30 PM,15-Dec-2025 10:00 AM ,22-Dec-2025 05:30 PM ,15-Dec-2025 10:00 AM,01-Jan-2026 05:30 PM,10-Feb-2026 11:00 AM,"2,45,000",Yes,fixed,,Nil,Nil,Construction of field channel work in G N Prasad Minor and Palasapithia Minor under Rengali Left Bank Canal System in Irrigation Block B,Construction of field channel work in G N Prasad Minor and Palasapithia Minor under Rengali Left Bank Canal System in Irrigation Block B,Please refer Tender documents. ,NA ,"2,44,92,909",Civil Works - Canal,NA ,Tender,120.0,365.0,SUKINDA,755018.0,NA ,NA ,NA ,"ACE,JICA PROJECT CIRCLE, SUKINDA",No ,No,1.0,ICICI BANK,"10,000",Nil,Nil,No,CE JICA Project BLB Sukinda,ACE JPC-01/2025-26,2025_JICA_123025_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, PAN, GSTIN, Contractor Regd. certificate, NRC and Affidavit","ACE,JICA PROJECT CIRCLE, SUKINDA","ACE,JICA PROJECT CIRCLE, SUKINDA",AOC,Er. Subhash Chandra Seth,Internal,"Er.Samar Mahapatra (EE),Er.Susanata Kumar Singh (AEE),Er.Bhagyashree Murmu(JE)",Susanta Kumar Singh,05-Feb-2026 12:49 PM,10-Feb-2026 11:00 AM,techsummary_571350.pdf (2779.71 KB),CE JICA Project BLB Sukinda,2025_JICA_123025_3,ACE JPC-01/2025-26,Construction of field channel work in G N Prasad Minor and Palasapithia Minor under Rengali Left Bank Canal System in Irrigation Block B,1.0,3340905.0,Sai Shakti Mohanty,INR,"20,821,422.31",Technical,90 nos of bidders are admitted,Sanjaya Kumar Marandi,02-Jan-2026 06:47 PM,technical_571350.pdf,1,3341463,ABHAYA ROUT,31-Dec-2025 06:16 PM,Rejected-AOC,Un Successful in lottery,23-Mar-2026 04:13 PM,Finance,90 nos of bidders are admitted.,Sanjaya Kumar Marandi,10-Feb-2026 06:04 PM,finance_571350.pdf,BOQ Comparative Chart,Er. Subhash Chandra Seth,Internal,"Er. Bhagashree Murmu(J.E), Er. Susanta Kumar Singh(AEE),Er.Samar Mahapatra(E.E)",Susanta Kumar Singh,10-Feb-2026 07:42 PM,finsummary_571350.pdf (3663.70 KB),20-Mar-2026,"INR 20,821,422.31",365.0,Susanta Kumar Singh,23-Mar-2026 04:12 PM,PalashaPithia.pdf (668.00 KB),Awarded to Sri Sai Shakti Mohanty,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3341907,Akash Kumar Nath,01-Jan-2026 04:25 PM,Rejected-AOC,Un Successful in lottery,23-Mar-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantites,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3328437,AMIT KUMAR MAHAPATRA,26-Dec-2025 08:35 PM,Rejected-AOC,Un Successful in lottery,23-Mar-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3341338,Arpita Das,31-Dec-2025 03:16 PM,Rejected-AOC,Un Successful in lottery,23-Mar-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3341793,BHAGIRATHI KHUNTIA,01-Jan-2026 01:54 PM,Rejected-AOC,Un Successful in lottery,23-Mar-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3341549,BHARAT BHUSAN JENA,31-Dec-2025 09:18 PM,Rejected-AOC,Un Successful in lottery,23-Mar-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3341676,BIJAY KUMAR MOHANTY,01-Jan-2026 12:07 PM,Rejected-AOC,Un Successful in lottery,23-Mar-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3341858,BIKRANTA KUMAR BISWAL,01-Jan-2026 03:19 PM,Rejected-AOC,Un Successful in lottery,23-Mar-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3328665,BISWAJIT SAMAL,25-Dec-2025 11:06 PM,Rejected-AOC,Un Successful in lottery,23-Mar-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3341636,BISWANATH SAHOO,01-Jan-2026 11:21 AM,Rejected-AOC,Un Successful in lottery,23-Mar-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
