S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3356230.0,M/s SHREE INFRA AND CO,INR,"21,482,178.53","Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur , Estimator R.W. Circle, Sunabeda and P.A. to CCE",Rinku Nahak,23-Mar-2026 12:49 PM,finsummary_574984.pdf (344.91 KB),CE RW I||RWCIRCLE-SUNABEDA,2026_CERWI_124341_7,CCERWCSBD Online - 25/2025-26,Improvement to Ghodakhunta-Kurupa Part-B 0.00 to 2.00 Km Road in the District of Nabarangpur under MMSY-Improvement of Existing RD Road for the year 2024-25,Technical,bidders name,Banjuram Hembram,21-Jan-2026 02:14 PM,technical_574984.pdf,Finance,CS,Rinku Nahak,23-Mar-2026 12:43 PM,finance_574984.pdf,BOQ Comparative Chart,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur , Estimator R.W. Circle, Sunabeda and P.A. to CCE",Rinku Nahak,17-Feb-2026 03:06 PM,20-Feb-2026 11:00 AM,techsummary_574984.pdf (683.36 KB),23-Mar-2026,"INR 21,482,178.53",120.0,Rinku Nahak,23-Mar-2026 01:05 PM,AOCKURUPA.pdf (588.00 KB),"Award of contract to Ms Shree Infra and Co. Prop. Smt Demanti Agrawal, A Class Contractor",1,3353742,ALOK KUMAR BISOYI,15-Jan-2026 11:04 AM,Rejected-AOC,REJECT,23-Mar-2026 01:05 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online - 25/2025-26,2026_CERWI_124341_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Chief Construction Engineer,"Rural Works Circle, Sunabeda, At-Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",1.0,ICICI BANK,Improvement to Ghodakhunta-Kurupa Part-B 0.00 to 2.00 Km Road in the District of Nabarangpur under MMSY-Improvement of Existing RD Road for the year 2024-25,Improvement to Ghodakhunta-Kurupa Part-B 0.00 to 2.00 Km Road in the District of Nabarangpur under MMSY-Improvement of Existing RD Road for the year 2024-25,NA ,NA ,"2,52,70,000",Civil Works - Roads,NA ,Tender,90.0,120.0,NABARANGPUR,764059.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,"2,53,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,08-Jan-2026 04:00 PM,16-Jan-2026 11:00 AM,08-Jan-2026 04:00 PM,15-Jan-2026 05:00 PM,08-Jan-2026 04:00 PM ,13-Jan-2026 02:00 PM ,08-Jan-2026 04:00 PM,15-Jan-2026 05:00 PM,20-Feb-2026 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3355629,Khaga Bhatara,15-Jan-2026 02:03 PM,Rejected-AOC,REJECT,23-Mar-2026 01:05 PM,AOC,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3355003,MS ADYA CONSTRUCTION,15-Jan-2026 11:36 AM,Rejected-AOC,REJECT,23-Mar-2026 01:05 PM,AOC,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3356230,M/s SHREE INFRA AND CO,15-Jan-2026 04:44 PM,Accepted-AOC,"Award of contract to M/s Shree Infra and Co. Prop. Smt Demanti Agrawal, A Class Contractor.",23-Mar-2026 01:05 PM,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3355026,PRABHAT KUMAR BISOYI,15-Jan-2026 11:55 AM,Rejected-AOC,REJECT,23-Mar-2026 01:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3355498,Sandeep Bisoi,15-Jan-2026 01:24 PM,Rejected-AOC,REJECT,23-Mar-2026 01:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3355936,SUBARAO SENAPATI,15-Jan-2026 03:36 PM,Rejected-AOC,REJECT,23-Mar-2026 01:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3354282,SUBHRANSHU NAYAK,15-Jan-2026 02:10 PM,Rejected-AOC,REJECT,23-Mar-2026 01:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
