Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
Finance,5 Nos. of bidders have participated.,Santosh Kumar Behera,26-Nov-2025 04:14 PM,,BOQ Comparative Chart,1.0,3242811.0,MADHU SUDAN KUMBHAR,INR,"1,142,362.39",Municipal Bodies||Balangir Municipality,2025_ORULB_120809_4,BLGR MPTY/09(01-114)/2025-26,"Construction of drain with cover slab from Nabu Pruseth res to Karunakara Sadangi res ,Talpalipada,Ward No.4","SMT. LIKA SAHU,CHAIRPERSON,BALANGIR MUNICIPALITY",Internal,"Chairperson , Executive Officer, Municipal Engineer,Junior Engineer, Balangir Municipality",Santosh Kumar Behera,04-Feb-2026 08:09 AM,finsummary_562441.pdf (194.43 KB),"SMT. LIKA SAHU,CHAIRPERSON,BALANGIR MUNICIPALITY",Internal,"Chairperson , Executive Officer, Municipal Engineer,Junior Engineer, Balangir Municipality",Santosh Kumar Behera,02-Feb-2026 07:40 AM,techsummary_562441.pdf (636.23 KB),1,3243054,MADHABA KUMAR SETHI,20-Nov-2025 10:33 PM,Rejected-Finance,other then L1 percentage rate Bidder,04-Feb-2026 08:09 AM,02-Mar-2026,"INR 1,142,362.39",90.0,Santosh Kumar Behera,10-Mar-2026 01:42 PM,WO092025264.pdf (148.00 KB),"The work is awarded to Sri Madhusudan Kumbhar, C Class Contractor.",AOC,"12,692",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",07-Nov-2025 11:00 AM,24-Nov-2025 11:00 AM,07-Nov-2025 11:00 AM,21-Nov-2025 05:00 PM,NA ,NA ,07-Nov-2025 11:00 AM,21-Nov-2025 05:00 PM,"Construction of drain with cover slab from Nabu Pruseth res to Karunakara Sadangi res ,Talpalipada,Ward No.4",Drain Work,Please refer tender documents ,NA ,"12,69,151",Civil Works - Others,NA ,Tender,180.0,90.0,Balangir,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",Municipal Bodies||Balangir Municipality,BLGR MPTY/09(01-114)/2025-26,2025_ORULB_120809_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3242811,MADHU SUDAN KUMBHAR,20-Nov-2025 08:18 PM,Accepted-AOC,L1,10-Mar-2026 01:42 PM,,,,,,,,AOC,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3239494,RAGHUMMANI KUMBHAR,20-Nov-2025 12:29 PM,Rejected-Finance,other then L1 percentage rate Bidder,04-Feb-2026 08:09 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3242965,SARJAN KUMAR ACHARYA,20-Nov-2025 10:35 PM,Rejected-Finance,other then L1 percentage rate Bidder,04-Feb-2026 08:09 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3243912,SURESH HARIPAL,21-Nov-2025 12:52 PM,Rejected-Finance,other then L1 percentage rate Bidder,04-Feb-2026 08:09 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
