Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Stage
Er. Soumya Ranjan Dwibedi,Internal,Sri Abadhuta Prasad Das Smt Smita Pal,Soumya Ranjan Dwibedi,09-Jan-2026 09:09 PM,techsummary_572223.pdf (476.99 KB),1,3324421,BALBIR SINGH GOG,23-Dec-2025 01:38 PM,Rejected-AOC,Rejected,16-Mar-2026 12:12 PM,16-Mar-2026,"INR 774,135",30.0,Soumya Ranjan Dwibedi,16-Mar-2026 12:12 PM,AoC.pdf (1629.00 KB),"The bidder won the transparency lottery which was conducted on dt. 13.01.2026, so that the work has been awarded to him",Finance,Total 10 Nos bidder are participated in the online tender,Soumya Ranjan Dwibedi,26-Dec-2025 12:39 PM,,BOQ Comparative Chart,1.0,3321749.0,SAI ENGINEERING,INR,"774,135",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,2025_EICCL_123449_1,TCN No 46 OF 2025-26,"S/F of Different light fittings and other electrical items to MPH Nimapada, Puri",Er. Soumya Ranjan Dwibedi,Internal,Sri Abadhuta Prasad Das Smt Smita Pal,Soumya Ranjan Dwibedi,16-Mar-2026 12:02 PM,finsummary_572223.pdf (729.19 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,EMD,COST OF TENDER PAPER,AFFIDAVIT,ALL SCHEDULE AS PER APPROVED DTCN",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,TCN No 46 OF 2025-26,2025_EICCL_123449_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,18-Dec-2025 02:00 PM,26-Dec-2025 11:00 AM,18-Dec-2025 02:00 PM,24-Dec-2025 05:00 PM,NA ,NA ,18-Dec-2025 02:00 PM,24-Dec-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,"S/F of Different light fittings and other electrical items to MPH Nimapada, Puri","S/F of Different light fittings and other electrical items to MPH Nimapada, Puri",Please refer Tender documents. ,NA ,"9,10,640",Electrical Works,NA ,Tender,90.0,30.0,Puri,752001.0,NA ,NA ,NA ,O/o the S E R and B Division Puri,No ,No,"9,106",Yes,percentage,1.0%,Nil,Nil,Er.Soumya Ranjan Dwibedi,O/o the S E R and B Division Puri,1.0,ICICI BANK,AOC
,,,,,,2,3325002,ECO ELECTRIC POWER SOLUTIONS,23-Dec-2025 05:50 PM,Rejected-AOC,Rejected,16-Mar-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3324254,JAGANNATH ENTERPRISES,24-Dec-2025 11:06 AM,Rejected-AOC,Rejected,16-Mar-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3325306,JBS ENTERPRISES,24-Dec-2025 10:56 AM,Rejected-AOC,Rejected,16-Mar-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3325287,M/S GANGA ELECTRIC,24-Dec-2025 10:40 AM,Rejected-AOC,Rejected,16-Mar-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3325980,M/s. Mahaveer Enterprises,24-Dec-2025 01:50 PM,Rejected-AOC,Rejected,16-Mar-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3324272,M/s.TULSHI ENTERPRISES,24-Dec-2025 10:21 AM,Rejected-AOC,Rejected,16-Mar-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3326284,POWERPOINT SOLUTIONS,24-Dec-2025 03:52 PM,Rejected-AOC,Rejected,16-Mar-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3325596,R.S. ENTERPRISE,24-Dec-2025 12:15 PM,Rejected-AOC,Rejected,16-Mar-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3321749,SAI ENGINEERING,24-Dec-2025 02:02 PM,Accepted-AOC,"The bidder won the transparency lottery which was conducted on dt. 13.01.2026, so that the work has been awarded to him",16-Mar-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
