Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Addl. Chief Engineer, P.H. Circle, Cuttack","o/o Addl. Chief Engineer, P.H. Circle, Cuttack",PHEO||SEPH-CIRCLE-CUTTACK,ACEPHCTC-05/2025-26 Dtd.10.11.2025,2025_PHEO_121583_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,26,000",Yes,fixed,,Nil,Nil,19-Nov-2025 01:30 PM,06-Dec-2025 12:30 PM,19-Nov-2025 01:30 PM,05-Dec-2025 05:30 PM,19-Nov-2025 01:30 PM ,26-Nov-2025 05:30 PM ,19-Nov-2025 01:30 PM,05-Dec-2025 05:30 PM,02-Jan-2026 12:30 PM,1.0,Fee/PreQual/Technical,.pdf,"Regd. certificate, PAN, GST, Affidavits and other documents as per DTCN.","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Construction of 3.00 lakh ltr capacity ESR at Thana Chowk at Angul under State Plan 2025-26,Construction of 3.00 lakh ltr capacity ESR at Thana Chowk at Angul under State Plan 2025-26,Please refer Tender documents. ,NA ,"1,25,76,000",Civil Works - Water Works,NA ,Tender,120.0,330.0,Angul,753004.0,NA ,NA ,NA ,"o/o Addl. Chief Engineer, P.H. Circle, Cuttack",No ,No,AOC,PHEO||SEPH-CIRCLE-CUTTACK,2025_PHEO_121583_1,ACEPHCTC-05/2025-26 Dtd.10.11.2025,Construction of 3.00 lakh ltr capacity ESR at Thana Chowk at Angul under State Plan 2025-26,1.0,3279972.0,BISWAJIT BISWAL,INR,"10,691,247","Additional Chief Engineer, P.H. Circle, Cuttack",Internal,,Kabita Pradhan,31-Dec-2025 12:37 PM,02-Jan-2026 12:30 PM,techsummary_565581.pdf (1332.97 KB),11-Mar-2026,"INR 10,691,247",330.0,Manoranjan Jena,11-Mar-2026 12:39 PM,2720.pdf (714.00 KB),"Additional Chief Engineer, P.H. Circle, Cuttack",Internal,,Manoranjan Jena,11-Mar-2026 12:32 PM,finsummary_565581.pdf (925.99 KB),Technical,Opened.,Kabita Pradhan,06-Dec-2025 03:10 PM,technical_565581.pdf,1,3282061,ADITYA ENGINEERING SERVICES,05-Dec-2025 05:25 PM,Rejected-AOC,L1,11-Mar-2026 12:39 PM,Finance,Opening,Kabita Pradhan,02-Jan-2026 03:43 PM,finance_565581.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3282261,ALOK RANJAN PARIDA,05-Dec-2025 03:35 PM,Rejected-AOC,L1,11-Mar-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3281260,Ashish Kumar Behera,05-Dec-2025 12:38 PM,Rejected-AOC,L4,11-Mar-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3279972,BISWAJIT BISWAL,04-Dec-2025 07:49 PM,Accepted-AOC,L1. Awarded through Transparent Lottery System.,11-Mar-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3273198,DILLIP KUMAR BEHERA,02-Dec-2025 10:33 PM,Rejected-AOC,L2,11-Mar-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3277224,KUSHALA SAHU,04-Dec-2025 02:26 PM,Rejected-AOC,L3,11-Mar-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3268836,M/s Bikash Kumar Nayak,05-Dec-2025 10:02 AM,Rejected-AOC,L1,11-Mar-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3274710,M/S GAURAV INFRA,03-Dec-2025 01:46 PM,Rejected-AOC,L1,11-Mar-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3279945,Nilamani Satpathy,04-Dec-2025 07:37 PM,Rejected-AOC,L1,11-Mar-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3282625,RAMAKANTA PANDA,05-Dec-2025 04:54 PM,Rejected-AOC,L2,11-Mar-2026 12:39 PM,,,,,,,AOC
