Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Installatin, Electrification, Energisation and Commissioning of Borewells in NABARANGPUR District Pkg-01 BID ID-14","Installatin, Electrification, Energisation and Commissioning of Borewells in NABARANGPUR District Pkg-01 BID ID-14",Please refer Tender Document DTCN ,NA ,"16,05,05,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,730.0,180.0,NABARANGPUR,764059.0,NA ,NA ,NA ,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,No ,No,MD OLIC,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,Orissa Lift Irrigation Corporation,776 DT-22.01.2025,2025_OLIC_109795_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,Yes,28-Jan-2025 10:00 AM,25-Feb-2025 11:00 AM,28-Jan-2025 10:00 AM,24-Feb-2025 05:00 PM,28-Jan-2025 10:00 AM ,11-Feb-2025 05:00 PM ,28-Jan-2025 10:00 AM,24-Feb-2025 05:00 PM,07-Jul-2025 11:00 AM,"16,05,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN",1,ICICI BANK,AOC,15-Oct-2025,"INR 158,739,447.95",180.0,Sudarsan Sadangi,31-Mar-2026 02:53 PM,OrderNabarangpur01.pdf (2858.00 KB),ORDER,MD OLIC LTD,Internal,"FA-CUM-CAO DOWR, FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, REP. OF DIRECTOR GWD, EE (MP) OLIC",Sudarsan Sadangi,15-Oct-2025 01:17 PM,finsummary_527157.pdf (17372.14 KB),Technical,Two nos of bidders have participated,Sudarsan Sadangi,25-Feb-2025 03:06 PM,,1,2830849,JAGDAMBA BOREWELL,22-Feb-2025 09:24 PM,Accepted-AOC,L-1 Bidder,31-Mar-2026 02:53 PM,Finance,Two nos of bidders have participated,Sudarsan Sadangi,07-Jul-2025 03:04 PM,,BOQ Comparative Chart,Orissa Lift Irrigation Corporation,2025_OLIC_109795_4,776 DT-22.01.2025,"Installatin, Electrification, Energisation and Commissioning of Borewells in NABARANGPUR District Pkg-01 BID ID-14",1.0,2830849.0,JAGDAMBA BOREWELL,INR,"158,739,447.95",CE MECH DOWR,External,"FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, ADDL. DIRECTOR GWD, EE (ELECT.) OLIC, EE (MP) OLIC",Sudarsan Sadangi,02-Jul-2025 01:24 PM,07-Jul-2025 11:00 AM,techsummary_527157.pdf (12490.21 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,2832512,R S Infrastructure,24-Feb-2025 04:52 PM,Rejected-Finance,Rejected by Tender Committee,15-Oct-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
