EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"83,750",No,percentage,1.0%,Nil,Nil,EIC-CIVIL||SE R and B Electrical,Bid Identification No.S.E.E.C (RandB) 10/2025-26,2025_EICCL_117105_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,20-Aug-2025 05:00 PM,04-Sep-2025 11:30 AM,20-Aug-2025 05:00 PM,03-Sep-2025 05:00 PM,20-Aug-2025 05:00 PM ,27-Aug-2025 05:00 PM ,20-Aug-2025 05:00 PM,03-Sep-2025 05:00 PM,08-Oct-2025 05:00 PM,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, GSTIN, PAN, EMD, Electrical License, Affidavit and other tender documents as per DTCN.",Supply and Installation of AIO LED Solar Street Light at Railway Over Bridge in lieu of L.C. No.CP-2 on Puruna Jagannath Sadak (Nayabazar to Madhupatana IE Road) in the District of Cuttack.,Supply and Installation of AIO LED Solar Street Light at Railway Over Bridge in lieu of L.C. No.CP-2 on Puruna Jagannath Sadak (Nayabazar to Madhupatana IE Road) in the District of Cuttack.,Please refer Tender documents. ,NA ,"83,74,960",Electrical Works,NA ,Tender,90.0,180.0,Cuttack,753010.0,NA ,NA ,NA ,S.E. Electrical Circle (RandB) Bhubaneswar,No ,No,S.E. Electrical Circle (RandB) Bhubaneswar,"S.E. Electrical Circle (RandB) Bhubaneswar, Nirman Soudha, Unit-V, 751001.",AOC,1,3062687,AADYA URJA SOLUTIONS PRIVATE LIMITED,03-Sep-2025 04:58 PM,Rejected-AOC,OK,23-Mar-2026 04:57 PM,23-Mar-2026,"INR 7,119,554",180.0,Nihar Chandra Naik,23-Mar-2026 04:57 PM,Sadak.pdf (1344.00 KB),AOC,Finance,Opened,Nihar Chandra Naik,08-Oct-2025 05:20 PM,,BOQ Comparative Chart,"S.E. Electrical Circle (RandB) Odisha, BBSR",Internal,"SE Cuttack (RandB) Division No.II, DAO Cuttack (RandB) Division No.II, EE Cuttack GE Sub-Division No.i, PA to SEEC (RandB) Odisha, BBSR, AEE SEEC (RandB) Odisha, BBSR",Nihar Chandra Naik,03-Oct-2025 01:58 PM,08-Oct-2025 05:00 PM,techsummary_550010.pdf (1446.68 KB),"S.E. Electrical Circle (RandB) Odisha, BBSR",Internal,"SE, Cuttack (RandB) Division No.II, DAO, Cuttack (RandB) Division No.II, EE GE Sub-Division No.i, Cuttack, PA to SEEC (RandB) Odisha, BBSR, AEE SEEC (RandB) Odisha, BBSR.",Nihar Chandra Naik,23-Mar-2026 04:36 PM,finsummary_550010.pdf (972.34 KB),EIC-CIVIL||SE R and B Electrical,2025_EICCL_117105_2,Bid Identification No.S.E.E.C (RandB) 10/2025-26,Supply and Installation of AIO LED Solar Street Light at Railway Over Bridge in lieu of L.C. No.CP-2 on Puruna Jagannath Sadak (Nayabazar to Madhupatana IE Road) in the District of Cuttack.,Technical,Opened,Nihar Chandra Naik,08-Sep-2025 06:35 PM,,1.0,3062269.0,MESSERS BIRAJA ELECTRICAL AND CONSTRUCTION,INR,"7,119,554",AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,AOC,2,3059488,BALAJI SOLAR SYSTEMS,02-Sep-2025 01:22 PM,Rejected-AOC,OK,23-Mar-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3062298,BHARAT KUMAR SAHOO,03-Sep-2025 12:40 PM,Rejected-AOC,OK,23-Mar-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3062360,Gayatri Agency,03-Sep-2025 02:34 PM,Rejected-AOC,OK,23-Mar-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3061138,GLOBAL ENERGY,02-Sep-2025 02:26 PM,Rejected-AOC,OK,23-Mar-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3061658,ICON BUILDERS,02-Sep-2025 06:49 PM,Rejected-AOC,OK,23-Mar-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3055071,JBS ENTERPRISES,29-Aug-2025 04:09 PM,Rejected-AOC,OK,23-Mar-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3061839,JUPITER ENGINEERS,02-Sep-2025 09:51 PM,Rejected-AOC,OK,23-Mar-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3062387,MARUTI CONSTRUCTIONS,03-Sep-2025 01:28 PM,Rejected-AOC,OK,23-Mar-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3062269,MESSERS BIRAJA ELECTRICAL AND CONSTRUCTION,03-Sep-2025 01:34 PM,Accepted-AOC,OK,23-Mar-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
