Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Tender opened successfully,Prahallad Mallik,01-Jan-2026 01:00 PM,,BOQ Comparative Chart,DFO,Internal,,Sumit Kar,12-Mar-2026 12:33 PM,finsummary_572813.pdf (837.76 KB),12-Mar-2026,"INR 2,118,652",75.0,Sumit Kar,12-Mar-2026 12:37 PM,1FORESTAOCDOC.pdf (838.00 KB),DUE TO L1 IN LOTTERY,1,3331469,BIPIN BIHARI SUTAR,27-Dec-2025 01:38 PM,Accepted-AOC,DUE TO L1 IN LOTTERY,12-Mar-2026 12:37 PM,Forest Environment and Climate Change Department||RCCF Angul||DFO Dhenkanal,2025_DFOD_123647_1,07-DFO/DKL/2025 -26,Construction of Barrack at Sadangi Range Office Campous,1.0,3331469.0,BIPIN BIHARI SUTAR,INR,"2,118,652",DFO,Internal,,Sumit Kar,12-Mar-2026 12:16 PM,techsummary_572813.pdf (837.76 KB),AOC,1.0,ICICI BANK,Forest Environment and Climate Change Department||RCCF Angul||DFO Dhenkanal,07-DFO/DKL/2025 -26,2025_DFOD_123647_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,22-Dec-2025 11:00 AM,01-Jan-2026 11:00 AM,22-Dec-2025 11:00 AM,31-Dec-2025 05:00 PM,NA ,NA ,22-Dec-2025 11:00 AM,31-Dec-2025 05:00 PM,Construction of Barrack at Sadangi Range Office Campous,Construction of Barrack at Sadangi Range Office Campous,Please refer Tender documents. ,NA ,"24,92,279",Civil Works - Others,NA ,Tender,120.0,75.0,"Divisional Forest Officer, Dhenkanal Division",759001.0,NA ,NA ,NA ,"Divisional Forest Officer, Dhenkanal Division",No ,No,"Divisional Forest Officer, Dhenkanal","Divisional Forest Officer, Dhenkanal Division","6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, APS, Valid RC, PAN, GST and other documents as per DTCN.","24,923",No,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,2,3340595,JAJNESWAR NAIK,30-Dec-2025 09:04 PM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,12-Mar-2026 12:33 PM,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3341060,JITENDRA KUMAR MOHANTY,31-Dec-2025 11:48 AM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,12-Mar-2026 12:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3330900,LOKANATH ROUT,30-Dec-2025 09:25 PM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,12-Mar-2026 12:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3340876,Minaketana Sahoo,30-Dec-2025 09:58 PM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,12-Mar-2026 12:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3329489,M/S. RAJ RIYANSH CONSTRUCTIONS,26-Dec-2025 06:06 PM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,12-Mar-2026 12:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3336467,NITI RANJAN PRADHAN,30-Dec-2025 11:49 AM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,12-Mar-2026 12:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3330804,Rojalin Kabisatapathy,26-Dec-2025 09:22 PM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,12-Mar-2026 12:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3340133,SASMITA PRUSTY,30-Dec-2025 02:31 PM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,12-Mar-2026 12:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3339381,SK SAFI ULLA,30-Dec-2025 11:29 AM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,12-Mar-2026 12:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
