Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,23-Mar-2026 11:53 AM,techsummary_574146.pdf (3568.75 KB),1,3348116,ARADHYA CONSTRUCTION,07-Jan-2026 06:43 PM,Rejected-Technical,By The Tender Committee,23-Mar-2026 11:53 AM,Finance,EMD refund,Birendra Nanda,23-Mar-2026 11:19 AM,finance_574146.pdf,BOQ Comparative Chart,Rourkela Municipal Corporation,2026_RMC_124108_7,MC/RMC/01/2026,Repair and Renovation of Aahar Kendra at R.G.H New Bus Stand Power House Road and Vedvyas Under RMC ROURKELA,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,24-Mar-2026 12:27 PM,finsummary_574146.pdf (3568.75 KB),1.0,3348738.0,ARATI TRIPATHY,INR,"930,758.24",24-Mar-2026,"INR 930,758.24",45.0,Birendra Nanda,24-Mar-2026 03:11 PM,BID01.pdf (3569.00 KB),Awarded to Arati Tripathy,AOC,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",02-Jan-2026 06:00 PM,13-Jan-2026 11:00 AM,02-Jan-2026 06:00 PM,12-Jan-2026 05:00 PM,NA ,NA ,02-Jan-2026 06:00 PM,12-Jan-2026 05:00 PM,"10,950",Yes,fixed,,Nil,Nil,Rourkela Municipal Corporation,MC/RMC/01/2026,2026_RMC_124108_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,Repair and Renovation of Aahar Kendra at R.G.H New Bus Stand Power House Road and Vedvyas Under RMC ROURKELA,Works,Please refer Tender documents. ,NA ,"10,95,000",Civil Works - Others,NA ,Tender,90.0,45.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",1.0,ICICI BANK,AOC
,,,,,,2,3348738,ARATI TRIPATHY,08-Jan-2026 01:07 PM,Accepted-AOC,By The Tender Committee,24-Mar-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3351592,CHIDA ORAM,12-Jan-2026 01:37 PM,Rejected-Technical,By The Tender Committee,23-Mar-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3351599,MANAS KUMAR NAYAK,12-Jan-2026 01:40 PM,Rejected-Technical,By The Tender Committee,23-Mar-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3350835,MANORANJAN JENA,12-Jan-2026 12:14 PM,Rejected-Technical,By The Tender Committee,23-Mar-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3351716,MS KANHA CONSTRUCTION,12-Jan-2026 02:28 PM,Rejected-Technical,By The Tender Committee,23-Mar-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3351774,MS S R CONSTRUCTION,12-Jan-2026 02:51 PM,Rejected-Technical,By The Tender Committee,23-Mar-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3344418,PRAMOD KUMAR MOHANTY,12-Jan-2026 03:37 PM,Rejected-Technical,By The Tender Committee,23-Mar-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3347021,PRAVAT KUMAR BEHURA,06-Jan-2026 06:45 PM,Rejected-Technical,By The Tender Committee,23-Mar-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3351447,RABINDRA KUMAR JENA,12-Jan-2026 12:49 PM,Rejected-Technical,By The Tender Committee,23-Mar-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
