Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd. UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012",Improvement to RFB of river Badabnadi from village Benipalli to Dahimundali.,Improvement to RFB of river Badabnadi from village Benipalli to Dahimundali.,AS PER DTCN. ,NA ,"5,42,75,775",Civil Works - Others,NA ,Tender,90.0,270.0,Bhanjanagar town in Ganjam district.,761126.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,"5,43,000",Yes,fixed,,Nil,Nil,ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No. 37/OCCL/2025-26(on-line),2025_OCCL_117168_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,21-Aug-2025 06:00 PM,11-Sep-2025 12:00 PM,21-Aug-2025 06:00 PM,10-Sep-2025 05:30 PM,21-Aug-2025 06:00 PM ,27-Aug-2025 03:30 PM ,21-Aug-2025 06:00 PM,10-Sep-2025 05:30 PM,22-Oct-2025 11:30 AM,"11,800",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate, Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",1.0,ICICI BANK,AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,19-Oct-2025 12:32 PM,22-Oct-2025 11:30 AM,techsummary_550137.pdf (54.81 KB),1.0,3073013.0,m/s Anand Kumar Agrawal,INR,"46,139,836",ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_117168_1,E-procurement Notice No. 37/OCCL/2025-26(on-line),Improvement to RFB of river Badabnadi from village Benipalli to Dahimundali.,Technical,Opened Successfully.,Pratap Chandra Chaudhury,11-Sep-2025 01:10 PM,,1,3065514,AMRIT PRADHAN,09-Sep-2025 08:42 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,13-Nov-2025 05:12 PM,Finance,Opened Successfully.,Pratap Chandra Chaudhury,22-Oct-2025 12:38 PM,,BOQ Comparative Chart,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,13-Nov-2025 05:12 PM,finsummary_550137.pdf (578.15 KB),02-Dec-2025,"INR 46,139,836",270.0,Sarat Chandra Ghadei,19-Mar-2026 04:09 PM,AOC_Benipalli.pdf (582.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3074331,Ganesh Sahu,10-Sep-2025 03:36 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,13-Nov-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3072965,Girish Kumar Tripathy,09-Sep-2025 10:25 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,13-Nov-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3071108,LAXMINARAYAN MALLICK,09-Sep-2025 11:34 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,13-Nov-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3074445,Leaptree Engineers Pvt. Ltd.,10-Sep-2025 04:13 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,13-Nov-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3074365,M. DAMBURU,10-Sep-2025 03:44 PM,Rejected-Technical,Non - Responsive.,19-Oct-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3073013,m/s Anand Kumar Agrawal,10-Sep-2025 12:28 AM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,19-Mar-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3073534,M/S SARATHI INFRASTRACTURE AND DEVELOPERS,10-Sep-2025 11:57 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,13-Nov-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3074276,Nilachala Sahu,10-Sep-2025 03:16 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,13-Nov-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3063289,Prakash Chandra Sahu,07-Sep-2025 07:21 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,13-Nov-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,AOC
