Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,"4,200",Yes,fixed,,Nil,Nil,01-Dec-2025 10:00 AM,06-Dec-2025 11:00 AM,01-Dec-2025 10:00 AM,06-Dec-2025 10:00 AM,01-Dec-2025 10:00 AM ,04-Dec-2025 05:00 PM ,01-Dec-2025 10:00 AM,06-Dec-2025 10:00 AM,Repair to Staff Quarter of Outpost Building at baghiapada for the year 2025-26,Repair to Staff Quarter of Outpost Building at baghiapada for the year 2025-26,Please refer DTCN ,NA ,"4,19,936",Civil Works - Buildings,NA ,Tender,90.0,30.0,O/o SERWDivision Boudh,762014.0,NA ,NA ,NA ,O/o SERWDivision Boudh,No ,No,EERW Division Boudh,O/o SERWDivision BOudh,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration certificate,PAN,GSTIN towards paper cost EMD affidvit other documents asper DTCN",1.0,ICICI BANK,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-BOUDH,Online Tender07/EERW Division Boudh 2025-26,2025_CERWI_121572_186,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3276371,Amit Bansal,05-Dec-2025 03:38 AM,Rejected-Technical,Disqulified,20-Mar-2026 11:32 AM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-BOUDH,2025_CERWI_121572_186,Online Tender07/EERW Division Boudh 2025-26,Repair to Staff Quarter of Outpost Building at baghiapada for the year 2025-26,1.0,3282857.0,KULAMANI MAJHI,INR,"357,149",EE,Internal,EE DAO estimator,Madhusmita Dalei,20-Mar-2026 11:39 AM,finsummary_568438.pdf (633.60 KB),20-Mar-2026,"INR 357,149",30.0,Madhusmita Dalei,20-Mar-2026 11:41 AM,1288.pdf (634.00 KB),He is submitted EMD at the time of agreement,Finance,All bidders are accepted,Madhusmita Dalei,20-Mar-2026 11:28 AM,finance_568438.pdf,BOQ Comparative Chart,EE,Internal,EE DAO estimator,Madhusmita Dalei,20-Mar-2026 11:32 AM,techsummary_568438.pdf (633.60 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,2,3281896,Arabinda Nayak,05-Dec-2025 06:11 PM,Rejected-Technical,Disqualified,20-Mar-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,AOC,3,3276114,BIBEKA BARIK,05-Dec-2025 01:43 AM,Rejected-Technical,Disqulified,20-Mar-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid e mail ID and phone number are mandatory,,,,,,,,,,,,,,,,,AOC,4,3282445,BIJAYA KUMAR PRUSTY,05-Dec-2025 04:14 PM,Rejected-Technical,Disqualified,20-Mar-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,5,3276968,Biswanath Patra,05-Dec-2025 02:18 AM,Rejected-Technical,Disqualified,20-Mar-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3271988,Kamal Bhoi,02-Dec-2025 07:04 PM,Rejected-Technical,Disqulified,20-Mar-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3276377,KAMAL KUMAR PRADHAN,04-Dec-2025 02:21 PM,Rejected-Technical,Disqulified,20-Mar-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3282857,KULAMANI MAJHI,06-Dec-2025 07:43 AM,Accepted-AOC,He is submitted EMD at the time of agreement,20-Mar-2026 11:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3280126,LIPINA SAHOO,04-Dec-2025 09:00 PM,Rejected-Technical,Disqualified,20-Mar-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3276512,Manoranjan Nayak,04-Dec-2025 02:41 AM,Rejected-Technical,Disqulified,20-Mar-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
