Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,16-Mar-2026 05:27 PM,techsummary_552543.pdf (75.44 KB),16-Mar-2026,"INR 593,048",60.0,Gobinda Chandra Tudu,16-Mar-2026 05:46 PM,agmnt.pdf (423.00 KB),agmnt value,1,3082801,AJAYA KUMAR BEHERA,19-Sep-2025 09:11 PM,Rejected-AOC,Disqualified in transparent lottery,16-Mar-2026 05:46 PM,1.0,3087248.0,RATAN KUMAR MONDAL,INR,"593,048",Finance,33 nos bidders are participated above work,Gobinda Chandra Tudu,16-Mar-2026 05:17 PM,finance_552543.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,16-Mar-2026 05:38 PM,finsummary_552543.pdf (75.44 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_118027_1,Online Tender 07 RWD-UKT 2025-26 (01),Tahasil office Building GFloor 1st Floor at Jharigam,AOC,"6,976",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,13-Sep-2025 04:00 PM,22-Sep-2025 11:00 AM,13-Sep-2025 04:00 PM,20-Sep-2025 05:00 PM,13-Sep-2025 04:00 PM ,19-Sep-2025 01:00 PM ,13-Sep-2025 04:00 PM,20-Sep-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender 07 RWD-UKT 2025-26 (01),2025_CERWI_118027_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Tahasil office Building GFloor 1st Floor at Jharigam,Tahasil office Building GFloor 1st Floor at Jharigam,NA ,NA ,"6,97,621",Civil Works - Buildings,NA ,Tender,90.0,60.0,Umerkote,764073.0,NA ,NA ,NA ,"EE, RW Division-II, Nabarangpur, Umerkote",No ,No,"Executive Engineer, RW Division-II, Umerkote","O/o the Executive Engineer, Rural Works Division-II, Nabarangpur, Umerkote",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, Valid PAN, GST, CASTE, AFFIDAVIT AND Other Documents as per DTCN",AOC
,,,,,,,,,,,,,2,3084183,ANJALI BISWAS,18-Sep-2025 11:57 AM,Rejected-AOC,Disqualified in transparent lottery,16-Mar-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC
,,,,,,,,,,,,,3,3087088,BIMAL CHANDRA MALLICK,18-Sep-2025 09:25 PM,Rejected-AOC,Disqualified in transparent lottery,16-Mar-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3084567,BIPANNA NANDI,18-Sep-2025 01:03 PM,Rejected-AOC,Disqualified in transparent lottery,16-Mar-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3087283,CHANDRA HARIJAN,18-Sep-2025 11:02 PM,Rejected-AOC,Disqualified in transparent lottery,16-Mar-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3089904,CHHANDA CHARAN HARIJAN,20-Sep-2025 12:34 PM,Rejected-AOC,Disqualified in transparent lottery,16-Mar-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3089926,DEBANAND NAG,20-Sep-2025 12:57 PM,Rejected-AOC,Disqualified in transparent lottery,16-Mar-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3085686,DIGAMBAR MOHANTY,17-Sep-2025 11:27 PM,Rejected-AOC,Disqualified in transparent lottery,16-Mar-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3086651,DINESH BISWAS,18-Sep-2025 09:14 PM,Rejected-AOC,Disqualified in transparent lottery,16-Mar-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3085230,GHANASHYAMA BISOYI,17-Sep-2025 07:04 PM,Rejected-AOC,Disqualified in transparent lottery,16-Mar-2026 05:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
