EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"22,700",Yes,fixed,,Nil,Nil,19-Nov-2025 10:00 AM,29-Nov-2025 10:00 AM,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,NA ,NA ,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,1,ICICI BANK,Improvement to Left Flood Bank of River Badanadi from village Lunaballi to Samarada for the year 2025-26.,Improvement to Left Flood Bank of River Badanadi from village Lunaballi to Samarada for the year 2025-26.,Please refer Tender documents. ,NA ,"22,63,439",Civil Works - Others,NA ,Tender,90.0,60.0,Bhanjanagar,761126.0,NA ,NA ,NA ,"O/o the S.E., Bhanjanagar Irr. Divn., Bhanjanagar",No ,No,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"O/o the Superintending Engineer, Bhanjanagar Irrigation Division, Bhanjanagar, Ganjam, Pin No-761126","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No.e-BNID-02/2025-26,2025_CEBMB_121489_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License,PAN CARD,GSTIN,EMD,Affidavit,Other document as per DTCN.",AOC,Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,10-Mar-2026 11:10 AM,techsummary_565365.pdf (299.85 KB),Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,10-Mar-2026 11:30 AM,finsummary_565365.pdf (284.00 KB),Finance,Two (2) number of bidders are successfully downloaded.,Anita Das,29-Nov-2025 02:39 PM,,BOQ Comparative Chart,10-Mar-2026,"INR 2,263,439",60.0,Sanjay Kumar Pradhan,10-Mar-2026 11:38 AM,AOC20.PDF (385.00 KB),The date of commencement of the work on dated 27.02.2026 and stipulated date of completion on dated 26.04.2026 vide Agreement No.593P1/2025-26 on dated 27.02.2026.,1.0,3263048.0,RABINDRA NAYAK,INR,"2,263,439","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2025_CEBMB_121489_20,e-procurement Notice No.e-BNID-02/2025-26,Improvement to Left Flood Bank of River Badanadi from village Lunaballi to Samarada for the year 2025-26.,1,3263048,RABINDRA NAYAK,28-Nov-2025 12:32 PM,Accepted-AOC,Awarded to the 1st lowest bidder.,10-Mar-2026 11:39 AM,AOC
,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3263700,TITU NAYAK,28-Nov-2025 02:19 PM,Rejected-Finance,2nd lowest bidder,10-Mar-2026 11:30 AM,AOC
