Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender paper Cost and EMD,PAN,GSTIN,Contractor RC,Affidavit",08-Dec-2025 02:00 PM,23-Dec-2025 11:30 AM,08-Dec-2025 02:00 PM,22-Dec-2025 04:00 PM,NA ,NA ,08-Dec-2025 02:00 PM,22-Dec-2025 04:00 PM,22-Jan-2026 11:30 AM,Construction of 4 Nos. F type (S plus 2) quarter at Bonai for Works Department in the District of Sundargarh for the year 2025-26,Construction of 4 Nos. F type (S plus 2) quarter at Bonai for Works Department in the District of Sundargarh for the year 2025-26,Please refer Tender Documents ,NA ,"1,19,25,906",Civil Works - Buildings,NA ,Tender,90.0,270.0,Rourkela,769012.0,NA ,NA ,NA ,O/o the CCE Keonjhar (R and B) Circle,No ,No,"10,000",0.0,Nil,Nil,No,"1,19,300",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,CCEKC - 16 / 2025-26,2025_EICCL_122666_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CCE Keonjhar (R and B) Circle,"O/o the CCE Keonjhar (R and B) Circle, Keonjhar-758001",1.0,ICICI BANK,AOC,Santosh Kumar Behera,Internal,SE Rourkela R and B Division Sr DAO Rourkela R and B Division PA to CCE Keonjhar R and B Circle,Santosh Kumar Behera,20-Feb-2026 01:29 PM,finsummary_570240.pdf (91.85 KB),EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,2025_EICCL_122666_1,CCEKC - 16 / 2025-26,Construction of 4 Nos. F type (S plus 2) quarter at Bonai for Works Department in the District of Sundargarh for the year 2025-26,Technical,Bid opening summary,Santosh Kumar Behera,23-Dec-2025 03:59 PM,technical_570240.pdf,1.0,3311852.0,BABULU BEHERA,INR,"10,138,212",1,3315266,ACHYUTANANDA PRADHAN,18-Dec-2025 07:44 PM,Rejected-Finance,1st Lowest Bidder Looser of Lottery,20-Feb-2026 01:29 PM,23-Mar-2026,"INR 10,138,212",270.0,Santosh Kumar Behera,23-Mar-2026 01:47 PM,AOC4NosFTypeQtrBonai.pdf (1640.00 KB),1st Lowest bidder Winner of Lottery,Finance,Bid opening summary,Santosh Kumar Behera,22-Jan-2026 12:11 PM,finance_570240.pdf,BOQ Comparative Chart,Santosh Kumar Behera,Internal,SE Rourkela R and B Division Sr DAO Rourkela R and B Division PA to CCE Keonjhar R and B Circle,Santosh Kumar Behera,17-Jan-2026 12:37 PM,22-Jan-2026 11:30 AM,techsummary_570240.pdf (1289.37 KB),AOC
,,.pdf,"Machineries, work in hand, work experience",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,3322991,AMANDEEP JAIOSWAL,22-Dec-2025 03:51 PM,Rejected-Technical,As per decision of tender evaluation committee.,17-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3311852,BABULU BEHERA,22-Dec-2025 03:36 PM,Accepted-AOC,1st Lowest Bidder Winner of Lottery,23-Mar-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3321776,BINAYA KUMAR SAHOO,22-Dec-2025 11:47 AM,Rejected-Finance,1st Lowest Bidder Looser of Lottery,20-Feb-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3321563,DEBASHIS MOHANTY,22-Dec-2025 01:35 PM,Rejected-Technical,As per decision of tender evaluation committee.,17-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3320129,DEBASISH PADHAN,21-Dec-2025 03:04 AM,Rejected-Technical,As per decision of tender evaluation committee.,17-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3322144,DEEPAK KUMAR ROUT,22-Dec-2025 01:21 PM,Rejected-Finance,1st Lowest Bidder Looser of Lottery,20-Feb-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3312577,GIRISH SAMAL,20-Dec-2025 08:47 PM,Rejected-Finance,1st Lowest Bidder Looser of Lottery,20-Feb-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3322888,GURDIT DANG,22-Dec-2025 03:29 PM,Rejected-Technical,As per decision of tender evaluation committee.,17-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3321277,JUGAL KISHORE SAHU,21-Dec-2025 10:48 PM,Rejected-Finance,1st Lowest Bidder Looser of Lottery,20-Feb-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,,AOC
