Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
26-Jul-2025 06:00 PM,08-Aug-2025 11:00 AM,26-Jul-2025 06:00 PM,07-Aug-2025 05:00 PM,26-Jul-2025 06:00 PM ,06-Aug-2025 02:00 PM ,26-Jul-2025 06:00 PM,07-Aug-2025 05:00 PM,24-Oct-2025 11:00 AM,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput","4,67,000",Yes,fixed,,Nil,Nil,Construction of H.L. Bridge over Champabati River on RD Road to Laumala (PS Road) in the District of Koraput under SBY for the year 2024-25.,Construction of H.L. Bridge over Champabati River on RD Road to Laumala (PS Road) in the District of Koraput under SBY for the year 2024-25.,N.A. ,NA ,"4,66,97,000",Civil Works - Bridges,NA ,Tender,90.0,272.0,SUNABEDA,763001.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online - 09/2025-26,2025_CERWI_116142_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",AOC,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Sunabeda Estimator R.W. Circle Sunabeda and P.A. to CCE",Rinku Nahak,05-Mar-2026 04:23 PM,finsummary_547583.pdf (696.88 KB),CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_116142_1,CCERWCSBD Online - 09/2025-26,Construction of H.L. Bridge over Champabati River on RD Road to Laumala (PS Road) in the District of Koraput under SBY for the year 2024-25.,Technical,bidders name,Rinku Nahak,19-Oct-2025 05:04 PM,technical_547583.pdf,1.0,3027319.0,SRI SANJAY SARKAR,INR,"39,696,805.49",05-Mar-2026,"INR 39,696,805.49",272.0,Rinku Nahak,05-Mar-2026 04:39 PM,AOCCHAMPABATI.pdf (1079.00 KB),"Award of contract to Sri Sanjay Sarkar, A Class Engineering Contractor through transparency lottery system.",1,3021371,Ankit Kumar Agrawal,07-Aug-2025 11:26 AM,Rejected-AOC,REJECT,05-Mar-2026 04:39 PM,Finance,cs,Rinku Nahak,05-Mar-2026 04:12 PM,finance_547583.pdf,BOQ Comparative Chart,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Sunabeda Estimator R.W. Circle Sunabeda",Rinku Nahak,19-Oct-2025 05:20 PM,24-Oct-2025 11:00 AM,techsummary_547583.pdf (837.77 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,Machineries and other documents as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3021877,BENUDHAR SUBUDHI,04-Aug-2025 01:20 PM,Rejected-AOC,REJECT,05-Mar-2026 04:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3025520,CHANDAN KUMAR BISOI,06-Aug-2025 08:29 PM,Rejected-AOC,REJECT,05-Mar-2026 04:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3024981,GIRADA SHYAM SUNDAR RAO,05-Aug-2025 07:15 PM,Rejected-AOC,REJECT,05-Mar-2026 04:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3027298,JAY PRAKASH SHARMA,07-Aug-2025 03:55 PM,Rejected-AOC,REJECT,05-Mar-2026 04:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3013671,KAMAL HALDAR,27-Jul-2025 04:56 PM,Rejected-AOC,REJECT,05-Mar-2026 04:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3027125,KISHORE KUMAR PANDA,07-Aug-2025 02:53 PM,Rejected-AOC,REJECT,05-Mar-2026 04:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3025022,MANOJ KUMAR SAHU,06-Aug-2025 07:30 PM,Rejected-AOC,REJECT,05-Mar-2026 04:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3021343,MOHANLAL AGRAWAL,05-Aug-2025 01:13 PM,Rejected-AOC,REJECT,05-Mar-2026 04:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3026962,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,07-Aug-2025 02:08 PM,Rejected-AOC,REJECT,05-Mar-2026 04:39 PM,,,,,,,,,,,,,,AOC
