Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Superintending Engineer,Internal,"JE ESTIMATOR AE ESTIMATOR, EE ESTIMATOR and DAO KORAPUT R and B DIVISION",Shubhakanta Barik,15-Jan-2026 06:29 PM,techsummary_572430.pdf (4061.37 KB),1,3333288,Akshaya Kumar Mishra,28-Dec-2025 01:36 PM,Rejected-AOC,Not selected through the lottery system.,18-Mar-2026 06:49 PM,18-Mar-2026,"INR 1,603,004",30.0,Shubhakanta Barik,18-Mar-2026 06:49 PM,aoccourt.pdf (2089.00 KB),AWARD OF CONTRACT,Finance,Twenty Two nos. of tenderers documents opened,Shubhakanta Barik,13-Jan-2026 07:42 PM,finance_572430.pdf,BOQ Comparative Chart,1.0,3338655.0,ARUN KUMAR MAHALIK,INR,"1,603,004",EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-KORAPUT,2025_EICCL_123102_3,S.E R and B KPT- 19-2025-26,Repair to 7 Nos Quarters at Court Line in the district of Koraput for the year 2025-26,Superintending Engineer,Internal,"JE ESTIMATOR AE ESTIMATOR, EE ESTIMATOR and DAO KORAPUT R and B DIVISION",Shubhakanta Barik,18-Mar-2026 06:34 PM,finsummary_572430.pdf (990.70 KB),AOC,20-Dec-2025 11:00 AM,31-Dec-2025 12:00 PM,20-Dec-2025 11:00 AM,30-Dec-2025 05:00 PM,NA ,NA ,20-Dec-2025 11:00 AM,30-Dec-2025 05:00 PM,Repair to 7 Nos Quarters at Court Line in the district of Koraput for the year 2025-26,Building repair work,Please refer relevant documents as per DTCN ,NA ,"18,86,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Koraput,764020.0,NA ,NA ,NA ,Office of the SE (R and B) Division Koraput,No ,No,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-KORAPUT,S.E R and B KPT- 19-2025-26,2025_EICCL_123102_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,Office of the SE (R and B) Division Koraput,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GSTIN, PAN, Affidavit and other releant documents as per clauses of DTCN","19,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,2,3330857,ALLENA BHAVYA SRI,26-Dec-2025 10:20 PM,Rejected-AOC,Not selected through the lottery system.,18-Mar-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3338655,ARUN KUMAR MAHALIK,29-Dec-2025 09:30 PM,Accepted-AOC,Selected through a transparent lottery system,18-Mar-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3330466,Arvind Kumar,27-Dec-2025 12:41 AM,Rejected-AOC,Not selected through the lottery system.,18-Mar-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3336980,BHUDANJAYA PATRO,29-Dec-2025 09:59 PM,Rejected-Technical,Disqualified in technical evaluation as per clause no. 123 in the DTCN,15-Jan-2026 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3338701,Dash Jani,29-Dec-2025 11:38 PM,Rejected-AOC,Not selected through the lottery system.,18-Mar-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3338508,Gyana Ranjan Mohanty,29-Dec-2025 08:39 PM,Rejected-AOC,Not selected through the lottery system.,18-Mar-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3339402,Hemanta Kumar Samal,30-Dec-2025 12:08 PM,Rejected-AOC,Not selected through the lottery system.,18-Mar-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3329989,KAINA BARAD,26-Dec-2025 02:54 PM,Rejected-AOC,Not selected through the lottery system.,18-Mar-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3326047,KRUSHNA PRADHAN,25-Dec-2025 07:44 PM,Rejected-AOC,Not selected through the lottery system.,18-Mar-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
