Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of CC drain near Traffic post at Bye Pass road in W.No.10,Construction of CC drain near Traffic post at Bye Pass road in W.No.10,Please refer Tender documents. ,NA ,"11,23,000",Civil Works - Others,NA ,Tender,90.0,30.0,Talcher Municipality Office,759107.0,NA ,NA ,NA ,Talcher Municipality Office,No ,No,1,ICICI BANK,"Executive Officer, Talcher Municipality","At - Municipal Office, P.O. Talcher Town, Dist.Angul",Municipal Bodies||Talcher Municipal Council,TCRM-11/2025-26,2026_ORULB_124574_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of T.P., EMD, Contractor License, GSTIN, PAN, Affidavit and other documents as per DTCN","11,230",Yes,fixed,,Nil,Nil,16-Jan-2026 04:00 PM,31-Jan-2026 11:00 AM,16-Jan-2026 04:00 PM,30-Jan-2026 05:00 PM,NA ,NA ,16-Jan-2026 04:00 PM,30-Jan-2026 05:00 PM,AOC,Pabitra Bhutia,Internal,,Pranati Nanda,31-Mar-2026 05:44 PM,techsummary_575946.pdf (235.50 KB),Pabitra Bhutia,Internal,,Pranati Nanda,31-Mar-2026 05:50 PM,finsummary_575946.pdf (235.50 KB),Finance,Two bids are accepted,Golak Bihari Sahoo,16-Feb-2026 01:08 PM,,BOQ Comparative Chart,31-Mar-2026,"INR 932,090",30.0,Pranati Nanda,31-Mar-2026 05:52 PM,trafficpost19.pdf (405.00 KB),1.0,3371793.0,M/S. KIRAN KUMAR RAY,INR,"932,090",Municipal Bodies||Talcher Municipal Council,2026_ORULB_124574_19,TCRM-11/2025-26,Construction of CC drain near Traffic post at Bye Pass road in W.No.10,1,3374005,ASWINI SINGH,30-Jan-2026 01:35 PM,Rejected-AOC,Unsuccessful,31-Mar-2026 05:53 PM,AOC
,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3371793,M/S. KIRAN KUMAR RAY,30-Jan-2026 04:28 PM,Accepted-AOC,Successful,31-Mar-2026 05:53 PM,AOC
