Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"2,000",0.0,Nil,Nil,No,Municipal Bodies||Kamakhyanagar NAC,KNR-NAC-04/2025-26,2025_ORULB_123686_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, PAN, Valid GST, RC, Affidavit and other documents as per DTCN",24-Dec-2025 11:00 AM,05-Jan-2026 11:00 AM,24-Dec-2025 11:00 AM,03-Jan-2026 05:00 PM,NA ,NA ,24-Dec-2025 11:00 AM,03-Jan-2026 05:00 PM,Completion of Vending Zone at Gupti Nagar in Ward No-06 at Kamakhyanagar NAC,Completion of Vending Zone at Gupti Nagar in Ward No-06 at Kamakhyanagar NAC,Please refer Tender documents. ,NA ,"4,24,896",Civil Works - Others,NA ,Tender,90.0,30.0,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,"Executive Officer, Kamakhyanagar NAC",No ,No,"Executive Officer, Kamakhyanagar NAC","Executive Officer, Kamakhyanagar NAC","4,249",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC,EO,Internal,,Pradata Sahoo,03-Mar-2026 03:29 PM,finsummary_572998.pdf (683.85 KB),EO,Internal,,Pradata Sahoo,03-Mar-2026 03:22 PM,techsummary_572998.pdf (683.85 KB),03-Mar-2026,"INR 361,204",60.0,Pradata Sahoo,03-Mar-2026 03:32 PM,18subrat.pdf (684.00 KB),1.0,3341970.0,SUBRAT KUMAR MOHANTY,INR,"361,204",Municipal Bodies||Kamakhyanagar NAC,2025_ORULB_123686_18,KNR-NAC-04/2025-26,Completion of Vending Zone at Gupti Nagar in Ward No-06 at Kamakhyanagar NAC,1,3340200,BIRAJA PRASAD SASMAL,30-Dec-2025 04:07 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,03-Mar-2026 03:29 PM,Finance,OPENING SUCESSFULLY,Ranjulata Das,05-Jan-2026 12:12 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3342864,HIMANSU BHUSAN MAHUNTA,03-Jan-2026 12:05 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,03-Mar-2026 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3341848,JAJNESWAR NAIK,01-Jan-2026 05:17 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,03-Mar-2026 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3341576,MANASA RANJAN KHATUA,31-Dec-2025 11:04 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,03-Mar-2026 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3343004,NAROTTAM MOHANTY,03-Jan-2026 08:19 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,03-Mar-2026 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3342119,NETRANANDA SAHOO,02-Jan-2026 09:57 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,03-Mar-2026 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3340918,NIRUPAMA ROUL,31-Dec-2025 06:19 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,03-Mar-2026 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3343269,PRABIN KUMAR ROUT,03-Jan-2026 01:27 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,03-Mar-2026 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3341946,Rajesh Roshan Behera,01-Jan-2026 08:41 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,03-Mar-2026 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3343289,RANJIT SAHOO,03-Jan-2026 01:34 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,03-Mar-2026 03:29 PM,,,,,,,AOC
