S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3267093.0,PRAVAT KUMAR MOHAPATRA,INR,"505,680",Finance,All two bidders are accepted.,Chinmaya Das,09-Mar-2026 04:14 PM,finance_565908.pdf,BOQ Comparative Chart,"Sasmita Sahoo, Chairperson",Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, Nimapara NAC,Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara.",Chinmaya Das,09-Mar-2026 04:22 PM,finsummary_565908.pdf (198.04 KB),Municipal Bodies||Nimapara NAC,2025_ORULB_121580_6,NP-NAC-03/2025-26,Construction of RCC Drain with Cover Slab from Nabin Singh Deo House to Pitamber Das House and from Bholanath Mishra House to Saraswati Sisu Mandir at Gada Andia in W.No.8 for 2025-26.,"Sasmita Sahoo, Chairperson",Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, Nimapara NAC,Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara.",Chinmaya Das,09-Mar-2026 04:16 PM,techsummary_565908.pdf (198.04 KB),09-Mar-2026,"INR 505,680",60.0,Chinmaya Das,09-Mar-2026 04:27 PM,WOSL6.pdf (150.00 KB),Pravat Kumar Mohapatra is awarded as L1 Bidder through lucky draw.,1,3267093,PRAVAT KUMAR MOHAPATRA,03-Dec-2025 05:51 AM,Accepted-AOC,Awarded as L1 Bidder through lucky draw.,09-Mar-2026 04:27 PM,AOC,Municipal Bodies||Nimapara NAC,NP-NAC-03/2025-26,2025_ORULB_121580_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST CLEARANCE,PAN,REG.CERT,VALID LABOUR LICENSE,AFFIDAVIT,BID ACKNOWLEDGE,EXP IF ANY,ETC AS PER DTCN",22-Nov-2025 09:00 AM,04-Dec-2025 11:00 AM,22-Nov-2025 10:00 AM,03-Dec-2025 05:00 PM,NA ,NA ,22-Nov-2025 10:00 AM,03-Dec-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,"EXECUTIVE OFFICER, NAC NIMAPARA","AT/PO-NIMAPARA,DIST-PURI,752106",1,ICICI BANK,Construction of RCC Drain with Cover Slab from Nabin Singh Deo House to Pitamber Das House and from Bholanath Mishra House to Saraswati Sisu Mandir at Gada Andia in W.No.8 for 2025-26.,Construction of RCC Drain with Cover Slab from Nabin Singh Deo House to Pitamber Das House and from Bholanath Mishra House to Saraswati Sisu Mandir at Gada Andia in W.No.8 for 2025-26.,Please refer Tender documents. ,NA ,"5,05,680",Civil Works - Others,NA ,Tender,120.0,60.0,NAC NIMAPARA,752106.0,NA ,NA ,NA ,OFFICE OF THE NAC NIMAPARA,No ,No,"5,057",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3267449,SIBENDRA KANDI,30-Nov-2025 09:09 AM,Rejected-AOC,Awarded as L2 Bidder through lucky draw.,09-Mar-2026 04:27 PM,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
