S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3404786.0,JALANDHAR DUDUKA,INR,"554,667",Finance,Two numbers of bidders have participated,Amar Chandra Kumar,21-Feb-2026 11:19 AM,finance_581273.pdf,BOQ Comparative Chart,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE Estr. I/c,Tapas Ranjan Lenka,22-Mar-2026 08:02 PM,finsummary_581273.pdf (192.81 KB),CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,2026_CERWI_126052_1,Online 19 of 2025-26,Repair and maintenanca of Boundary wall Toilet water supply colour painting and other civil work of CDPO building at Gaisilet in the District of Bargarh,Er. Tapas Ranjan Lenka EE,Internal,Amar Ch. Kumar DA Lalit Ku. Naik J E estr.I/c,Tapas Ranjan Lenka,28-Feb-2026 07:07 PM,techsummary_581273.pdf (18.53 KB),1,3405367,ALOK CHANDRA PADHAN,20-Feb-2026 11:48 AM,Rejected-Finance,L2,22-Mar-2026 08:02 PM,22-Mar-2026,"INR 554,667",30.0,Tapas Ranjan Lenka,22-Mar-2026 08:04 PM,aoc.pdf (193.00 KB),Awarded,AOC,"EE R.W Division,Padampur","RURAL WORKS DIVISION, PADMAPUR",1,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,Online 19 of 2025-26,2026_CERWI_126052_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair and maintenanca of Boundary wall Toilet water supply colour painting and other civil work of CDPO building at Gaisilet in the District of Bargarh,Repair and maintenanca of Boundary wall Toilet water supply colour painting and other civil work of CDPO building at Gaisilet in the District of Bargarh,NA ,NA ,"5,93,227",Civil Works - Buildings,NA ,Tender,90.0,30.0,Padampur,768036.0,NA ,NA ,NA ,"O/o the E.E RURAL WORKS DIVISION, PADMAPUR",No ,No,14-Feb-2026 10:00 AM,21-Feb-2026 11:00 AM,14-Feb-2026 10:00 AM,20-Feb-2026 05:00 PM,14-Feb-2026 10:00 AM ,19-Feb-2026 01:00 PM ,14-Feb-2026 10:00 AM,20-Feb-2026 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost,EMD,Affidavit,PAN,RC,GSTIN and other docs as per the DTCN","5,930",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3404786,JALANDHAR DUDUKA,19-Feb-2026 05:47 PM,Accepted-AOC,awarded,22-Mar-2026 08:04 PM,,,,,,,,AOC,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,AOC
