Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Finance,Technical Evaluation Committee,Sasmita Munduri,23-Feb-2026 06:00 PM,finance_580140.pdf,BOQ Comparative Chart,1.0,3398327.0,ARUN KUMAR PRADHAN,INR,"533,196",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2026_CERWI_125708_6,TENDERONLINEDNAYAGARH13 2025-26,S R to MDR-76 to Karadapalla road such as jungle clearance and berm dressing for the year 2025-26,EE,Internal,EE DAO AND ESTIMATOR,Chittaranjan Mishra,19-Mar-2026 04:18 PM,finsummary_580140.pdf (640.51 KB),EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,25-Feb-2026 06:27 PM,techsummary_580140.pdf (756.55 KB),1,3398327,ARUN KUMAR PRADHAN,16-Feb-2026 01:16 PM,Accepted-AOC,AOC,19-Mar-2026 04:24 PM,19-Mar-2026,"INR 533,196",30.0,Chittaranjan Mishra,19-Mar-2026 04:24 PM,1738.pdf (484.00 KB),211P1 OF 2025-26,AOC,07-Feb-2026 01:00 PM,17-Feb-2026 11:00 AM,07-Feb-2026 01:00 PM,16-Feb-2026 05:30 PM,NA ,NA ,07-Feb-2026 01:00 PM,16-Feb-2026 05:30 PM,"9,320",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,S R to MDR-76 to Karadapalla road such as jungle clearance and berm dressing for the year 2025-26,S/R to MDR-76 to Karadapalla road such as jungle clearance and berm dressing for the year 2025-26,Please refer Tender documents. ,NA ,"9,31,998",Civil Works - Roads,NA ,Tender,60.0,30.0,NAYAGARH,752070.0,NA ,NA ,NA ,"EE.RW.DIVISION, NAYAGARH",No ,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH13 2025-26,2026_CERWI_125708_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, Valid GSTIN, PAN, RC etc. as per DTCN","EE.RW.DIVISION, NAYAGARH","EE.RW.DIVISION, NAYAGARH At/Po-Nabaghanpur PS/Dist-Nayagarh",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3393939,DASARATHI BEHERA,15-Feb-2026 11:13 AM,Rejected-AOC,L4,19-Mar-2026 04:24 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3398201,JP CONSTRUCTION,16-Feb-2026 01:19 PM,Rejected-AOC,L6,19-Mar-2026 04:24 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3397005,PRAKASH CHANDRA BISWAL,15-Feb-2026 05:03 PM,Rejected-AOC,L2,19-Mar-2026 04:24 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3398992,SUBHRARANJAN DASH,16-Feb-2026 03:28 PM,Rejected-AOC,L3,19-Mar-2026 04:24 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3395270,TUSAR KUMAR JENA,13-Feb-2026 05:23 PM,Rejected-AOC,L5,19-Mar-2026 04:24 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
