Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Berhampur,07/2025-26 OLIC (BAM),2025_OLIC_121806_19,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"54,020",Yes,percentage,1.0%,Nil,Nil,24-Nov-2025 12:00 PM,06-Dec-2025 12:00 PM,24-Nov-2025 12:00 PM,05-Dec-2025 05:00 PM,24-Nov-2025 12:00 PM ,04-Dec-2025 05:00 PM ,24-Nov-2025 12:00 PM,05-Dec-2025 05:00 PM,07-Jan-2026 12:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Copy of Registration Certificate, PAN, GSTIN, Cost of Bid Online,EMD and JV Details as per DTCN",Perju-III R/L,Installation and Energisation of L.I. Project.,Please refer Tender documents ,NA ,"54,02,000",Civil Works - Lift Irrigation Schemes,Lift Irrigation Projects ,Tender,365.0,180.0,Perju under Sorada Block,760006.0,NA ,NA ,NA ,"O/o Executive Engineer, L.I. Division, Berhampur",No ,No,"11,800",0.0,Nil,Nil,No,"Executive Engineer, L.I. Division, Berhampur","Executive Engineer, L.I. Division, Berhampur, At- 1st Gate, Po- Panigrahy Pentho, Dist-Ganjam, Odisha, Pin-760006",AOC,1.0,3275194.0,ASHUTOSH GANTAYAT,03-Dec-2025 03:41 PM,Rejected-AOC,Reject,31-Mar-2026 06:09 PM,31-Mar-2026,"INR 5,347,399.65",180.0,AJAY KUMAR MAHAKUD,31-Mar-2026 06:09 PM,Package19.pdf (1406.00 KB),Awarded,Finance,Two Bidder are Admitted,AJAY KUMAR MAHAKUD,08-Jan-2026 11:38 AM,,BOQ Comparative Chart,"Executive Engineer,L.I.Division,Berhampur",Internal,"Estimator,L.I.Division,Berhampur,Divisional Accountant,L.I.Division,Berhampur,Assistant Executive Engineer,Civil L.I. Sub Division,Berhampur, Assistant Engineer,Electrical,L.I. Sub Division, Berhampur",AJAY KUMAR MAHAKUD,06-Jan-2026 08:39 PM,07-Jan-2026 12:00 PM,techsummary_566527.pdf (412.78 KB),"Executive Engineer,L.I.Division,Berhampur",Internal,"Estimator,L.I.Division,Berhampur,Divisional Accountant,L.I.Division,Berhampur,Assistant Executive Engineer,Civil L.I. Sub Division,Berhampur, Assistant Engineer,Electrical,L.I. Sub Division, Berhampur",AJAY KUMAR MAHAKUD,31-Mar-2026 06:07 PM,finsummary_566527.pdf (483.69 KB),Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Berhampur,2025_OLIC_121806_19,07/2025-26 OLIC (BAM),Perju-III R/L,Technical,Two Bidder are Admitted,AJAY KUMAR MAHAKUD,12-Dec-2025 10:34 AM,,1.0,3274990.0,Jayanti sethi,INR,"5,347,399.65",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Affidavit, Registration Documents of JV, Forms- A to G etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,3274990.0,Jayanti sethi,03-Dec-2025 02:43 PM,Accepted-AOC,Accept,31-Mar-2026 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
