S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,22-Jan-2026 06:55 PM,12-Feb-2026 10:30 AM,22-Jan-2026 06:55 PM,11-Feb-2026 05:00 PM,NA ,NA ,22-Jan-2026 06:55 PM,11-Feb-2026 05:00 PM,27-Feb-2026 10:30 AM,"10,54,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,1.0,PLAN AND ELEVATION,Technical Bid,,Orissa State Police Housing and Welfare Corporation Ltd,25/OPHWC/2025-26,2026_OSPHW_124974_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of Atal Bus Stand (C-Type) at Jamankira under Jamankira Block, Sambalpur",Building Work,Please refer Tender documents. ,NA ,"10,54,41,829",Civil Works - Buildings,NA ,Tender,90.0,450.0,Sambalpur,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC,24-Mar-2026,"INR 86,335,770",450.0,Bikram Keshari Malla,24-Mar-2026 04:19 PM,JAMANKIRA.pdf (86.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 17.03.2026,1,3390323,BALDEV PANDA,10-Feb-2026 06:28 PM,Rejected-Finance,DUE TO L2 BIDDER,24-Mar-2026 04:15 PM,Finance,Financial bid opened,MONALISHA PADHY,27-Feb-2026 10:44 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,26-Feb-2026 05:59 PM,27-Feb-2026 10:30 AM,techsummary_577387.pdf (354.03 KB),AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,24-Mar-2026 04:15 PM,finsummary_577387.pdf (875.21 KB),Orissa State Police Housing and Welfare Corporation Ltd,2026_OSPHW_124974_2,25/OPHWC/2025-26,"Construction of Atal Bus Stand (C-Type) at Jamankira under Jamankira Block, Sambalpur",Technical,4 Nos. of bidders have been participated,MONALISHA PADHY,12-Feb-2026 11:24 AM,,1.0,3385460.0,Biswa Bihari Pattanaik,INR,"86,335,770",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3385460,Biswa Bihari Pattanaik,10-Feb-2026 01:49 PM,Accepted-AOC,QUALIFIED BIDDER,24-Mar-2026 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3387476,MONALISA ENGICONS,11-Feb-2026 01:31 PM,Rejected-Technical,Non submission of Sch G in proper format as per DTCN Cl. 12 and 110(j).,26-Feb-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3389171,Rajesh Kumar Panda,10-Feb-2026 07:43 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,26-Feb-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
