Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
Executive Engineer,Internal,"Estimator, DAO,EE",Jay Prakash Soren,23-Mar-2026 05:33 PM,techsummary_577235.pdf (573.75 KB),1,3366995,AMLAN JYOTI MADALA,26-Jan-2026 10:53 PM,Rejected-AOC,Disqualified in transparent lottery,23-Mar-2026 05:44 PM,23-Mar-2026,"INR 1,271,202",30.0,Jay Prakash Soren,23-Mar-2026 05:43 PM,wo09.pdf (226.00 KB),Finance,Tender opening,Jay Prakash Soren,23-Mar-2026 05:28 PM,finance_577235.pdf,BOQ Comparative Chart,1.0,3373179.0,Prafulla Kumar Majhi,INR,"1,271,202",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,2026_CERWI_124950_2,EERWNGP Online 11 2025 26,"SR to RD road to Dengapakhana road such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch-0/000 to 12/000 km in Papdahandi Block for the year 2025-26",Executive Engineer,Internal,"Estimator, DAO,EE",Jay Prakash Soren,23-Mar-2026 05:40 PM,finsummary_577235.pdf (573.75 KB),AOC,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,EERWNGP Online 11 2025 26,2026_CERWI_124950_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"SR to RD road to Dengapakhana road such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch-0/000 to 12/000 km in Papdahandi Block for the year 2025-26","SR to RD road to Dengapakhana road such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch-0/000 to 12/000 km in Papdahandi Block for the year 2025-26",Please refer to tender documents ,NA ,"12,71,202",Civil Works - Roads,NA ,Tender,90.0,30.0,Papdahandi,764071.0,NA ,NA ,NA ,"RURAL WORKS DIVISION-I, NAWARANGPUR",No ,No,"6,000",0.0,Nil,Nil,No,"12,712",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,License PAN Card GSTIN and Affidavit as per DTCN,Executive Engineer,"RURAL WORKS DIVISION-I, NAWARANGPUR",22-Jan-2026 10:00 AM,31-Jan-2026 11:00 AM,22-Jan-2026 10:00 AM,30-Jan-2026 03:00 PM,22-Jan-2026 10:00 AM ,30-Jan-2026 03:00 PM ,22-Jan-2026 10:00 AM,30-Jan-2026 03:00 PM,1.0,ICICI BANK,AOC
,,,,,,2,3371058,ASHOK KUMAR CHOUDHURY,30-Jan-2026 11:29 AM,Rejected-AOC,Disqualified in transparent lottery,23-Mar-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3371335,DEBA RANJAN PATRA,29-Jan-2026 10:36 PM,Rejected-AOC,Disqualified in transparent lottery,23-Mar-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3373462,GOURI PRASAD PATRO,30-Jan-2026 10:58 AM,Rejected-AOC,Disqualified in transparent lottery,23-Mar-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3367660,HARIHARA BISOYEE,27-Jan-2026 12:17 PM,Rejected-AOC,Disqualified in transparent lottery,23-Mar-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3365512,KESHARI MIRGAN,25-Jan-2026 08:05 PM,Rejected-AOC,Disqualified in transparent lottery,23-Mar-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3373361,MAHAMMAD SARUK,30-Jan-2026 02:23 PM,Rejected-AOC,Disqualified in transparent lottery,23-Mar-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3367992,NISHIKANTA JENA,30-Jan-2026 01:23 AM,Rejected-AOC,Disqualified in transparent lottery,23-Mar-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3373179,Prafulla Kumar Majhi,29-Jan-2026 11:18 PM,Accepted-AOC,Awarded of contract,23-Mar-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3373238,PRATAP DASH,30-Jan-2026 12:52 AM,Rejected-AOC,Disqualified in transparent lottery,23-Mar-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
