Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,2026_OSPHW_124160_10,24/OPHWC/2025-26,"Const. of Dolasahi Govt. UPME School, Dolasahi Under Tihidi Block, Bhadrak",1.0,3357729.0,TAPAS KUMAR RAY,INR,"6,537,366",1,3353795,BISWOJIT PATTANAIK,16-Jan-2026 07:01 PM,Rejected-Finance,DUE TO L2 BIDDER,11-Mar-2026 12:41 PM,11-Mar-2026,"INR 6,537,366",180.0,Bikram Keshari Malla,11-Mar-2026 12:44 PM,DOLASAHI.pdf (969.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 05.03.2026,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,07-Feb-2026 06:08 PM,09-Feb-2026 10:30 AM,techsummary_574355.pdf (306.53 KB),Finance,Financial bid opened,LAXMIPRIYA NAYAK,09-Feb-2026 10:37 AM,,BOQ Comparative Chart,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,11-Mar-2026 12:41 PM,finsummary_574355.pdf (726.46 KB),Technical,4 Nos. of bidders have been participated,MONALISHA PADHY,27-Jan-2026 01:19 PM,,AOC,1.0,EXTENSION OF DATE AND TIME,Date,,03-Jan-2026 06:55 PM,27-Jan-2026 10:30 AM,03-Jan-2026 06:55 PM,22-Jan-2026 05:00 PM,NA ,NA ,03-Jan-2026 06:55 PM,22-Jan-2026 05:00 PM,09-Feb-2026 10:30 AM,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,Orissa State Police Housing and Welfare Corporation Ltd,24/OPHWC/2025-26,2026_OSPHW_124160_10,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","77,800",Yes,fixed,,Nil,Nil,"Const. of Dolasahi Govt. UPME School, Dolasahi Under Tihidi Block, Bhadrak",Building Work,Please refer Tender documents. ,NA ,"77,81,652",Civil Works - Buildings,NA ,Tender,90.0,180.0,Bhadrak,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC
,,,,,,,,,2,3363782,PRAKASH KUMAR PANDA,22-Jan-2026 03:32 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,11-Mar-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,MODIFICATION MADE IN DTCN CLAUSE,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3358327,SIBA PRASAD DAS,17-Jan-2026 04:13 PM,Rejected-Finance,DUE TO L3 BIDDER,11-Mar-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3357729,TAPAS KUMAR RAY,19-Jan-2026 11:03 AM,Accepted-AOC,QUALIFIED BIDDER,11-Mar-2026 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
