S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3242793.0,MADHU SUDAN KUMBHAR,INR,"761,269.58",Finance,4 Nos. of bidders have participated.,Santosh Kumar Behera,26-Nov-2025 04:13 PM,,BOQ Comparative Chart,"SMT. LIKA SAHU,CHAIRPERSON,BALANGIR MUNICIPALITY",Internal,"Chairperson , Executive Officer, Municipal Engineer,Junior Engineer, Balangir Municipality",Santosh Kumar Behera,04-Feb-2026 08:04 AM,finsummary_562440.pdf (191.94 KB),Municipal Bodies||Balangir Municipality,2025_ORULB_120809_3,BLGR MPTY/09(01-114)/2025-26,"Construction of Paver Block Road from Pradeep Mishra res to Madhabi Meher res,W.No.4","SMT. LIKA SAHU,CHAIRPERSON,BALANGIR MUNICIPALITY",Internal,"Chairperson , Executive Officer, Municipal Engineer,Junior Engineer, Balangir Municipality",Santosh Kumar Behera,02-Feb-2026 07:41 AM,techsummary_562440.pdf (636.23 KB),1,3243049,MADHABA KUMAR SETHI,20-Nov-2025 10:31 PM,Rejected-Finance,other then L1 percentage rate Bidder,04-Feb-2026 08:04 AM,12-Feb-2026,"INR 761,269.58",90.0,Sanjay Kumar Mohanty,06-Mar-2026 07:23 PM,WO0920252603.pdf (1081.00 KB),After approval of the tender Committee the contractor Sri Madhusudan Kumbhar is awarded the above work.,AOC,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Balangir Municipality,BLGR MPTY/09(01-114)/2025-26,2025_ORULB_120809_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Construction of Paver Block Road from Pradeep Mishra res to Madhabi Meher res,W.No.4",Road Work,Please refer tender documents ,NA ,"8,45,761",Civil Works - Roads,NA ,Tender,180.0,90.0,Balangir,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,07-Nov-2025 11:00 AM,24-Nov-2025 11:00 AM,07-Nov-2025 11:00 AM,21-Nov-2025 05:00 PM,NA ,NA ,07-Nov-2025 11:00 AM,21-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN","Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir","8,458",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3242793,MADHU SUDAN KUMBHAR,20-Nov-2025 08:10 PM,Accepted-AOC,L1,06-Mar-2026 07:23 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3244571,RAJENDRA PUROHIT,21-Nov-2025 03:36 PM,Rejected-Finance,other then L1 percentage rate Bidder,04-Feb-2026 08:04 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3244523,SUJIT KUMAR KHUAS,21-Nov-2025 03:23 PM,Rejected-Finance,other then L1 percentage rate Bidder,04-Feb-2026 08:04 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
