Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,Municipal Bodies||Bhuban NAC,BBN NAC 4/2025-26,2025_ORULB_122289_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,"Executive Officer, Bhuban NAC","Executive Officer, Bhuban NAC","8,482",Yes,percentage,1.0%,Nil,Nil,1.0,Notice,Other,,01-Dec-2025 11:00 AM,16-Dec-2025 11:00 AM,01-Dec-2025 11:00 AM,15-Dec-2025 05:00 PM,NA ,NA ,01-Dec-2025 11:00 AM,15-Dec-2025 05:00 PM,1.0,ICICI BANK,"Peripheral Development and Beautification of Badudeipur matha in ward No.15, Bhuban NAC","Peripheral Development and Beautification of Badudeipur matha in ward No.15, Bhuban NAC",Please refer Tender documents. ,NA ,"8,48,183",Civil Works - Others,NA ,Tender,120.0,60.0,Bhuban NAC,759017.0,NA ,NA ,NA ,"Office of the Executive Officer, Bhuban NAC",No ,No,AOC,Chairperson,Internal,"Tahasildar, Block Finance Officer, ME, JE, EO",SURENDRA NATH SAHOO,11-Feb-2026 04:09 PM,finsummary_568332.pdf (2603.45 KB),Municipal Bodies||Bhuban NAC,2025_ORULB_122289_9,BBN NAC 4/2025-26,"Peripheral Development and Beautification of Badudeipur matha in ward No.15, Bhuban NAC",1.0,3299029.0,Nibedita Pothal,INR,"848,098",Finance,ok,SURENDRA NATH SAHOO,05-Feb-2026 05:28 PM,finance_568332.pdf,BOQ Comparative Chart,1,3298978,ABINASH BEHERA,13-Dec-2025 12:19 AM,Rejected-Technical,Lottary,07-Feb-2026 12:30 PM,12-Mar-2026,"INR 848,098",60.0,SURENDRA NATH SAHOO,12-Mar-2026 12:10 PM,336_2026_IX_90_2025.pdf (1502.00 KB),aoc,Chairperson,Internal,"Tahasildar, Block Finance Officer, JE, ME, EO",SURENDRA NATH SAHOO,07-Feb-2026 12:30 PM,techsummary_568332.pdf (2603.45 KB),AOC
,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3299294,AJAY KUMAR SAHOO,13-Dec-2025 04:12 PM,Rejected-Technical,Lottary,07-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3298616,ANUP KUMAR SAHOO,12-Dec-2025 07:39 PM,Rejected-Technical,Lottary,07-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3299007,Babuli Patra,14-Dec-2025 09:25 PM,Rejected-Technical,Lottary,07-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3299946,BINOD KUMAR BEHERA,14-Dec-2025 11:09 AM,Rejected-Technical,Lottary,07-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3301005,CHINMAYEE SAHOO PROP OF SHIVANSH CONSTRUCTION,14-Dec-2025 09:59 PM,Rejected-Technical,Lottary,07-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3299436,Chittaranjan Mishra,13-Dec-2025 01:13 PM,Rejected-Technical,Lottary,07-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3296628,DEBENDRA SAHOO,12-Dec-2025 09:44 PM,Rejected-Technical,Lottary,07-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3298956,GOURANGA CHARAN BEHERA,12-Dec-2025 11:49 PM,Rejected-Technical,Lottary,07-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3300529,JITENDRA BEHERA,14-Dec-2025 06:00 PM,Rejected-Technical,Lottary,07-Feb-2026 12:30 PM,,,,,,,,,,,,,,AOC
