Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Superintending Engineer, OTDC Ltd. BBSR","O/o The Superintending Engineer, OTDC Ltd. BBSR","6,000","1,080",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1,Repair and Renovation of Way Side Amenity Centre at Dhama in Sambalpur Dist.,Date,,"20,840",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,16-Dec-2025 04:15 PM,26-Dec-2025 11:30 AM,16-Dec-2025 04:15 PM,24-Dec-2025 05:00 PM,16-Dec-2025 04:15 PM ,21-Dec-2025 05:00 PM ,16-Dec-2025 04:15 PM,24-Dec-2025 05:00 PM,Odisha Tourism Devl. Corp.,BP-I/23/2025-26 Dt. 29.11.2025,2025_OTDC_123289_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Repair and Renovation of Way Side Amenity Centre at Dhama in Sambalpur Dist.,Repair and Renovation of Way Side Amenity Centre at Dhama in Sambalpur Dist.,As per DTCN ,NA ,"20,84,000",Civil Works - Buildings,NA ,Tender,180.0,NA ,Dhama,768113.0,NA ,NA ,NA ,"O/o The Superintending Engineer, OTDC Ltd. BBSR",No ,No,AOC,S.K. Behera,Internal,"D.MALIK, A.S.SWAIN, S.PRADHAN",Subrat Kumar Jena,31-Jan-2026 06:01 PM,techsummary_571900.pdf (232.22 KB),1.0,3325358.0,NAIMISH KUMAR PADHAN,INR,"1,771,611.04",Odisha Tourism Devl. Corp.,2025_OTDC_123289_1,BP-I/23/2025-26 Dt. 29.11.2025,Repair and Renovation of Way Side Amenity Centre at Dhama in Sambalpur Dist.,1,3323705,JITENDRA MALLICK,22-Dec-2025 08:33 PM,Rejected-AOC,unsuceessful bidder in transparent lottery system,02-Mar-2026 02:05 PM,02-Mar-2026,"INR 1,771,611.04",30.0,Subrat Kumar Jena,02-Mar-2026 02:05 PM,wacdhamaworkorder.pdf (546.00 KB),work order,S BEHERA,Internal,"S JENA, A S SWAIN",Subrat Kumar Jena,02-Mar-2026 02:01 PM,finsummary_571900.pdf (391.89 KB),Finance,BIDDERS,Subrat Kumar Jena,18-Jan-2026 02:35 PM,finance_571900.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,.pdf,Other documents as per DTCN,2,Repair and Renovation of Way Side Amenity Centre at Dhama in Sambalpur Dist.,Fee,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,3324640,M/S SILICON INTERIORS,23-Dec-2025 03:12 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN TRANSPARENT LOTTERY,02-Mar-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,.xls,BOQ,3,Repair and Renovation of Way Side Amenity Centre at Dhama in Sambalpur Dist.,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,3325358,NAIMISH KUMAR PADHAN,24-Dec-2025 11:24 AM,Accepted-AOC,suceessful bidder in transparent lottery system,02-Mar-2026 02:05 PM,,,,,,,,,,,,,,,,,,,,AOC
