Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS points of Koira Block for the biennial 2025-27,Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS points of Koira Block for the biennial 2025-27,PLEASE REFER TO TENDER DOCUMENTS ,NA ,"39,84,855",Handling and Transportation,Transportation ,Tender,45.0,547.0,Sundargarh,770001.0,"O/O CCSO-cum-DM, Sundargarh ","O/O CCSO-cum-DM, Sundargarh ",02-Sep-2025 11:00 AM ,"O/O ADM (General), Sundargarh",No ,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,"1,99,243",No,fixed,,Nil,Nil,30-Aug-2025 10:00 AM,17-Sep-2025 11:00 AM,30-Aug-2025 10:00 AM,16-Sep-2025 05:30 PM,30-Aug-2025 10:00 AM ,16-Sep-2025 05:30 PM ,30-Aug-2025 10:00 AM,16-Sep-2025 05:30 PM,11-Dec-2025 11:45 AM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Sundargarh,2642 Dt. 26.08.2025,2025_OSCSC_117422_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"CCSO-cum-DM, Sundargarh","O/O CCSO-cum-DM, Sundargarh","5,900",0.0,Nil,Nil,No,AOC,COLLECTOR SUNDARGARH,Internal,CCSO ALO DSWO RTO APD F DTO ASST COMMISSIONER CT AND GST ADM GENERAL SUNDARGARH,Ajaya Kumar Rath,23-Mar-2026 12:50 PM,finsummary_550605.pdf (541.70 KB),Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Sundargarh,2025_OSCSC_117422_1,2642 Dt. 26.08.2025,Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS points of Koira Block for the biennial 2025-27,Technical,Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS points of Koira Block for the biennial 2025-27,Ajaya Kumar Rath,11-Dec-2025 11:34 AM,technical_550605.pdf,1.0,3077975.0,LAKHESWAR ENTERPRISES,INR,"3,984,855",1.0,3080792.0,ASHOK KUMAR AGRAWAL,15-Sep-2025 12:13 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Dec-2025 11:34 AM,23-Mar-2026,"INR 3,984,855",374.0,Ajaya Kumar Rath,23-Mar-2026 12:54 PM,KOiraworkorder.pdf (427.00 KB),Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS points of Koira Block for the biennial 2025-27,Finance,Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS points of Koira Block for the biennial 2025-27,Ajaya Kumar Rath,23-Mar-2026 12:47 PM,finance_550605.pdf,BOQ Comparative Chart,COLLECTOR SUNDARGARH,Internal,CCSO ALO DSWO RTO APD F DTO ASST COMMISSIONER CT AND GST ADM GENERAL SUNDARGARH,Ajaya Kumar Rath,11-Dec-2025 11:40 AM,11-Dec-2025 11:45 AM,techsummary_550605.pdf (845.17 KB),AOC
,,,,,,,,,,,,,,,,,,,,.pdf,TENDERCALLNOTICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,3077975.0,LAKHESWAR ENTERPRISES,15-Sep-2025 04:00 PM,Accepted-AOC,Qualified in Financial Bid,23-Mar-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
