Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Kuchinda NAC,KCDA/NAC-9/2025-26,2026_ORULB_126404_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"12,714",Yes,percentage,1.0%,Nil,Nil,"Laying of Drain Cover Slab Drain from Mantrimunda Tubewell to Subharam Kishan and Nabin Kishan House to Maheswar Seul ,Ward no-8","Laying of Drain Cover Slab Drain from Mantrimunda Tubewell to Subharam Kishan and Nabin Kishan House to Maheswar Seul ,Ward no-8",As per DTCN ,NA ,"12,71,370",Civil Works - Others,NA ,Tender,90.0,60.0,Ward No-8 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,EXECUTIVE OFFICER,"At/Po/Ps-Kuchinda,Dist-Sambalpur,Odisha",23-Feb-2026 10:00 AM,06-Mar-2026 10:00 AM,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,23-Feb-2026 10:00 AM ,05-Mar-2026 05:30 PM ,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,"6,000",0.0,Nil,Nil,No,AOC,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,25-Mar-2026 01:10 PM,techsummary_582367.pdf (633.47 KB),Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,25-Mar-2026 04:19 PM,finsummary_582367.pdf (629.69 KB),Finance,Admitted,Nilamadhab Nag,09-Mar-2026 12:45 PM,finance_582367.pdf,BOQ Comparative Chart,25-Mar-2026,"INR 1,271,370.1",60.0,Barun Kumar Sa,25-Mar-2026 05:11 PM,27.pdf (492.00 KB),Work Order Issued,1,3417305,AMIT AGRAWAL,03-Mar-2026 11:50 AM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,Municipal Bodies||Kuchinda NAC,2026_ORULB_126404_27,KCDA/NAC-9/2025-26,"Laying of Drain Cover Slab Drain from Mantrimunda Tubewell to Subharam Kishan and Nabin Kishan House to Maheswar Seul ,Ward no-8",1.0,3409304.0,DIPTI PANDA,INR,"1,271,370.1",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3418370,AMIT PRATAP SINGH,05-Mar-2026 02:05 AM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3418152,BISHAL AGRAWAL,04-Mar-2026 03:10 PM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3409304,DIPTI PANDA,05-Mar-2026 02:19 PM,Accepted-AOC,Awarded through lottery system,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3419077,GOBINDA SAHOO,05-Mar-2026 07:39 AM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3418545,GOVIND MEHER,04-Mar-2026 07:55 PM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3417890,KAPILASH NAYAK,03-Mar-2026 05:59 PM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3419218,LAXMI AGRAWAL,05-Mar-2026 11:02 AM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3420732,PRAKASH RUDRA SINGH,05-Mar-2026 05:28 PM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3418201,ROHIT AGRAWAL,04-Mar-2026 01:24 PM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,3417348,SUJIT KUMAR AGARWAL,04-Mar-2026 03:12 AM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,3417823,UMESH CHANDRA MAHANANDA,03-Mar-2026 07:21 PM,Rejected-AOC,Rejected,25-Mar-2026 05:11 PM,,,,,,,,,,AOC
