S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,3rd Corrigendum,Date,,1.0,ICICI BANK,"Chief Construction Engineer, R.W.Circle, Bolangir","O/o the Chief Construction Engineer, R.W.Circle, Bolangir",25-Sep-2025 11:00 AM,17-Oct-2025 11:00 AM,25-Sep-2025 11:00 AM,16-Oct-2025 05:00 PM,25-Sep-2025 11:00 AM ,15-Oct-2025 05:00 PM ,25-Sep-2025 11:00 AM,16-Oct-2025 05:00 PM,11-Mar-2026 01:40 PM,Improvement to Malisira to Haldi Chhak Via Desi Road in the district of Bolangir under MMSY-Improvement to Existing RD Road for the year 2024-25,Improvement to Malisira to Haldi Chhak Via Desi Road in the district of Bolangir under MMSY-Improvement to Existing RD Road for the year 2024-25,Please refer Tender documents. ,NA ,"4,36,11,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Titilagarh,767033.0,NA ,NA ,NA ,"O/o C.C.E, R.W.Circle, Bolangir",No ,No,CE RW I||RWCIRCLE-BALANGIR,BLGR-Online-12/2025-26,2025_CERWI_118537_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"R.C, PAN, GSTIN, EMD, Tender Paper Cost, Affidavit regarding correctness, No relation certificate","4,36,110",Yes,percentage,1.0%,Nil,Nil,AOC,23-Mar-2026,"INR 45,747,232.687",270.0,Sukadev Mahali,23-Mar-2026 05:33 PM,MALISIRA.pdf (92.00 KB),L-1,1,3101827,ATUL KUMAR JAIN,28-Sep-2025 11:44 AM,Rejected-Technical,Not willing to extend bid validity,11-Mar-2026 01:36 PM,Finance,FINANCIAL BIDS ARE OPENED,Sunita Kumari Jena,11-Mar-2026 01:49 PM,finance_553849.pdf,BOQ Comparative Chart,S Mahali,Internal,,Sukadev Mahali,11-Mar-2026 01:36 PM,11-Mar-2026 01:40 PM,techsummary_553849.pdf (305.55 KB),1.0,Corrigendum,Tender Revocation,11-Mar-2026 01:04 PM,Proceeding_Malisira.pdf ,1908.63,Technical Opening,S Mahali,Internal,,Sukadev Mahali,23-Mar-2026 05:31 PM,finsummary_553849.pdf (92.09 KB),Technical,16 nos bids opened,Sukadev Mahali,11-Mar-2026 01:22 PM,technical_553849.pdf,CE RW I||RWCIRCLE-BALANGIR,2025_CERWI_118537_6,BLGR-Online-12/2025-26,Improvement to Malisira to Haldi Chhak Via Desi Road in the district of Bolangir under MMSY-Improvement to Existing RD Road for the year 2024-25,1.0,3130213.0,GIRIDHARI LAL AGRAWAL,INR,"45,747,232.687",AOC
2.0,Corrigendum,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn Over, Similar Nature of Work, Machinaries and others documents as per DTCN",,,,,,,AOC,,,,,,,,2,3114089,BIKRAM KUMAR GUPTA,08-Oct-2025 06:08 PM,Rejected-Technical,Work in Hand not furnished,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,AOC,,,,,,,,3,3114874,ER. MOHIT KUMAR JAIN,07-Oct-2025 07:55 PM,Rejected-Finance,L-2,23-Mar-2026 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3130213,GIRIDHARI LAL AGRAWAL,15-Oct-2025 09:20 PM,Accepted-AOC,L-1,23-Mar-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3110691,HITESH AGRAWAL,05-Oct-2025 12:41 PM,Rejected-Technical,Insfficient Work Experience on Similar Nature of Work,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3107103,JAI BAJRANGBALI INFRA,07-Oct-2025 01:23 PM,Rejected-Technical,Not willing to extend bid validity,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3117565,JAYAKUMARI PADHAN,08-Oct-2025 06:58 PM,Rejected-Technical,Not willing to extend bid validity,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3109273,KAMALA AGRAWAL,07-Oct-2025 01:31 PM,Rejected-Technical,Not willing to extend bid validity,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3117912,M/S RAJESH KUMAR PATRA,09-Oct-2025 12:43 AM,Rejected-Technical,Insfficient Work Experience on Similar Nature of Work,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3130236,M/S RAJ KUMAR AGRAWAL,15-Oct-2025 09:44 PM,Rejected-Technical,Not willing to extend bid validity,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3104329,M/S TANUSHREE CONSTRUCTION PROPRIETOR RAJENDRA BEHERA,06-Oct-2025 04:05 PM,Rejected-Technical,Not willing to extend bid validity,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3116769,NITESH KUMAR JAIN,16-Oct-2025 11:33 AM,Rejected-Technical,Not willing to extend bid validity,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3117633,OM CONSTRUCTIONS,08-Oct-2025 07:07 PM,Rejected-Technical,Not willing to extend bid validity,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3131388,SANJAY KUMAR LATH,16-Oct-2025 04:58 PM,Rejected-Technical,Work in hand not furnished,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,3119076,Subrat Kumar Patro,15-Oct-2025 03:52 PM,Rejected-Technical,Work in Hand not furnished,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,3117430,Yajat Agrawal,08-Oct-2025 06:24 PM,Rejected-Technical,Not willing to extend bid validity,11-Mar-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
