Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits NRC, and required documents as DTCN",1.0,ICICI BANK,"20,500",Yes,fixed,,Nil,Nil,27-Oct-2025 04:00 PM,10-Nov-2025 11:00 AM,27-Oct-2025 04:00 PM,07-Nov-2025 05:00 PM,27-Oct-2025 04:00 PM ,03-Nov-2025 11:00 AM ,27-Oct-2025 04:00 PM,07-Nov-2025 05:00 PM,S/R to RD Road to Dhamankhunta Road 0/000 to 2/000 for the year 2025-26,S/R to RD Road to Dhamankhunta Road 0/000 to 2/000 for the year 2025-26,Please refer Tender documents. ,NA ,"20,15,239",Civil Works - Roads,NA ,Tender,90.0,30.0,KESINGA,766012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KESINGA",No ,No,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,RWKSNG-online-06/25-26,2025_CERWI_120160_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"RURAL WORKS DIVISION, KESINGA",AOC,Kanan Pradhan,Internal,,Kanan Pradhan,08-Mar-2026 06:50 PM,finsummary_558820.pdf (513.47 KB),Kanan Pradhan,Internal,,Kanan Pradhan,08-Mar-2026 06:46 PM,techsummary_558820.pdf (497.28 KB),08-Mar-2026,"INR 1,713,155",30.0,Kanan Pradhan,08-Mar-2026 06:53 PM,2959.pdf (498.00 KB),1,3176657,ABHIJEET MANDAL,05-Nov-2025 12:10 PM,Rejected-Finance,As per transparent lottery system,08-Mar-2026 06:50 PM,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,2025_CERWI_120160_18,RWKSNG-online-06/25-26,S/R to RD Road to Dhamankhunta Road 0/000 to 2/000 for the year 2025-26,1.0,3171845.0,NEMICHAND AGRAWAL,INR,"1,713,155",Finance,16 nos bidder participated,Tapan Kumar Badnayak,12-Nov-2025 09:14 PM,,BOQ Comparative Chart,AOC
,,,,,,,.xls,Bill of quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3192269,ABHIMANYU CHHATRIA,07-Nov-2025 09:56 AM,Rejected-Finance,As per transparent lottery system,08-Mar-2026 06:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3171729,ANIL KUMAR KEDIA,05-Nov-2025 12:12 PM,Rejected-Finance,As per transparent lottery system,08-Mar-2026 06:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3186137,Bhakta Charan Bhoi,06-Nov-2025 12:01 AM,Rejected-Finance,As per transparent lottery system,08-Mar-2026 06:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3193040,CHAITANYA MAJHI,07-Nov-2025 01:21 PM,Rejected-Finance,As per transparent lottery system,08-Mar-2026 06:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3184447,Kunja Bihari Sahu,05-Nov-2025 07:18 PM,Rejected-Finance,As per transparent lottery system,08-Mar-2026 06:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3191697,M/S KRISHNA BROTHERS INFRA,07-Nov-2025 06:38 AM,Rejected-Finance,As per transparent lottery system,08-Mar-2026 06:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3171845,NEMICHAND AGRAWAL,04-Nov-2025 12:02 PM,Accepted-AOC,As per transparent lottery system,08-Mar-2026 06:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3193634,PRABIN KUMAR BAHINIPATI,07-Nov-2025 02:12 PM,Rejected-Finance,As per transparent lottery system,08-Mar-2026 06:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3193225,PRATAP KISHOR NAIK,07-Nov-2025 04:26 PM,Rejected-Finance,As per transparent lottery system,08-Mar-2026 06:50 PM,,,,,,,,,,,,,,,,AOC
