Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,15 bidders have participated,Trinatha Behera,22-Sep-2025 07:11 PM,,BOQ Comparative Chart,Trinath Behera,Internal,SE CuttackI SE PA to CCE DAO JE Estimator,Trinatha Behera,20-Sep-2025 03:30 PM,22-Sep-2025 11:00 AM,techsummary_543189.pdf (1113.06 KB),30-Mar-2026,"INR 22,869,379",120.0,Trinatha Behera,30-Mar-2026 07:35 PM,Agtfire.pdf (345.00 KB),The date of commencement may be read as 06.02.2026 to complete the work within 4 calendar months,1,2983256,ADITYA KUMAR DAS,30-Jun-2025 12:04 AM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,1.0,2984245.0,ARUPANAND BISWAL,INR,"22,869,379",Trinath Behera,Internal,SE Cuttack1 DAO PA to CCE JE Estimator,Trinatha Behera,30-Mar-2026 07:30 PM,finsummary_543189.pdf (46.43 KB),Technical,15 bidders have participated,Trinatha Behera,20-Sep-2025 03:24 PM,,EIC-CIVIL||SERNB-CIRCLE-CUTTACK,2025_EICCL_114479_5,CCE.Ctc.(RandB)1/2025-26,Fire Safety Measure in respect of different building in the premises of Odisha Judicial Academy Cutack,AOC,"10,000",0.0,Nil,Nil,No,16-Jun-2025 04:00 PM,01-Jul-2025 11:00 AM,16-Jun-2025 04:00 PM,30-Jun-2025 05:30 PM,NA ,NA ,16-Jun-2025 04:00 PM,30-Jun-2025 05:30 PM,22-Sep-2025 11:00 AM,Fire Safety Measure in respect of different building in the premises of Odisha Judicial Academy Cutack,Building work,As per DTCN ,NA ,"2,69,01,986",Civil Works - Buildings,NA ,Tender,90.0,120.0,Cuttack,753001.0,NA ,NA ,NA ,O/o CCE Cuttack RandB Circle,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GSTIN, PAN, RC, Affidavit and correctness certificate",EIC-CIVIL||SERNB-CIRCLE-CUTTACK,CCE.Ctc.(RandB)1/2025-26,2025_EICCL_114479_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"2,69,100",Yes,fixed,,Nil,Nil,CCE Cuttack RandB Circle,O/o CCE Cuttack RandB Circle,AOC
,,,,,,,,,,,,,,,,,,,,2,2982793,AMULYA SAMANTARAY,29-Jun-2025 02:54 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2984245,ARUPANAND BISWAL,30-Jun-2025 04:56 PM,Accepted-AOC,Due to transparent lottery,30-Mar-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2980841,ASESH NAYAK,26-Jun-2025 04:38 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2983442,ASHUTOSH CHANDRA MOHANTY,30-Jun-2025 12:58 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2984319,Debajyoti millennium pvt ltd,30-Jun-2025 05:15 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2982418,DIGANT PRAKASH KANUNGO,28-Jun-2025 10:40 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2984084,DINESH KUMAR PANY,30-Jun-2025 04:19 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2984157,FLAMEGUARD FIRE SAFETY PRIVATE LIMITED,30-Jun-2025 04:31 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2982308,MANOJ KUMAR SAHOO,28-Jun-2025 06:35 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,11,2980400,M/S. SRI NIGAMANANDA CONSTRUCTION,25-Jun-2025 11:38 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,12,2981713,PRUTHIRAJ LENKA,28-Jun-2025 09:40 AM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,13,2981736,RAHUL JENA,27-Jun-2025 10:10 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,14,2983056,ROJALIN NAYAK,29-Jun-2025 08:14 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,15,2984205,SATYA PRAKASH ROUT,30-Jun-2025 04:34 PM,Rejected-Finance,Due to transparent lottery,30-Mar-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
