S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3245364.0,DILIP KUMAR NANDA,INR,"585,057",Finance,Five bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Bharat Kumar Sethi,27-Nov-2025 01:28 PM,finance_564089.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Asst. Executive Engineer,Bharat Kumar Sethi,20-Mar-2026 01:08 PM,finsummary_564089.pdf (411.44 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_118699_2,MC(CMC)CTC_Div-IINo.18/2025-26,Construction of C.C. road from Dilip Kumar Pattnaik res to Suchit Das res at Haripur in Ward No. 27.,Executive Engineer,Internal,Asst. Executive Engineer,Bharat Kumar Sethi,20-Mar-2026 01:05 PM,techsummary_564089.pdf (411.44 KB),20-Mar-2026,"INR 585,057",60.0,Bharat Kumar Sethi,20-Mar-2026 01:14 PM,472.pdf (98.00 KB),Work Order,1,3245364,DILIP KUMAR NANDA,21-Nov-2025 08:34 PM,Accepted-AOC,Accepted,20-Mar-2026 01:14 PM,AOC,Construction of C.C. road from Dilip Kumar Pattnaik res to Suchit Das res at Haripur in Ward No. 27.,Construction of C.C. road from Dilip Kumar Pattnaik res to Suchit Das res at Haripur in Ward No. 27.,Please refer Tender documents. ,NA ,"6,88,300",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,1.0,ICICI BANK,14-Nov-2025 01:00 PM,27-Nov-2025 11:00 AM,14-Nov-2025 01:00 PM,24-Nov-2025 05:00 PM,NA ,NA ,14-Nov-2025 01:00 PM,24-Nov-2025 05:00 PM,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IINo.18/2025-26,2025_ORULB_118699_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,900",Yes,fixed,,Nil,Nil,"Executive Engineer, CD-II","TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","4,720",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3250247,Ganesh Chandra Swain,24-Nov-2025 12:25 PM,Rejected-AOC,Rejected,20-Mar-2026 01:14 PM,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3250784,MD AZHAR,24-Nov-2025 02:04 PM,Rejected-AOC,Rejected,20-Mar-2026 01:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3250409,PITAMBER MALIK,24-Nov-2025 12:58 PM,Rejected-AOC,Rejected,20-Mar-2026 01:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3248999,SUMANTA DAS,23-Nov-2025 08:48 PM,Rejected-AOC,Rejected,20-Mar-2026 01:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
