Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Municipal Bodies||Kuchinda NAC,KCDA/NAC-9/2025-26,2026_ORULB_126404_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER,"At/Po/Ps-Kuchinda,Dist-Sambalpur,Odisha",23-Feb-2026 10:00 AM,06-Mar-2026 10:00 AM,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,23-Feb-2026 10:00 AM ,05-Mar-2026 05:30 PM ,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,"13,166",Yes,percentage,1.0%,Nil,Nil,"Laying of drain Cover slab drain from Kishor Naik house to Culvert two side W.N-09,NAC Kuchinda","Laying of drain Cover slab drain from Kishor Naik house to Culvert two side W.N-09,NAC Kuchinda",As per DTCN ,NA ,"13,16,578",Civil Works - Others,NA ,Tender,90.0,60.0,Ward No-9 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,AOC,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,25-Mar-2026 01:01 PM,techsummary_582373.pdf (633.47 KB),Pradyut Kumar Mohanty,Internal,"Barun kumar Sa, Nilamadhab Nag, Manaranjan Suna",Barun Kumar Sa,30-Mar-2026 01:34 PM,finsummary_582373.pdf (629.69 KB),Finance,Admitted,Nilamadhab Nag,09-Mar-2026 12:54 PM,finance_582373.pdf,BOQ Comparative Chart,1,3417309,AMIT AGRAWAL,03-Mar-2026 12:02 PM,Rejected-AOC,Rejected,30-Mar-2026 05:11 PM,Municipal Bodies||Kuchinda NAC,2026_ORULB_126404_30,KCDA/NAC-9/2025-26,"Laying of drain Cover slab drain from Kishor Naik house to Culvert two side W.N-09,NAC Kuchinda",1.0,3418208.0,ROHIT AGRAWAL,INR,"1,316,578.11",30-Mar-2026,"INR 1,316,578.11",60.0,Barun Kumar Sa,30-Mar-2026 05:10 PM,30.pdf (488.00 KB),Work Order Issued,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3418373,AMIT PRATAP SINGH,05-Mar-2026 02:24 AM,Rejected-AOC,Rejected,30-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3419007,BISHAL AGRAWAL,05-Mar-2026 12:50 AM,Rejected-AOC,Rejected,30-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3420144,DIPTI PANDA,05-Mar-2026 02:31 PM,Rejected-AOC,Rejected,30-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3419081,GOBINDA SAHOO,05-Mar-2026 07:53 AM,Rejected-AOC,Rejected,30-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3418572,GOVIND MEHER,04-Mar-2026 08:01 PM,Rejected-AOC,Rejected,30-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3417895,KAPILASH NAYAK,03-Mar-2026 06:04 PM,Rejected-AOC,Rejected,30-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3419248,LAXMI AGRAWAL,05-Mar-2026 11:24 AM,Rejected-AOC,Rejected,30-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3415096,PRAKASH RUDRA SINGH,01-Mar-2026 05:36 PM,Rejected-AOC,Rejected,30-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3418208,ROHIT AGRAWAL,04-Mar-2026 01:59 PM,Accepted-AOC,Awarded through lottery system,30-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,AOC
