Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Finance,total 2 nos accepted,Saraseebala Behera,30-Jan-2026 01:04 PM,,BOQ Comparative Chart,1.0,3372437.0,Niranjan Pradhan,INR,"388,402.57",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2026_CERWI_124982_2,SE/BDK-II/TCN-26/2025-26,Special Repair to Sub-Register office at Dhusuri for the year 2025-26.,Executive Engineer,Internal,,Lambodar Naik,25-Mar-2026 01:04 PM,finsummary_577434.pdf (243.74 KB),Executive Engineer,Internal,,Lambodar Naik,25-Mar-2026 12:57 PM,techsummary_577434.pdf (243.74 KB),1,3372437,Niranjan Pradhan,29-Jan-2026 03:20 PM,Accepted-AOC,accepted,25-Mar-2026 01:09 PM,25-Mar-2026,"INR 388,402.57",30.0,Lambodar Naik,25-Mar-2026 01:09 PM,dhusuri.pdf (422.00 KB),AOC,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-26/2025-26,2026_CERWI_124982_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,040",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,Special Repair to Sub-Register office at Dhusuri for the year 2025-26.,Special Repair to Sub-Register office at Dhusuri for the year 2025-26.,Please refer Tender documents. ,NA ,"5,04,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,22-Jan-2026 04:00 PM,30-Jan-2026 11:30 AM,22-Jan-2026 04:00 PM,29-Jan-2026 05:00 PM,22-Jan-2026 04:00 PM ,29-Jan-2026 03:00 PM ,22-Jan-2026 04:00 PM,29-Jan-2026 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD ,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC","SE R.W.DIVISION-II,BHADRAK","SE R.W.DIVISION-II,BHADRAK",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3366020,TAPAN KUMAR PANIGRAHI,29-Jan-2026 04:24 PM,Rejected-AOC,rejected,25-Mar-2026 01:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BILL OF QUANTITY,,,AOC
