Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
SE RWD Udala,SE RWD Udala,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, RC, PAN, GSTIN, Affidavits, and other required documents as per DTCN.",02-Dec-2025 01:00 PM,08-Dec-2025 05:30 PM,02-Dec-2025 01:00 PM,08-Dec-2025 05:00 PM,02-Dec-2025 01:00 PM ,08-Dec-2025 03:00 PM ,02-Dec-2025 01:00 PM,08-Dec-2025 05:00 PM,Construction of 01 No. F Type Qtr at Sainkula PHC in the District of Mayurbhanj.,Construction of 01 No. F Type Qtr at Sainkula PHC in the District of Mayurbhanj.,Please refer Tender documents. ,NA ,"22,87,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,Office of the SE RWD Udala,No ,No,"22,870",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,05(Onilne)/RWD/UDALA/2025-26,2025_CERWI_122336_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,SE RWD Udala,Internal,,Haripriya Behera,13-Mar-2026 07:31 AM,techsummary_568500.pdf (507.56 KB),SE RWD Udala,Internal,,Haripriya Behera,13-Mar-2026 07:33 AM,finsummary_568500.pdf (507.56 KB),Finance,11 Nos of bidders admitted,Haripriya Behera,13-Mar-2026 07:29 AM,,BOQ Comparative Chart,13-Mar-2026,"INR 1,944,317.54",180.0,Haripriya Behera,13-Mar-2026 07:36 AM,TCN_05_13A.pdf (389.00 KB),1,3286417,ARPIT ROUT,07-Dec-2025 05:30 PM,Rejected-AOC,L1,13-Mar-2026 07:36 AM,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_122336_13,05(Onilne)/RWD/UDALA/2025-26,Construction of 01 No. F Type Qtr at Sainkula PHC in the District of Mayurbhanj.,1.0,3282620.0,MONALISA LENKA,INR,"1,944,317.54",AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3288817,BHIKARI DALAEI,08-Dec-2025 03:12 PM,Rejected-AOC,L1,13-Mar-2026 07:36 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3280910,DEEPAK PRATIHARI,07-Dec-2025 03:15 PM,Rejected-AOC,L1,13-Mar-2026 07:36 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3285735,Kamalakanta Choudhury,07-Dec-2025 05:32 PM,Rejected-AOC,L1,13-Mar-2026 07:36 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3281935,KAMAL LOCHAN ROUT,08-Dec-2025 11:35 AM,Rejected-AOC,L1,13-Mar-2026 07:36 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3282620,MONALISA LENKA,06-Dec-2025 10:04 PM,Accepted-AOC,L1,13-Mar-2026 07:36 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3278084,PRADIPTA KISHORE DAS,08-Dec-2025 11:45 AM,Rejected-AOC,L1,13-Mar-2026 07:36 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3282691,RANJITA SA,07-Dec-2025 08:19 PM,Rejected-AOC,L1,13-Mar-2026 07:36 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3284109,SAGAR KUMAR SETHY,07-Dec-2025 07:48 PM,Rejected-AOC,L1,13-Mar-2026 07:36 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3289271,SHASHIKANTA BISWAL,08-Dec-2025 04:14 PM,Rejected-AOC,L1,13-Mar-2026 07:36 AM,,,,,,,,,,AOC
