S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,3325570.0,Baburam Behera,INR,"2,842,714.737",Odisha Tourism Devl. Corp.,2025_OTDC_123271_1,BP I/23/2025/26 dt. 29.11.2025,Repair and Renovation of Way Side Amenity Centre at Badasankha Tarini Nandika road in Ganjam Dist.,S.K. Behera,Internal,"S.K. MISHRA, A.S. SWAIN, D. MALIK",Subrat Kumar Jena,06-Mar-2026 04:43 PM,techsummary_571844.pdf (2301.28 KB),Finance,BIDDERS,Subrat Kumar Jena,18-Jan-2026 03:00 PM,finance_571844.pdf,BOQ Comparative Chart,S.K. Behera,Internal,"S.K. MISHRA, A.S. SWAIN, D. MALIK",Subrat Kumar Jena,06-Mar-2026 04:59 PM,finsummary_571844.pdf (533.78 KB),06-Mar-2026,"INR 2,842,714.737",60.0,Subrat Kumar Jena,06-Mar-2026 05:03 PM,workorder.pdf (1129.00 KB),WORK ORDER,1,3324975,BABULA KAANRA,23-Dec-2025 05:32 PM,Rejected-AOC,UNSUCCESSFUL BIDDER,06-Mar-2026 05:03 PM,AOC,1.0,Repair and Renovation of Way Side Amenity Centre at Badasankha Tarini Nandika road in Ganjam Dist.,Date,,"Superintending Engineer, OTDC Ltd. BBSR","O/o The Superintending Engineer, OTDC Ltd. BBSR","6,000","1,080",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"33,440",Yes,fixed,,Nil,Nil,Repair and Renovation of Way Side Amenity Centre at Badasankha Tarini Nandika road in Ganjam Dist.,Repair and Renovation of Way Side Amenity Centre at Badasankha Tarini Nandika road in Ganjam Dist.,As per DTCN ,NA ,"33,44,000",Civil Works - Buildings,NA ,Tender,180.0,60.0,Ganjam,761026.0,NA ,NA ,NA ,"O/o The Superintending Engineer, OTDC Ltd. BBSR",No ,No,1.0,ICICI BANK,Odisha Tourism Devl. Corp.,BP I/23/2025/26 dt. 29.11.2025,2025_OTDC_123271_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,16-Dec-2025 01:20 PM,26-Dec-2025 11:30 AM,16-Dec-2025 01:20 PM,24-Dec-2025 05:00 PM,16-Dec-2025 01:20 PM ,21-Dec-2025 05:00 PM ,16-Dec-2025 01:20 PM,24-Dec-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3325570,Baburam Behera,24-Dec-2025 12:00 PM,Accepted-AOC,SUCCESSFUL BIDDER,06-Mar-2026 05:03 PM,AOC,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3325061,CHANDAN SAHOO,23-Dec-2025 06:25 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN TRANSPARNT LOTTERY SYSTEM,06-Mar-2026 04:59 PM,AOC,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3326291,CHANDRAKANT RAY,24-Dec-2025 03:24 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN TRANSPARNT LOTTERY SYSTEM,06-Mar-2026 04:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3324135,SANYASI BEHERA SC,24-Dec-2025 11:52 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN TRANSPARNT LOTTERY SYSTEM,06-Mar-2026 04:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
