Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Eight no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,23-Feb-2026 12:59 PM,,BOQ Comparative Chart,Managing Director,Internal,,JAYALAXMI BISWAL,21-Feb-2026 01:05 PM,23-Feb-2026 11:30 AM,techsummary_566309.pdf (4875.78 KB),17-Mar-2026,"INR 23,862,645",365.0,JAYALAXMI BISWAL,17-Mar-2026 01:39 PM,AOC.pdf (405.00 KB),1,3286908,AKSHAYA KUMAR SWAIN,08-Dec-2025 10:15 AM,Rejected-AOC,Not a lowest bidder,17-Mar-2026 01:39 PM,1.0,3289482.0,KSHIROD CHANDRA PRADHAN,INR,"23,862,645",Managing Director,Internal,,JAYALAXMI BISWAL,17-Mar-2026 01:36 PM,finsummary_566309.pdf (536.94 KB),Technical,Ten no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,11-Dec-2025 01:41 PM,,WATCO Bhubaneswar,2025_WATCO_121737_1,WATCO (W)-25(07)/2025-26 Dtd.18.11.2025,Laying of Water Supply Pipe lines to newly developed areas/Replacement of old pipes in Zone-1 of Puri Municipality,AOC,25-Nov-2025 05:00 PM,11-Dec-2025 12:30 PM,25-Nov-2025 05:00 PM,09-Dec-2025 05:00 PM,25-Nov-2025 05:00 PM ,01-Dec-2025 05:00 PM ,25-Nov-2025 05:00 PM,09-Dec-2025 05:00 PM,23-Feb-2026 11:30 AM,1.0,ICICI BANK,"11,800",Nil,Nil,No,"2,81,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",WATCO Bhubaneswar,WATCO (W)-25(07)/2025-26 Dtd.18.11.2025,2025_WATCO_121737_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Managing Director,"The Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2571444",Laying of Water Supply Pipe lines to newly developed areas/Replacement of old pipes in Zone-1 of Puri Municipality,Laying of Water Supply Pipe lines to newly developed areas/Replacement of old pipes in Zone-1 of Puri Municipality,Please refer Tender documents. ,NA ,"2,80,70,000",Civil Works - Water Works,NA ,Tender,120.0,365.0,Puri,752001.0,NA ,NA ,NA ,Bhubaneswar,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,3291599,ASHISH MOHANTY,09-Dec-2025 02:57 PM,Rejected-AOC,Not a lowest bidder,17-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3286873,BIKRAM KESHARI PATTANAIK,09-Dec-2025 12:03 PM,Rejected-Technical,Technically disqualified,21-Feb-2026 01:05 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3291487,CHINTAMANI KUNDA,09-Dec-2025 03:29 PM,Rejected-AOC,Not a lowest bidder,17-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3291601,KAMAL KANTA SUNDARAY,09-Dec-2025 02:22 PM,Rejected-AOC,Not a lowest bidder,17-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3289482,KSHIROD CHANDRA PRADHAN,09-Dec-2025 03:06 PM,Accepted-AOC,Lowest bidder,17-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3290291,PATITAPABAN PATI,09-Dec-2025 03:24 PM,Rejected-AOC,Not a lowest bidder,17-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3291876,RAMAKANTA PANDA,09-Dec-2025 04:20 PM,Rejected-AOC,Not a lowest bidder,17-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3277855,SANGRAM SWAIN,04-Dec-2025 12:23 PM,Rejected-AOC,Not a lowest bidder,17-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3283577,SRABANI KAR,08-Dec-2025 06:56 PM,Rejected-Technical,Technically disqualified,21-Feb-2026 01:05 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
