S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,CCE R and B RGDA- 03/2025-26,2025_EICCL_116591_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Chief Construction Engineer,CCE R and B Circle Rayagada,07-Aug-2025 03:00 PM,25-Aug-2025 11:00 AM,07-Aug-2025 03:00 PM,22-Aug-2025 05:00 PM,07-Aug-2025 03:00 PM ,18-Aug-2025 05:00 PM ,07-Aug-2025 03:00 PM,22-Aug-2025 05:00 PM,07-Nov-2025 04:30 PM,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender paper, EMD,PAN,GSTIN,GSTRC,Labour license,Affidavit,Regd. Certificate","7,89,000",Yes,fixed,,Nil,Nil,Improvement to Bhawanipatna-Gunupur Kashipur-Rupkana Road from Ch. 120/450 km to 121/220 km in the District of Rayagada for the year 2025-26.,Road Works,Please refer Tender documents. ,NA ,"7,88,55,303",Civil Works - Roads,NA ,Tender,90.0,300.0,Rayagada,765001.0,NA ,NA ,NA ,CCE R and B Circle Rayagada,No ,No,AOC,1,3044086,B Manoj Kumar Rao,22-Aug-2025 09:45 AM,Rejected-AOC,First lowest,30-Mar-2026 05:10 PM,30-Mar-2026,"INR 67,034,893",300.0,Ambikeya Mishra,30-Mar-2026 05:10 PM,LOA_BGKR.pdf (480.00 KB),LOA issued in favour of Sri S Agrawal vide Letter no. 986 Dt. 10.02.2026 of SE Rgda No-I,Finance,Financial Bid Opened,Pratap Chandra Mishra,13-Nov-2025 05:50 PM,finance_548637.pdf,BOQ Comparative Chart,CCE,Internal,CCE SE DAO PA to CCE Estimator,Ambikeya Mishra,04-Nov-2025 02:14 PM,07-Nov-2025 04:30 PM,techsummary_548637.pdf (680.11 KB),CCE Rayagada,Internal,CCE DAO PA to CCE Estimator,Ambikeya Mishra,30-Mar-2026 05:04 PM,finsummary_548637.pdf (491.71 KB),EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,2025_EICCL_116591_2,CCE R and B RGDA- 03/2025-26,Improvement to Bhawanipatna-Gunupur Kashipur-Rupkana Road from Ch. 120/450 km to 121/220 km in the District of Rayagada for the year 2025-26.,Technical,Nine nos of bidders are participated and for technical evaluation,Ambikeya Mishra,21-Sep-2025 06:10 PM,technical_548637.pdf,1.0,3043483.0,Sachin Agarwal,INR,"67,034,893",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Experience and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3044127,JAY PRAKASH SHARMA,22-Aug-2025 04:14 PM,Rejected-AOC,First lowest,30-Mar-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3044100,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,22-Aug-2025 02:33 PM,Rejected-AOC,First lowest,30-Mar-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3040364,M/S GUPTESWAR CONSTRUCTION,20-Aug-2025 07:23 PM,Rejected-AOC,First lowest,30-Mar-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3044488,M/s SHREE INFRA AND CO,22-Aug-2025 02:04 PM,Rejected-Technical,Dis-Qualified as per Technical Evaluation Sheet (due to non furnishing of valid RC),04-Nov-2025 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3044608,RAPS INFRATECH PRIVATE LIMITED,22-Aug-2025 03:02 PM,Rejected-AOC,First lowest,30-Mar-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3043483,Sachin Agarwal,21-Aug-2025 01:27 PM,Accepted-AOC,First lowest in transparent lottery system,30-Mar-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3041068,SANJAYA KUMAR AGRAWAL,21-Aug-2025 12:19 PM,Rejected-AOC,First lowest,30-Mar-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3041146,Surendra Maharana,21-Aug-2025 12:23 PM,Rejected-AOC,First lowest,30-Mar-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
