Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
15-Oct-2025,"INR 93,034,882.44",180.0,Sudarsan Sadangi,17-Mar-2026 07:57 PM,OrderBalangir10.pdf (442.00 KB),ORDER,MD OLIC LTD,Internal,"FA-CUM-CAO DOWR, FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, REP. OF DIRECTOR GWD, EE (MP) OLIC",Sudarsan Sadangi,14-Oct-2025 09:41 PM,finsummary_530192.pdf (17372.14 KB),Finance,Two nos of bidders have participated,Sudarsan Sadangi,08-Jul-2025 12:51 PM,,BOQ Comparative Chart,1,2857861,AJAY INFRA AND CONSTRUCTION PVT LTD,17-Mar-2025 10:52 AM,Rejected-Finance,Rejected by Tender Committee,14-Oct-2025 09:41 PM,Technical,Two nos of bidders have participated,Sudarsan Sadangi,18-Mar-2025 05:20 PM,,Orissa Lift Irrigation Corporation,2025_OLIC_110679_4,1329 DT-14.02.2025,"Installatin, Electrification, Energisation and Commissioning of Borewells in BALANGIR District Pkg-10 BID ID-79",1.0,2858061.0,PABITRA ELECTRICAL WORKSHOP,INR,"93,034,882.44",CE MECH DOWR,External,"FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, ADDL. DIRECTOR GWD, EE (ELECT.) OLIC, EE (MP) OLIC",Sudarsan Sadangi,03-Jul-2025 02:02 PM,07-Jul-2025 11:00 AM,techsummary_530192.pdf (12490.21 KB),AOC,"11,800",0.0,Nil,Nil,Yes,1,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN",1,ICICI BANK,"9,30,000",Yes,fixed,,Nil,Nil,"Installatin, Electrification, Energisation and Commissioning of Borewells in BALANGIR District Pkg-10 BID ID-79","Installatin, Electrification, Energisation and Commissioning of Borewells in BALANGIR District Pkg-10 BID ID-79",Please refer Tender Document DTCN ,NA ,"9,30,35,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,730.0,180.0,BALANGIR,767001.0,NA ,NA ,NA ,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,No ,No,19-Feb-2025 10:00 AM,18-Mar-2025 11:00 AM,19-Feb-2025 10:00 AM,17-Mar-2025 05:00 PM,19-Feb-2025 10:00 AM ,03-Mar-2025 05:00 PM ,19-Feb-2025 10:00 AM,17-Mar-2025 05:00 PM,07-Jul-2025 11:00 AM,Orissa Lift Irrigation Corporation,1329 DT-14.02.2025,2025_OLIC_110679_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,MD OLIC,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,AOC
,,,,,,,,,,,,,,,,,,,2,2858061,PABITRA ELECTRICAL WORKSHOP,17-Mar-2025 03:00 PM,Accepted-AOC,L-1 Bidder,17-Mar-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
