S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3394795.0,UMESHCHANDRA MUNDA,INR,"4,466,524",SE,Internal,,Sanjukta Marndi,13-Mar-2026 06:41 PM,finsummary_580410.pdf (803.44 KB),CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2026_CERWI_125770_1,NCB 19 OF 2025-26,"Periodical Maintenance to Jagannathpur to Dhanurjyapur Road from ch0/000 to 1/000,1/600 to 3/500Km for the year 2025- 26.",Technical,COVER1,Sanjukta Marndi,19-Feb-2026 11:40 AM,technical_580410.pdf,Finance,cover1,Sanjukta Marndi,13-Mar-2026 06:36 PM,finance_580410.pdf,BOQ Comparative Chart,SE,Internal,SE/DAO/ESTIMATOR,Sanjukta Marndi,19-Feb-2026 11:42 AM,19-Feb-2026 05:00 PM,techsummary_580410.pdf (615.87 KB),1,3394899,AUROJWALA JENA,14-Feb-2026 04:41 PM,Rejected-AOC,Rejected,14-Mar-2026 01:57 PM,13-Mar-2026,"INR 4,466,524",30.0,Kapileswar Singh,14-Mar-2026 01:57 PM,1282.pdf (701.00 KB),AOC,"55,830",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST AS PER ANEEXURE",1.0,ICICI BANK,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 19 OF 2025-26,2026_CERWI_125770_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,SUPERINTENDING ENGINEER,"R.W DIVISION-I,KEONJHAR","Periodical Maintenance to Jagannathpur to Dhanurjyapur Road from ch0/000 to 1/000,1/600 to 3/500Km for the year 2025- 26.","Periodical Maintenance to Jagannathpur to Dhanurjyapur Road from ch0/000 to 1/000,1/600 to 3/500Km for the year 2025- 26.",Please refer Tender documents. ,NA ,"55,83,000",Civil Works - Roads,NA ,Tender,90.0,30.0,KEONJHAR,758001.0,NA ,NA ,NA ,"R.W DIVISION-I,KEONJHAR",No ,No,09-Feb-2026 05:30 PM,16-Feb-2026 11:00 AM,09-Feb-2026 05:30 PM,16-Feb-2026 09:00 AM,09-Feb-2026 05:30 PM ,13-Feb-2026 05:00 PM ,09-Feb-2026 05:30 PM,16-Feb-2026 09:00 AM,19-Feb-2026 05:00 PM,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3393857,BISWAJIT SINGH,13-Feb-2026 01:04 AM,Rejected-AOC,Rejected,14-Mar-2026 01:57 PM,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3395952,DIPAK KUMAR BEHERA,14-Feb-2026 04:38 PM,Rejected-AOC,Rejected,14-Mar-2026 01:57 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3397400,RATNAKAR NAIK,15-Feb-2026 09:12 PM,Rejected-AOC,Rejected,14-Mar-2026 01:57 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3394839,SUBASH CHANDRA PARIDA,13-Feb-2026 01:21 PM,Rejected-AOC,Rejected,14-Mar-2026 01:57 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3394795,UMESHCHANDRA MUNDA,13-Feb-2026 01:04 PM,Accepted-AOC,Accepted,14-Mar-2026 01:57 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
