Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,SELECTED IN FINANCIAL BID,Durga Charan Beshra,21-Mar-2026 12:52 PM,finance_545583.pdf,BOQ Comparative Chart,COLLECTOR JHARSUGUDA,Internal,RTO JHARSUGUDA DSWO JHARSUGUDA DLO JHARSUGUDA CSO JHARSUGUDA,Durga Charan Beshra,06-Aug-2025 06:31 PM,07-Aug-2025 11:30 AM,techsummary_545583.pdf (816.12 KB),1,3005590,ASHOK KUMAR LODHA,28-Jul-2025 10:26 AM,Accepted-AOC,SELECTED,21-Mar-2026 12:57 PM,21-Mar-2026,INR 34.51,380.0,Durga Charan Beshra,21-Mar-2026 12:57 PM,JHARSUGUDABLOCK.pdf (594.00 KB),SELECTED IN FINANCIAL BID,1.0,3005590.0,ASHOK KUMAR LODHA,INR,34.51,COLLECTOR,Internal,RTO DLO DSWO,Durga Charan Beshra,21-Mar-2026 12:55 PM,finsummary_545583.pdf (1071.77 KB),Technical,TENDER DOCUMENT SUBMITTED,Durga Charan Beshra,06-Aug-2025 06:29 PM,technical_545583.pdf,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jharsuguda,2025_OSCSC_115354_1,2254 dt04.07.2025,Level-II Transport Contractor of Custom Milled Rice CMR from RRC to Retail Centre FPS under OSCSC Ltd in Jharsuguda for the biennial 2025-27 JSG Block,AOC,1.0,AMENDMENT NOTICE,Other,,"CSO-CUM-DISTRICT MANAGER, OSCSC LTD., JHARSUGUDA","OFFICE OF THE CSO-cum-DISTRICT MANAGER, JHARSUGUDA",1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,Level-II Transport Contractor JSG Block,"1,01,447",No,fixed,,Nil,Nil,Level-II Transport Contractor of Custom Milled Rice CMR from RRC to Retail Centre FPS under OSCSC Ltd in Jharsuguda for the biennial 2025-27 JSG Block,Level-II Transport Contractor of Custom Milled Rice CMR from RRC to Retail Centre FPS under OSCSC Ltd in Jharsuguda for the biennial 2025-27 JSG Block,Level-II Transport Contractor of Custom Milled Rice CMR from RRC to Retail Centre FPS under OSCSC Ltd in Jharsuguda for the biennial 2025-27 JSG Block ,NA ,,Handling and Transportation,NA ,Tender,610.0,NA ,"OFFICE OF THE CSO-cum-DISTRICT MANAGER, JHARSUGUDA",768204.0,"OFFICE OF THE CSO-cum-DISTRICT MANAGER, JHARSUGUDA ","OFFICE OF THE CSO-cum-DISTRICT MANAGER, JHARSUGUDA ",16-Jul-2025 11:00 AM ,"MINI CONFERENCE HALL OF COLLECTORATE , JHARSUGUDA",No ,No,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jharsuguda,2254 dt04.07.2025,2025_OSCSC_115354_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"5,900",0.0,Nil,Nil,No,10-Jul-2025 09:00 AM,29-Jul-2025 11:00 AM,10-Jul-2025 09:00 AM,28-Jul-2025 05:30 PM,10-Jul-2025 09:00 AM ,28-Jul-2025 05:00 PM ,10-Jul-2025 09:00 AM,28-Jul-2025 05:30 PM,07-Aug-2025 11:30 AM,AOC
,,,,,,,,,,,,,2,3005627,JAI BAJRANGBALI TRANSPORT,27-Jul-2025 10:06 PM,Not Admitted-Finance,Not qualified for AOC,21-Mar-2026 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
