Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Receipt of Tender Paper Cost and EMD.,"O/O THE SE, SID, SUNDARGARH","O/O THE SE, SID, SUNDARGARH AT/PO-SANKARA DIST-SUNDARGARH PIN-770020",01-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,01-Nov-2025 10:00 AM,15-Nov-2025 05:30 PM,01-Nov-2025 10:00 AM ,15-Nov-2025 05:30 PM ,01-Nov-2025 10:00 AM,15-Nov-2025 05:30 PM,"24,560",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Sundargarh Irr.Divn,Sundargarh",SID-05/2025-26,2025_CEBBU_120342_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Providing CC Road at Sapdagar, the connecting road from office to Dam site of Talsara Irrigation Project","Providing CC Road at Sapdagar, the connecting road from office to Dam site of Talsara Irrigation Project",Please refer Tender documents. ,NA ,"24,56,034",Civil Works - Roads,NA ,Tender,90.0,90.0,SUNDARGARH,770020.0,NA ,NA ,NA ,"O/O THE SE, SID, SUNDARGARH",No ,No,AOC,SEDAOAEEAE,Internal,SEDAOAEEAE,Gobinda Chandra Majhi,01-Mar-2026 10:43 AM,techsummary_560184.pdf (1363.29 KB),SEDAOAEEAE,Internal,SEDAOAEEAE,Gobinda Chandra Majhi,01-Mar-2026 10:54 AM,finsummary_560184.pdf (1363.29 KB),Finance,Bid Opening Summary,Gobinda Chandra Majhi,26-Nov-2025 06:33 PM,finance_560184.pdf,BOQ Comparative Chart,01-Mar-2026,"INR 2,087,874",90.0,Gobinda Chandra Majhi,01-Mar-2026 11:05 AM,35P1202526.pdf (4161.00 KB),WORK ORDER AND AGREEMENT COPY,1,3223893,ACHYUTANAND SAHOO,14-Nov-2025 12:07 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Sundargarh Irr.Divn,Sundargarh",2025_CEBBU_120342_11,SID-05/2025-26,"Providing CC Road at Sapdagar, the connecting road from office to Dam site of Talsara Irrigation Project",1.0,3227372.0,SUNDARLAL SANDHA,INR,"2,087,874",AOC
,,.pdf,"GSTIN, PAN Card, Contractor Regd. Certificate, No Relation Certificate, Other document as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3226272,ALOK KUMAR NAIK,14-Nov-2025 11:08 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3224912,BANAMALI BHITRIA,15-Nov-2025 11:49 AM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3193264,BHARAT SETH,07-Nov-2025 01:03 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3227100,BIBHUTI BHUSAN NAIK,15-Nov-2025 12:47 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3226225,BIJAY KUMAR BEHERA,14-Nov-2025 10:27 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3221640,Bikash Kumar Tanty,15-Nov-2025 03:20 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3226186,BIMAL BAIGA,14-Nov-2025 10:08 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3226255,BINAY NAIK,14-Nov-2025 10:50 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3218653,DEEPAK KUMAR TOPPO,12-Nov-2025 06:41 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,3226635,DURGA MADHABA TAPNO,15-Nov-2025 10:58 AM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,3220842,GANESH RANA,13-Nov-2025 12:53 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
