Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,13,3224498,ISWARI PRASAD NAIK,14-Nov-2025 01:42 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,14,3227938,JAGADISH ROUT,15-Nov-2025 04:26 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,15,3227909,JAGESWAR BANJARA,15-Nov-2025 05:10 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,16,3227451,JAJATI KESHARI NAIK,15-Nov-2025 01:59 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,17,3220688,JAYANTA KUMAR PATTNAIK,13-Nov-2025 12:12 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,18,3226506,JITENDRA NAIK,15-Nov-2025 11:54 AM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,19,3223972,JIWAN PRAKASH MINZ,14-Nov-2025 12:24 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,20,3227712,KIRTIMEGHA PARIJA,15-Nov-2025 03:38 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,21,3225984,KRISHNA NAIK,14-Nov-2025 08:20 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,22,3227111,MAHENDRA KHUKHARI,15-Nov-2025 12:48 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,23,3227644,MD MEHTAB SEIKH,15-Nov-2025 03:22 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,24,3227281,MEGHANATH SINGH,15-Nov-2025 01:34 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,25,3225896,MUKESH KUMAR RANA,14-Nov-2025 07:27 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,26,3225970,NITYARANJAN JENA,14-Nov-2025 08:14 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,27,3210727,PITAMBAR KISAN,11-Nov-2025 01:32 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,28,3227775,PRIYADARSHI RANA,15-Nov-2025 03:44 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,29,3226152,PRIYAM KUMAR NAIK,14-Nov-2025 09:37 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,30,3227722,RAJESH PADHI,15-Nov-2025 03:34 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,31,3226087,RAJ KISHORE BHATTACHARYA,15-Nov-2025 11:35 AM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,32,3211553,RAJ KUMAR AGASTY,11-Nov-2025 11:22 AM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,33,3226086,RAJ KUMAR PATEL,14-Nov-2025 09:12 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,34,3226751,RASMITA NAIK,15-Nov-2025 11:32 AM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,35,3227743,ROHIT SHARMA,15-Nov-2025 03:41 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,36,3221943,SANJEETA PATEL,13-Nov-2025 04:12 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,37,3227827,SATYAJIT DAS,15-Nov-2025 04:01 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,38,3227016,SHUVAM KALO,15-Nov-2025 12:36 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,39,3227948,SUMAN KUMAR PATEL,15-Nov-2025 04:28 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,40,3227372,SUNDARLAL SANDHA,15-Nov-2025 01:35 PM,Accepted-AOC,1st Lowest Through Lottery,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,41,3225774,VISHAL KUMAR PANDEY,14-Nov-2025 06:52 PM,Rejected-AOC,2nd Lowest,01-Mar-2026 11:05 AM,,,,,,,,,,AOC
